"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MT2A",4.30168680404896e-63,-1.88198481986332,0.985,0.993,1.57446038714996e-58
"AK4",9.87061381676607e-60,3.01827005772841,0.731,0.217,3.61274336307455e-55
"TGFBI",6.37203945760456e-57,-1.85350499901928,0.833,0.942,2.33223016187785e-52
"MT1E",3.87188084904515e-54,-1.81035933484847,0.858,0.959,1.41714710955902e-49
"FOSB",1.96445766284348e-50,-3.24866009494259,0.331,0.76,7.19011149177341e-46
"DHCR24",8.14168369805134e-48,1.77814111734964,0.825,0.364,2.97993765032377e-43
"S100A13",1.64362758522822e-46,-1.09004288213092,0.825,0.934,6.01584132469382e-42
"ADGRD1",5.73045017609775e-46,3.51925314779039,0.556,0.147,2.09740206895354e-41
"MBP",6.19979635367312e-46,2.01185796154621,0.775,0.353,2.2691874634079e-41
"RAB13",7.80887888674293e-46,-1.11015276458162,0.858,0.941,2.85812776133678e-41
"FKBP10",1.24446269400323e-44,-1.16376590607919,0.822,0.92,4.55485790632122e-40
"IGFBP6",1.71762777115544e-43,-1.50560858082624,0.76,0.931,6.28668940520601e-39
"FOS",3.23850983429209e-43,-2.20730878403002,0.68,0.875,1.18532698444925e-38
"HMGB1",2.22326768503413e-42,-0.75786610005582,0.938,0.962,8.13738205399342e-38
"EGR1",6.06077324358581e-42,-2.25493913372312,0.491,0.807,2.21830361488484e-37
"PPP1R15A",2.4583214292127e-41,-1.52098390096995,0.782,0.876,8.99770226306141e-37
"CCDC181",3.72150066086761e-41,-4.65499355209555,0.091,0.555,1.36210645688416e-36
"NR4A3",4.17366915136136e-41,-4.0492142138267,0.207,0.637,1.52760464608977e-36
"HSPG2",4.93691974551516e-40,1.28375941391008,0.931,0.824,1.806961996056e-35
"HIF1A",1.42008703464317e-39,0.969914705264267,0.975,0.934,5.19766055549746e-35
"ACTN4",2.67944562318329e-39,1.11509196548432,0.967,0.919,9.80703892541317e-35
"INMT",2.89681246250003e-39,2.57914485783415,0.498,0.115,1.06026232939964e-34
"B4GALT5",3.31808624847317e-39,1.98489194672614,0.895,0.625,1.21445274780367e-34
"PTPRF",3.86738344326181e-39,2.66889980237915,0.68,0.257,1.41550101406826e-34
"BTG1",1.63578750772413e-38,-1.24546641804622,0.873,0.904,5.9871458570211e-34
"PARD3B",8.24647853884466e-38,2.17446391174265,0.895,0.705,3.01829361000253e-33
"HMGA1",1.13097192330872e-37,-1.64354068435745,0.764,0.889,4.13947033650225e-33
"TIMP1",1.64297030448207e-37,-1.21337721439476,0.927,0.976,6.01343561143483e-33
"AFAP1",2.24057298032779e-37,1.26614471285258,0.931,0.798,8.20072116529774e-33
"TGFB1",2.54910483827893e-37,-1.19954189890773,0.865,0.931,9.32997861858469e-33
"NDUFB4",2.85348020733941e-37,-0.788111142223198,0.851,0.929,1.0444022906883e-32
"MYH9",2.96457671393919e-37,1.3340827127505,0.96,0.942,1.08506472306888e-32
"CD99",3.65677853933514e-37,-0.710145448620743,0.927,0.956,1.33841751318205e-32
"TP53I11",5.10836021486924e-37,2.39542149460352,0.767,0.394,1.86971092224429e-32
"ARHGAP29",8.1282753905386e-37,1.75900226234033,0.884,0.645,2.97503007569103e-32
"NR4A2",1.64061842356633e-36,-2.84007560922328,0.305,0.662,6.00482749209514e-32
"TULP2",2.21867025957569e-36,-4.80106054700336,0.022,0.451,8.120555017073e-32
"FAP",2.30784146712503e-36,-1.20252158586659,0.727,0.914,8.44693055382432e-32
"FABP3",1.37975052256258e-35,3.00782951423222,0.411,0.08,5.05002488763131e-31
"DAB2",1.53460990400292e-35,1.58374572009943,0.902,0.854,5.61682570964107e-31
"CHST15",9.12299171814341e-35,2.11321089692041,0.68,0.279,3.33910619875767e-30
"ADCY9",1.91680698826396e-34,1.86779454619101,0.793,0.438,7.01570525774492e-30
"H3F3B",4.60665788631694e-34,-0.70027452516281,0.898,0.945,1.68608285297086e-29
"ATP2B4",4.96042827037056e-34,1.32889790643783,0.902,0.743,1.81556635123833e-29
"FAM222B",5.72999325090912e-34,1.28459525831589,0.876,0.63,2.09723482976525e-29
"COL6A3",1.10426983490561e-33,-1.18499023069354,0.847,0.96,4.04173802273802e-29
"RCN3",1.3202130708802e-33,-1.05403024363966,0.695,0.898,4.83211186072862e-29
"GCNT4",1.42764018300835e-33,3.16136735771593,0.465,0.121,5.22530583382888e-29
"MTRNR2L12",1.48001453843764e-33,-0.98272868445534,0.949,0.994,5.4170012121356e-29
"DHRS3",2.57692849986557e-33,-1.77361208902747,0.545,0.808,9.43181600235799e-29
"SRSF5",3.60304269538404e-33,-0.663345382060181,0.916,0.897,1.31874965693751e-28
"INAFM1",4.89506760165548e-33,-1.66939817249826,0.611,0.799,1.79164369288192e-28
"KAZN",5.49029725323645e-33,1.85625940856443,0.804,0.426,2.00950369765707e-28
"CIRBP",6.44012739480378e-33,-0.930957633044089,0.88,0.907,2.35715102777213e-28
"PLCG2",8.9182021196853e-33,-0.624651742858359,0.789,0.882,3.26415115782602e-28
"GIT2",9.27592455480966e-33,1.36229388073313,0.855,0.549,3.39508114630588e-28
"TEX2",9.90761915730338e-33,2.06715228002311,0.742,0.382,3.62628768776461e-28
"CORO1C",2.76489462681295e-32,0.937096514038285,0.935,0.796,1.01197908235981e-27
"MT1X",2.94373685614524e-32,-1.31228637990154,0.829,0.912,1.07743712671772e-27
"MAP3K1",4.21923497002819e-32,2.4567394627002,0.618,0.239,1.54428219138002e-27
"AKR1C1",5.61869501542458e-32,-1.73491011534068,0.72,0.87,2.05649856259555e-27
"MT-ND4L",2.70494400687993e-31,-0.801599700048511,0.935,0.99,9.90036555958122e-27
"SLC10A1",2.93300001721955e-31,-3.58770304725261,0.065,0.456,1.07350733630253e-26
"PIP5K1A",3.18911923258247e-31,1.41191674060912,0.876,0.695,1.16724953031751e-26
"LIMA1",3.75459741575008e-31,1.18338755441972,0.938,0.882,1.37422020013869e-26
"LTBP1",4.30899898294116e-31,-1.38975034838308,0.764,0.904,1.57713671774629e-26
"MYH10",4.68456280900789e-31,1.96286981712617,0.916,0.82,1.71459683372498e-26
"HIF1A-AS3",5.63006085960157e-31,2.49662041593063,0.811,0.501,2.06065857522277e-26
"SH3KBP1",6.20600132383075e-31,-1.06727271924016,0.88,0.923,2.27145854453529e-26
"PODN",6.86156899161503e-31,2.41141218598995,0.462,0.121,2.51140286662102e-26
"C1orf198",7.64634593350657e-31,1.66068755284207,0.76,0.442,2.79863907512274e-26
"CTSD",1.10370875183069e-30,-0.949756523752528,0.898,0.925,4.03968440257552e-26
"HAS2",2.15011116548642e-30,-2.17167554108567,0.233,0.625,7.86962187679686e-26
"STXBP1",2.17757551315814e-30,1.52219035883185,0.807,0.5,7.97014413571012e-26
"NBL1",2.18538477662826e-30,-1.59679585864035,0.742,0.838,7.99872682093708e-26
"COL7A1",2.97862783351683e-30,-2.62891414590103,0.316,0.659,1.0902075733455e-25
"MAP4K3-DT",3.06869189244382e-30,1.43171239884612,0.865,0.671,1.12317191955336e-25
"EPAS1",3.4057324097261e-30,1.3278379646989,0.869,0.656,1.24653211928385e-25
"FAM193B",3.95272491087115e-30,1.23655552078185,0.764,0.416,1.44673684462795e-25
"RAD23B",5.13210395053962e-30,0.721932409416518,0.945,0.87,1.87840136693701e-25
"PPP2R5E",5.58384529142797e-30,1.02329177794091,0.935,0.836,2.04374321511555e-25
"RBMS2",7.74848947330431e-30,1.3503177556346,0.876,0.668,2.83602463212411e-25
"ROR1",8.81993258850568e-30,1.96347227668104,0.887,0.785,3.22818352671896e-25
"PLEKHG3",1.27372180760452e-29,2.68875626635259,0.342,0.06,4.66194918801329e-25
"SVEP1",1.97160737520566e-29,1.92121239515699,0.811,0.574,7.21628015399025e-25
"MSMO1",2.39146671264092e-29,1.15748262222322,0.873,0.739,8.75300731493705e-25
"ETFB",3.07306979919778e-29,-0.835974238977533,0.844,0.925,1.12477427720438e-24
"DANCR",3.48355350031566e-29,-1.12852915300712,0.815,0.878,1.27501541665054e-24
"DOCK10",3.6957657860031e-29,-1.68849640674583,0.556,0.796,1.352687235335e-24
"SPTBN1",3.82167237070341e-29,0.81572866473188,0.967,0.95,1.39877030440115e-24
"TCF7L1",7.78042041594202e-29,2.81896066245134,0.604,0.285,2.84771167643894e-24
"CLEC11A",9.2369218167214e-29,-0.994098482006041,0.738,0.891,3.3808057541382e-24
"IER2",9.36136259601526e-29,-1.42817117623908,0.753,0.853,3.42635232376755e-24
"TMEM258",9.61824103995089e-29,-0.601538208365767,0.862,0.94,3.52037240303242e-24
"KLHDC10",1.15063661256276e-28,1.36149604454833,0.895,0.702,4.21144506564095e-24
"STX17-AS1",1.22990809593091e-28,-3.72397244246795,0.116,0.476,4.50158662191672e-24
"RECK",1.38333399647372e-28,1.33801912707245,0.873,0.77,5.06314076049348e-24
"PRDX4",1.61679942886503e-28,-0.788097773400228,0.829,0.926,5.91764758958888e-24
"GLS",1.78093901392092e-28,1.29893603468531,0.953,0.903,6.51841488485194e-24
"FBXO42",2.07474964178031e-28,1.50158088597531,0.862,0.606,7.59379116388011e-24
"CYP51A1",3.21591017731269e-28,0.982130307226901,0.898,0.858,1.17705528399822e-23
"TKT",3.3570950503473e-28,-0.770949661491291,0.913,0.944,1.22873035937762e-23
"MAP4",3.97215907165219e-28,0.748917230814194,0.967,0.956,1.45384994181542e-23
"HMGA1P4",4.1490155820664e-28,2.22515292570312,0.52,0.173,1.51858119319212e-23
"CELF1",4.22200867280629e-28,1.09187524773101,0.931,0.851,1.54529739433383e-23
"ACTN1",4.48490189396204e-28,1.00138321408792,0.956,0.932,1.64151894220905e-23
"CTNND1",4.81668673498642e-28,1.37691470668423,0.935,0.836,1.76295551187238e-23
"SREBF2",5.4140083082129e-28,0.908434535865455,0.924,0.761,1.981581180889e-23
"SLCO3A1",5.84987703737352e-28,1.25174697315484,0.909,0.746,2.14111349444908e-23
"PRKCG",6.56887021597006e-28,-4.76680319519395,0.073,0.428,2.4042721877472e-23
"MYLK",7.06787631367684e-28,1.80073862439683,0.767,0.45,2.58691340956886e-23
"PHLDA1",1.14020045784254e-27,-1.17585752181001,0.651,0.804,4.1732476957495e-23
"NFATC2",1.19959167481976e-27,-4.49262909938884,0.207,0.535,4.39062548900779e-23
"ROR2",1.74373740563206e-27,2.18629241907479,0.669,0.357,6.38225327835389e-23
"KCND3",2.18278632323491e-27,2.7455538617719,0.375,0.086,7.98921622167209e-23
"AHDC1",2.50070903794274e-27,1.60124768707867,0.695,0.326,9.1528451497742e-23
"MIRLET7BHG",2.76533210653945e-27,0.86866283831717,0.833,0.559,1.01213920431451e-22
"PLEKHA2",2.89442256440704e-27,1.42325683831823,0.742,0.395,1.05938760279862e-22
"CTSL",3.03544553252074e-27,-0.895837656439796,0.833,0.909,1.11100341935792e-22
"CRLF1",3.34079895042705e-27,-1.60197597996757,0.455,0.748,1.22276582384581e-22
"FLNB",3.42602445399065e-27,1.43610442085306,0.916,0.814,1.25395921040512e-22
"ADGRG6",4.16933277112605e-27,2.2473147078863,0.396,0.099,1.52601748755985e-22
"UQCRB",4.85002033941881e-27,-0.54023124922115,0.869,0.96,1.77515594443068e-22
"CTSB",5.22322924522798e-27,-0.762027557015302,0.927,0.931,1.91175413604589e-22
"SMIM3",5.22597519833682e-27,-1.39036989223872,0.524,0.779,1.91275918234326e-22
"AKR1C2",5.80218261237525e-27,-2.30978589393231,0.527,0.755,2.12365685795546e-22
"KANK1",1.02365457863013e-26,1.93241400696416,0.789,0.524,3.74667812324414e-22
"APCDD1L-DT",1.62679225642473e-26,-2.3836338298016,0.193,0.529,5.95422233774015e-22
"CUX1",1.6622723417365e-26,0.906003308601208,0.956,0.922,6.08408299798975e-22
"P4HB",1.71925285160171e-26,-0.557614862422656,0.96,0.966,6.29263736214741e-22
"LINC00685",2.08998068276612e-26,1.34756313603772,0.742,0.42,7.64953829699227e-22
"ARHGEF2",2.29102441113292e-26,1.03266670014823,0.855,0.653,8.38537844718762e-22
"ITGA2",2.57780783603535e-26,-0.758182160217743,0.764,0.882,9.43503446067297e-22
"NFKBIA",2.59135932206582e-26,-1.31632848249375,0.807,0.869,9.48463425469312e-22
"NFATC3",3.09358979096553e-26,1.14103801415123,0.858,0.612,1.13228479939129e-21
"KCNK6",3.5663889208632e-26,1.81969765220631,0.785,0.575,1.30533400892514e-21
"RGS2",4.50633742072795e-26,-1.90298647189629,0.367,0.667,1.64936455936064e-21
"FNBP1",4.86809458403667e-26,1.10663565260993,0.905,0.737,1.78177129870326e-21
"ADD1",5.79478265791742e-26,0.767019004478519,0.927,0.847,2.12094840062435e-21
"ASXL2",6.18129969593826e-26,1.25322066719976,0.876,0.656,2.26241750171036e-21
"CTHRC1",6.24267055798307e-26,-1.15983865621403,0.727,0.879,2.28487985092738e-21
"SYNE2",8.72922377504074e-26,2.00921385731488,0.72,0.398,3.19498319390266e-21
"LIMS2",9.38453339317582e-26,1.77473405889841,0.636,0.324,3.43483306723628e-21
"BGN",1.16264755660283e-25,-1.04962304304537,0.724,0.909,4.25540632192202e-21
"NPM1",1.18903534992967e-25,-0.592324339165447,0.938,0.954,4.35198828427758e-21
"APCDD1L",1.28541375737842e-25,-2.47511458608952,0.225,0.556,4.70474289338074e-21
"CD59",1.50033436341128e-25,-0.744964959181442,0.931,0.956,5.49137380352164e-21
"PPP6R2",1.59556793365795e-25,1.09132064391471,0.92,0.783,5.83993819398148e-21
"PTPN9",1.91193235403343e-25,1.55598274896915,0.862,0.63,6.99786360899776e-21
"SAMD11",2.51592250819413e-25,-2.30460217175981,0.211,0.552,9.20852797224132e-21
"MARK3",2.78383748580506e-25,0.926342265547573,0.945,0.855,1.01891235817951e-20
"HEATR5A",2.8670231776383e-25,1.01073177156051,0.891,0.711,1.04935915324739e-20
"SQLE",2.97091938387753e-25,0.975509546874201,0.88,0.829,1.08738620369302e-20
"RAB10",3.45219474664531e-25,0.60467645207491,0.949,0.92,1.26353779921965e-20
"STK38",3.63288757736545e-25,1.2876430355334,0.92,0.749,1.32967318219153e-20
"ZNF169",3.63410209455301e-25,1.92552750957069,0.451,0.139,1.33011770762735e-20
"PPME1",3.80186683213172e-25,1.92790806776056,0.884,0.724,1.39152127922853e-20
"LASP1",3.80712982542568e-25,0.913080648618699,0.924,0.832,1.39344758740405e-20
"TAOK1",5.0472248141592e-25,0.853037670667743,0.938,0.845,1.84733475423041e-20
"CHMP1B",6.18250756439785e-25,-1.18849617486561,0.749,0.826,2.26285959364526e-20
"STX12",6.55818139387763e-25,0.914081824438637,0.909,0.838,2.40035997197315e-20
"ROCK2",6.85319783771533e-25,0.7832102281326,0.949,0.881,2.50833894058219e-20
"KCTD20",8.55966470053414e-25,1.16271448331231,0.905,0.78,3.1329228770425e-20
"RAB6A",9.58050307363526e-25,0.876147838422497,0.949,0.858,3.50655992998124e-20
"MRTFA",1.01403565980665e-24,1.60936315200197,0.927,0.819,3.71147191845832e-20
"IP6K1",1.20305890258764e-24,1.13864134454038,0.876,0.588,4.40331588936104e-20
"EPS15L1",2.11702986642454e-24,0.585694938429461,0.847,0.578,7.74854101410047e-20
"COPS8",2.17248789836924e-24,-0.812163252640446,0.833,0.889,7.95152295682126e-20
"SNHG22",2.63328977210105e-24,2.4593430380473,0.389,0.108,9.63810389486706e-20
"H3F3A",2.67208358998789e-24,-0.528402575910949,0.916,0.944,9.78009314771468e-20
"DENND2A",4.78527641179078e-24,1.77678166266511,0.425,0.128,1.75145901947954e-19
"CCNY",5.01240665307042e-24,1.02711749869338,0.96,0.858,1.8345909590903e-19
"COBLL1",5.75786943450981e-24,1.60421464350408,0.793,0.562,2.10743779172494e-19
"TNRC18",6.56254761219909e-24,0.826391634664941,0.902,0.786,2.40195805154099e-19
"TCF7L2",7.69955701610889e-24,1.15829922840805,0.942,0.85,2.81811486346602e-19
"TRIM56",9.75767750319722e-24,0.702525401001258,0.898,0.733,3.57140754294521e-19
"DRAP1",1.03674115918004e-23,-0.67556820595559,0.818,0.937,3.79457631671487e-19
"FADS2",1.11108457160547e-23,1.09948126444092,0.851,0.711,4.06668064053318e-19
"ANKIB1",1.14372037029278e-23,1.07788499974966,0.927,0.844,4.18613092730862e-19
"MXRA8",1.18369919121077e-23,-1.10052307793872,0.72,0.838,4.33245740975055e-19
"CCNYL1",1.26200669544423e-23,1.40151150562806,0.793,0.522,4.61907070599544e-19
"H19",1.29084007533876e-23,4.03892386369036,0.349,0.09,4.72460375974741e-19
"ZYG11B",1.32408421942333e-23,1.03615836026625,0.884,0.668,4.84628065151133e-19
"STX7",1.33331834877338e-23,1.12735909626986,0.902,0.727,4.88007848834546e-19
"DCAF7",1.62114320540549e-23,0.943986999404514,0.902,0.711,5.93354624610463e-19
"JUNB",1.85103626094579e-23,-1.17444489959773,0.796,0.878,6.77497781868769e-19
"EYA3",2.14427513655109e-23,1.30733127254079,0.825,0.619,7.84826142729063e-19
"POLR2J3",2.52453542443353e-23,0.951146670607164,0.895,0.776,9.24005210696915e-19
"DCAF5",2.56250047870115e-23,1.259926222812,0.873,0.659,9.3790080020941e-19
"ID1",2.59708285899833e-23,-1.19665003711259,0.549,0.795,9.5055829722198e-19
"LINC01619",2.74337599733229e-23,-1.05299287770124,0.324,0.653,1.00410304878359e-18
"ITGA10",2.87436354644337e-23,-1.20149345036973,0.4,0.692,1.05204580163374e-18
"FDPS",2.91122172640826e-23,0.886933282340067,0.902,0.895,1.06553626408269e-18
"CSNK1G1",2.93119444361489e-23,1.17027506890911,0.909,0.742,1.07284647830748e-18
"HMGA2",3.9980844901586e-23,-0.982377025892586,0.742,0.86,1.46333890424295e-18
"DAPK1",4.13499188357915e-23,2.32315263298653,0.625,0.341,1.5134483793088e-18
"HSD11B1",4.44129467198641e-23,-1.28760021575054,0.633,0.795,1.62555826289375e-18
"ADARB1",4.66454706374192e-23,1.40113210580359,0.793,0.56,1.70727087080018e-18
"YEATS2",5.03696175363195e-23,1.18537191532311,0.902,0.749,1.84357837144683e-18
"ASS1",5.06969169061082e-23,1.14744301419245,0.8,0.571,1.85555785568046e-18
"AP000662.1",5.37835404803904e-23,2.42667003860291,0.324,0.075,1.96853136512277e-18
"TMEM59",5.38570536656346e-23,-0.646929873469867,0.869,0.919,1.97122202121589e-18
"RUSC2",5.78658857900525e-23,1.40387145751512,0.898,0.782,2.11794928580171e-18
"PRR14L",7.05528316020787e-23,0.969936922857286,0.887,0.696,2.58230418946768e-18
"PKP4",8.40281673739298e-23,1.52570019001281,0.865,0.647,3.0755149540532e-18
"ABLIM1",8.60988290731059e-23,2.32820511925407,0.68,0.353,3.15130324290475e-18
"MICAL3",8.95358776510164e-23,1.86268116618189,0.782,0.512,3.27710265790485e-18
"FLRT2",9.36783520839996e-23,2.55754649994136,0.738,0.479,3.42872136462647e-18
"MACF1",9.65336354742168e-23,1.08513954990214,0.975,0.942,3.53322759199181e-18
"GSTO1",9.83781288605528e-23,-0.639830871416442,0.913,0.938,3.60073789442509e-18
"AC025682.1",1.19360162198206e-22,1.84592009509429,0.542,0.22,4.36870129661653e-18
"DAAM2",1.2156520025659e-22,3.03844432147353,0.378,0.112,4.44940789459146e-18
"NXN",1.95504545278207e-22,1.71272280672174,0.745,0.513,7.15566186172766e-18
"ACTR2",2.20466023375594e-22,0.588832630815742,0.978,0.907,8.06927692157012e-18
"PLCE1-AS1",2.26419289815554e-22,3.98542385005713,0.167,0.009,8.28717242653909e-18
"PRDX2",2.81827337583666e-22,-0.683809527256701,0.825,0.906,1.03151623828997e-17
"KRT10",2.84365811614398e-22,-0.637728986073833,0.829,0.925,1.04080730708986e-17
"HTRA1",2.90987990738543e-22,-0.858214966287807,0.825,0.917,1.06504514490214e-17
"ID3",3.1528550926399e-22,-1.08040940484391,0.775,0.914,1.15397649245713e-17
"HABP4",3.78776813828633e-22,1.20548236343858,0.822,0.572,1.38636101629418e-17
"SWAP70",3.80158375516084e-22,1.12295784143211,0.902,0.743,1.39141767022642e-17
"SQSTM1",3.92502794134334e-22,-0.652946454363537,0.985,0.982,1.43659947681107e-17
"RHBDL2",3.95415050343315e-22,2.11845313223911,0.56,0.239,1.44725862576157e-17
"AFF1",4.76055931405239e-22,1.33156737708422,0.909,0.81,1.74241231453631e-17
"OGFRL1",5.05508333740572e-22,1.4585491545104,0.764,0.504,1.85021105232387e-17
"TBX3",5.48106581629492e-22,-1.97967926869505,0.4,0.63,2.0061248994221e-17
"URGCP",6.1265096208379e-22,1.30038453550536,0.745,0.45,2.24236378632288e-17
"KPNA6",6.76281454401992e-22,0.924588941085464,0.916,0.761,2.47525775125673e-17
"PARVA",7.27337856102385e-22,0.584725409335854,0.975,0.935,2.66212928712034e-17
"SEMA4A",8.27741217194234e-22,-4.36452648712269,0.051,0.351,3.02961562905261e-17
"PHC3",8.50217960982357e-22,1.21255363437021,0.869,0.687,3.11188275899153e-17
"TMCC1",8.54530239552534e-22,1.80564746214247,0.865,0.686,3.12766612978623e-17
"DAG1",1.03304879524577e-21,1.37896088712838,0.804,0.538,3.78106189547902e-17
"AGAP1",1.04971201469235e-21,1.19662458719103,0.935,0.844,3.84205094497546e-17
"AP006621.3",1.1260899287609e-21,1.23446280765972,0.585,0.267,4.12160174825778e-17
"TC2N",1.1274435886674e-21,-1.42686456887531,0.371,0.642,4.12655627888156e-17
"AC011933.4",1.18169527160958e-21,2.19444686823384,0.447,0.158,4.32512286361823e-17
"APPBP2",1.23197819694523e-21,0.78783712931903,0.924,0.786,4.50916339863924e-17
"AP1S3",1.43852694185101e-21,2.55882508964409,0.495,0.208,5.26515245986888e-17
"Z82215.1",1.55902791882345e-21,2.88056334632717,0.444,0.159,5.70619808568571e-17
"JAGN1",1.70593907524619e-21,-0.903478414993497,0.775,0.842,6.2439076093086e-17
"BNC1",1.78199655101224e-21,2.23425579854414,0.371,0.109,6.5222855763599e-17
"EIF5A",1.79749589479293e-21,-0.67547627142943,0.851,0.932,6.57901472453159e-17
"HELZ",1.81035987869306e-21,0.923731727602874,0.924,0.792,6.62609819200445e-17
"CCDC80",1.86332224859305e-21,1.26590880312755,0.887,0.931,6.81994576207542e-17
"ATP5MC2",1.96020758523618e-21,-0.531246278630379,0.884,0.928,7.17455578272294e-17
"CLSTN1",2.25942361956513e-21,0.918990701739541,0.898,0.777,8.26971638997033e-17
"TFCP2",2.3252419117395e-21,1.01022239442268,0.851,0.656,8.51061792115774e-17
"NCK1",2.36354990241253e-21,0.894329150051029,0.891,0.749,8.6508289978201e-17
"KANSL1",2.67642335312743e-21,1.3502557398253,0.938,0.835,9.7959771147817e-17
"LY6E",2.77134312638201e-21,-0.696734171921356,0.796,0.91,1.01433929768708e-16
"LINC01355",3.00712384830207e-21,1.95658554073176,0.382,0.111,1.10063739971704e-16
"CCL11",3.16794862156881e-21,6.67597470391681,0.167,0.012,1.1595008749804e-16
"HNRNPA1",3.30001235985111e-21,-0.631499686292892,0.869,0.938,1.20783752382911e-16
"SCAI",3.30969558858821e-21,1.66315640419507,0.724,0.431,1.21138168237917e-16
"TEAD1",3.35122613979026e-21,0.856901680184234,0.967,0.917,1.22658227942463e-16
"SERTAD1",3.63220643001885e-21,-1.52767172906417,0.575,0.714,1.3294238754512e-16
"NDST1",3.70487948747686e-21,1.14777996029807,0.822,0.569,1.3560229412114e-16
"AC018647.1",3.95875662080877e-21,4.42309139037831,0.167,0.012,1.44894451078222e-16
"ANXA3",3.97542250209198e-21,2.28343139778178,0.418,0.142,1.45504438999069e-16
"RPS10",4.02038100267762e-21,-0.521940041458859,0.858,0.941,1.47149965079004e-16
"MGP",4.06460599945115e-21,-1.2914429916627,0.782,0.937,1.48768644185911e-16
"LRP5",4.16372717589668e-21,1.61432170162265,0.629,0.299,1.52396578364995e-16
"NDUFB11",4.3667367003383e-21,-0.578849461300822,0.818,0.926,1.59826929969082e-16
"RAF1",4.46107752522851e-21,0.990839288165905,0.891,0.743,1.63279898500889e-16
"RFX7",4.47430696583468e-21,1.39171224626232,0.869,0.689,1.63764109256515e-16
"FDFT1",4.54931755516474e-21,0.902301974126868,0.876,0.814,1.66509571836585e-16
"AL049840.2",4.74112944115745e-21,1.58241105668992,0.458,0.164,1.73530078675804e-16
"ZMYM4",4.75298569723936e-21,0.880325749425107,0.942,0.853,1.73964029504658e-16
"VIM",5.0971142396024e-21,-0.558232350409519,0.945,0.982,1.86559478283688e-16
"XKR6",5.18086923297704e-21,1.85567040086666,0.702,0.453,1.89624994796193e-16
"SPINT2",5.31497165777284e-21,2.86621032512276,0.389,0.127,1.94533277646144e-16
"SRSF6",5.45371626408998e-21,-0.844587796992577,0.862,0.863,1.99611468981957e-16
"BMP4",5.62477498528428e-21,1.82225057375767,0.273,0.055,2.0587238923639e-16
"PTGR1",5.65048286497465e-21,-1.01179423828468,0.909,0.934,2.06813323340937e-16
"CUEDC1",6.36105621948029e-21,1.11924645786342,0.829,0.586,2.32821018689198e-16
"TRAK1",6.52460234197107e-21,1.27813182320914,0.829,0.624,2.38806970318483e-16
"LTBP3",6.93089749100125e-21,-1.24853950518663,0.753,0.839,2.53677779068137e-16
"DNASE1",7.66305821981169e-21,1.69337327783945,0.549,0.252,2.80475593903328e-16
"FLOT2",8.47381647018652e-21,1.05757271930548,0.687,0.354,3.10150156625297e-16
"SNAPC3",9.84096281797173e-21,1.07181234622591,0.847,0.653,3.60189080100583e-16
"SYNPO",1.06071124923163e-20,1.87507575814247,0.458,0.17,3.8823092433127e-16
"CYB5B",1.16369218910591e-20,0.821276208993895,0.855,0.695,4.25922978134655e-16
"NEK7",1.25627646890251e-20,1.03416559356766,0.927,0.842,4.59809750383009e-16
"ABCB10",1.29585515554335e-20,1.3806423229933,0.658,0.323,4.74295945480423e-16
"PALB2",1.33179977767314e-20,1.12343351709756,0.564,0.233,4.87452036626144e-16
"TP53I3",1.40693721165303e-20,-0.902844689762462,0.807,0.864,5.14953088837126e-16
"ZNF594",1.50449219038439e-20,1.95983154813611,0.422,0.147,5.50659186602592e-16
"TNFAIP6",1.5691340162156e-20,-1.14716743624835,0.705,0.848,5.74318741275071e-16
"SERPINF1",1.73709007667086e-20,-1.39173374812459,0.542,0.748,6.35792338962302e-16
"STAT1",1.78547784230773e-20,1.16506671549973,0.884,0.807,6.53502745063051e-16
"GSK3B",1.91183840239702e-20,1.06657845174587,0.931,0.835,6.99751973661333e-16
"SLC1A1",2.046551359915e-20,1.95188947951634,0.611,0.33,7.4905826324249e-16
"CBFA2T2",2.15036728082899e-20,1.47492092327312,0.84,0.665,7.87055928456217e-16
"KIAA1217",2.17732831166982e-20,1.93891895375606,0.655,0.373,7.9692393535427e-16
"NFIB",2.28395827603363e-20,1.24136858132274,0.949,0.838,8.35951568611068e-16
"B3GALT2",2.33281143320379e-20,3.33193958924168,0.262,0.053,8.53832312666918e-16
"WDFY1",2.69114294951513e-20,1.06502652532267,0.887,0.733,9.84985230952032e-16
"MGARP",2.82637978042828e-20,2.35345249989294,0.364,0.112,1.03448326343456e-15
"ZNF506",2.88077874565005e-20,1.5710268489768,0.611,0.295,1.05439382869538e-15
"GNAQ",2.88116782310072e-20,0.921514468598527,0.942,0.886,1.05453623493309e-15
"RREB1",3.03229849529e-20,1.12792924300994,0.862,0.698,1.10985157226109e-15
"TMEM59L",3.06633014257213e-20,-2.08263631121944,0.265,0.535,1.12230749548283e-15
"PCOLCE",3.16570154988053e-20,-0.972318628156869,0.731,0.872,1.15867842427177e-15
"S100PBP",3.66312898044766e-20,1.43916862635712,0.807,0.59,1.34074183813365e-15
"PKP2",3.68722016016293e-20,2.7353651244845,0.258,0.055,1.34955945082123e-15
"CTSC",3.91388262464981e-20,-0.846936416510295,0.851,0.941,1.43252017944808e-15
"MAGI1",4.25162561590317e-20,1.49864111950089,0.931,0.858,1.55613749167672e-15
