"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CCSER2",1.79670738676321e-08,1.81479584339502,0.737,0.33,0.000657612870629202
"LRMDA",1.8013348876871e-08,1.94756348461951,0.763,0.383,0.000659306582242357
"SCLY",1.80825493936275e-08,3.3236694555576,0.421,0.085,0.000661839390356161
"ANKHD1",1.81051208613589e-08,1.34930219597583,0.763,0.34,0.000662665528646596
"ZDHHC7",1.84210685334729e-08,1.37217716455793,0.605,0.202,0.000674229529393643
"MAP3K8",1.85850527470751e-08,2.42013613783844,0.684,0.277,0.000680231515595694
"CYFIP2",1.88111336842421e-08,4.79300582029022,0.342,0.053,0.000688506303976946
"ADA2",1.88770704322718e-08,1.6430427653098,0.526,0.128,0.000690919654891581
"FUT10",1.91386729684252e-08,3.08105011794108,0.447,0.101,0.00070049456931733
"NLRC5",1.91386729684252e-08,3.72248773266322,0.447,0.101,0.00070049456931733
"XPO6",1.92580670033979e-08,2.30335019670016,0.658,0.223,0.000704864510391365
"NFYC",1.92984100069499e-08,1.80631121401705,0.632,0.213,0.000706341104664374
"INKA2",1.94251489602192e-08,2.44891232795386,0.5,0.122,0.000710979877092982
"RAB11FIP3",1.95104353428532e-08,1.88764036757723,0.526,0.144,0.000714101443983771
"LRCH3",1.96017340225176e-08,2.06466291046735,0.684,0.282,0.000717443066958166
"SLCO3A1",1.97094707496474e-08,2.44433321909112,0.632,0.207,0.000721386338907844
"GNAI3",1.98368552278751e-08,1.49264802383141,0.763,0.33,0.000726048738195457
"ARSB",1.98403489684323e-08,1.90098306131561,0.632,0.223,0.00072617661259359
"NPC1",1.99550165150676e-08,1.90926972024844,0.737,0.367,0.000730373559467988
"SNTB2",1.99825062649427e-08,1.39841189961487,0.684,0.266,0.000731379711803168
"MT1G",2.0008187131889e-08,-3.79584782977638,0.421,0.723,0.000732319657214268
"FTX",2.0011946574742e-08,2.05999479791287,0.789,0.41,0.000732457256582133
"KDM6A",2.04314641280453e-08,2.11820213278599,0.605,0.229,0.000747812018550586
"AC009690.2",2.0442401795552e-08,3.93035810227358,0.5,0.133,0.000748212348118999
"MSH3",2.04942901139013e-08,2.58841737701254,0.579,0.186,0.0007501115124589
"AFF1",2.06209768728868e-08,2.74368192671309,0.711,0.319,0.00075474837452453
"SBF2",2.06624995131571e-08,1.58459056161683,0.789,0.356,0.000756268144681064
"ABCC5",2.07860520496547e-08,2.78556630280023,0.579,0.207,0.000760790291069412
"LCP1",2.08191110083813e-08,1.95827155386726,0.658,0.239,0.000762000282017762
"SPDYE2",2.0820205699354e-08,3.80776612764201,0.421,0.09,0.000762040348802054
"LSM14A",2.0854936336288e-08,1.8263844393574,0.711,0.287,0.000763311524844477
"ZC3H3",2.09123164502393e-08,2.59151370599345,0.5,0.133,0.000765411694395209
"PHACTR4",2.13736335659218e-08,2.13622760632006,0.711,0.319,0.000782296362146304
"SMAD4",2.14746150114761e-08,1.74422470051084,0.658,0.25,0.000785992384035037
"EPC1",2.19553194882689e-08,1.70856101467526,0.763,0.309,0.000803586648590129
"KLF8",2.22500099921819e-08,4.05145271412129,0.237,0.016,0.00081437261572385
"KLHDC10",2.25420736416299e-08,2.0633230392591,0.684,0.255,0.000825062437357296
"NVL",2.25554778206246e-08,2.82119405394371,0.553,0.176,0.000825553043712682
"DISC1",2.26715824248178e-08,2.6585445723341,0.579,0.191,0.000829802588330755
"POU2F1",2.26912324840133e-08,1.35446917611821,0.658,0.234,0.000830521800147371
"PRKAR2A",2.27175855158629e-08,2.0917756582868,0.684,0.282,0.000831486347466099
"FPGT",2.28561452787349e-08,3.3964148482388,0.447,0.096,0.000836557773346977
"PPP1R9B",2.30152106554683e-08,2.74750185099004,0.553,0.181,0.000842379725200794
"SLC38A6",2.30685725302577e-08,3.09492591104312,0.605,0.255,0.000844332823179963
"RUBCN",2.32606814918256e-08,2.22357717858256,0.474,0.112,0.00085136420328231
"HERC4",2.33356303291679e-08,1.45016894867245,0.763,0.362,0.000854107405677876
"TMCC1",2.40312431435827e-08,2.53583427826401,0.632,0.245,0.00087956753029827
"RAPGEF1",2.4095395861308e-08,1.83311735202835,0.763,0.33,0.000881915583919735
"PIK3C3",2.42991200837036e-08,1.58127074089425,0.684,0.255,0.000889372094183637
"RPS25",2.44474318658101e-08,-1.19978576227443,0.816,0.894,0.000894800453720514
"CLOCK",2.45018780351049e-08,1.32606799549228,0.658,0.234,0.000896793237962874
"KDM4C",2.45291008091819e-08,1.8499697392462,0.684,0.266,0.000897789618716867
"RAPGEF2",2.45579586451052e-08,1.71210575570941,0.684,0.271,0.000898845844369494
"CLN3",2.49760030328722e-08,1.80374295309919,0.632,0.239,0.000914146687006156
"NCOR1",2.49859183690771e-08,1.50693502973748,0.763,0.383,0.00091450959822659
"CERS6",2.54590269345798e-08,2.86357104754026,0.632,0.239,0.000931825844832555
"SLC36A4",2.56870446337864e-08,1.84923391971245,0.605,0.218,0.000940171520641216
"PALB2",2.5869672449808e-08,2.26212082998728,0.474,0.117,0.000946855881335424
"SEC14L1",2.59419710393776e-08,1.08924069497524,0.711,0.293,0.000949502082012261
"SEMA4D",2.61305419553644e-08,3.70831877174457,0.342,0.053,0.000956403966108292
"AL118506.1",2.62332360394779e-08,4.55137547104299,0.289,0.032,0.000960162672280932
"DIP2A",2.6682150240604e-08,1.67668298536183,0.579,0.191,0.000976593380956349
"KDM5A",2.66931975715729e-08,1.2186998813811,0.711,0.303,0.000976997724317138
"TBC1D14",2.68176370428343e-08,2.26418245249494,0.605,0.223,0.000981552333404777
"KCTD7",2.68881561726994e-08,2.58220474206979,0.5,0.138,0.00098413340407697
"PRKX",2.68957844410778e-08,1.11345293714453,0.553,0.149,0.000984412606327887
"ZNRF2",2.69787292543219e-08,1.34507538695368,0.632,0.213,0.000987448469437434
"RABEP1",2.76391918975575e-08,2.24081266354705,0.684,0.298,0.0010116220626425
"TSPAN14",2.78350307925877e-08,1.25916379330358,0.737,0.319,0.0010187899620395
"DEPDC5",2.78603964870921e-08,0.960311276177821,0.553,0.16,0.00101971837182406
"R3HDM1",2.80041781000737e-08,1.92062441429625,0.658,0.255,0.0010249809226408
"ZNF263",2.80605402586657e-08,2.09946402711097,0.421,0.085,0.00102704383400742
"URGCP",2.83044182040946e-08,1.92488830047935,0.526,0.149,0.00103597001068807
"ARHGAP31",2.84326444424893e-08,1.99709894861335,0.632,0.218,0.00104066321923955
"CMKLR1",2.85708438206603e-08,2.43333870312154,0.447,0.096,0.00104572145467999
"BMP2K",2.8727632359565e-08,1.46326863522441,0.763,0.33,0.00105146007199244
"NBPF19",2.87495318460537e-08,1.39019950332371,0.5,0.122,0.00105226161509741
"FMNL3",2.89622409954984e-08,1.1614462919767,0.526,0.138,0.00106004698267624
"TBC1D5",2.9016610514529e-08,1.89869809831353,0.763,0.372,0.00106203696144228
"FAM102B",2.9060595776825e-08,1.16502017716422,0.579,0.16,0.00106364686602757
"AC093849.4",2.9424616617796e-08,4.2033399239185,0.342,0.053,0.00107697039282795
"AC118549.1",2.94784922852832e-08,1.65535948567174,0.711,0.287,0.00107894229613365
"NCKAP1L",3.03858111969088e-08,1.32380558549322,0.632,0.197,0.00111215107561806
"AC012358.3",3.04886435857055e-08,3.18818992933496,0.421,0.09,0.00111591484388041
"UBE2G1",3.06896446450876e-08,2.31384700385706,0.658,0.261,0.00112327168365485
"SFMBT2",3.07495620264937e-08,1.45967072906381,0.632,0.181,0.0011254647197317
"TWSG1",3.07495620264937e-08,1.38982262212167,0.579,0.191,0.0011254647197317
"C5AR1",3.08131073201689e-08,1.94538433468879,0.711,0.303,0.0011277905410255
"UVRAG",3.13628225163393e-08,1.77263752320355,0.684,0.298,0.00114791066692053
"ZXDC",3.13776421118391e-08,1.76180919390916,0.579,0.191,0.00114845307893542
"ZNF100",3.15350575715595e-08,2.32483104700783,0.447,0.096,0.00115421464217665
"ARHGEF7",3.2011158144202e-08,1.37343633517531,0.658,0.234,0.00117164039923594
"ZBED4",3.21378519256483e-08,0.936610402610679,0.5,0.138,0.00117627751833065
"JARID2",3.21922985659033e-08,3.82023594420318,0.737,0.314,0.00117827031981063
"SH3RF3",3.31264325225798e-08,2.69299373680628,0.605,0.218,0.00121246055675894
"LONRF3",3.33216054816573e-08,1.42527706896791,0.553,0.165,0.00121960408223414
"AC098829.1",3.37285277905913e-08,2.6952067558245,0.421,0.09,0.00123449784566343
"XPO4",3.41786543607571e-08,1.98115483833372,0.632,0.223,0.00125097292825807
"TNRC18",3.43993263105903e-08,1.95324025761801,0.658,0.25,0.00125904974229392
"PDS5B",3.45385532619361e-08,1.99858559635884,0.632,0.239,0.00126414558794012
"PDE8A",3.46088163267678e-08,2.06934956730329,0.684,0.309,0.00126671728637603
"ELMO2",3.50459319640227e-08,1.8886221886656,0.474,0.117,0.0012827161558152
"EYA3",3.52015467011526e-08,2.11875933011987,0.605,0.223,0.00128841181080889
"FAM193A",3.52015467011526e-08,1.24057678217444,0.605,0.223,0.00128841181080889
"CD163L1",3.55196461441451e-08,0.753024340606122,0.526,0.128,0.00130005456852185
"SH2B3",3.55206955623991e-08,2.17708424610461,0.632,0.223,0.00130009297827937
"TUBGCP3",3.56081421364352e-08,1.09670180508568,0.632,0.197,0.00130329361033567
"ACER3",3.61548794925974e-08,1.80807658107156,0.684,0.266,0.00132330474430856
"CIPC",3.62413504723824e-08,1.32705814498823,0.421,0.085,0.00132646966863967
"MMP8",3.62428785825382e-08,6.46890156754437,0.211,0.011,0.00132652559899948
"AL117335.1",3.62428785825382e-08,3.84916798635111,0.211,0.011,0.00132652559899948
"HPCAL1",3.62714512024305e-08,1.84292912864835,0.737,0.319,0.00132757138546016
"GMEB1",3.63241849888078e-08,2.00886777929837,0.474,0.122,0.00132950149477535
"C1orf195",3.70519501374947e-08,5.43864461287956,0.158,0,0.00135613842698245
"AC008569.2",3.70519501374947e-08,3.98219690940026,0.158,0,0.00135613842698245
"GP6",3.70519501374947e-08,4.21082148530767,0.158,0,0.00135613842698245
"ADAM10",3.70779774410734e-08,2.28466522783005,0.684,0.324,0.00135709105232073
"TRPS1",3.71660499957168e-08,2.62176755192265,0.684,0.309,0.00136031459589323
"CLIC2",3.73915079021606e-08,3.91241935737796,0.395,0.074,0.00136856658072698
"AP002336.2",3.77886082632385e-08,1.02320821498763,0.553,0.165,0.00138310085104279
"SOAT1",3.79575456560789e-08,2.42718117893122,0.658,0.293,0.00138928412855814
"WDR20",3.80553575076731e-08,2.2662599933568,0.605,0.191,0.00139286414013834
"ERCC6L2",3.81394013021816e-08,1.47217489998952,0.684,0.261,0.00139594022706115
"MECP2",3.83421844895056e-08,1.59986861106004,0.658,0.261,0.0014033622945004
"STK40",3.84082834470997e-08,2.14502835500959,0.658,0.245,0.00140578158244729
"UBR5",3.85710123058083e-08,2.0488759099112,0.711,0.324,0.00141173762140489
"PLEKHM2",3.88563888560092e-08,1.43927510084065,0.711,0.303,0.00142218268851879
"SH3PXD2B",3.93442689331147e-08,2.04859176899431,0.684,0.293,0.00144003958722093
"PGS1",3.98543427384354e-08,2.23691740868494,0.526,0.16,0.00145870879856947
"NEAT1",3.99959588223792e-08,2.00769043148434,0.868,0.782,0.0014638920888579
"DOP1A",4.00222682629857e-08,2.87220571866053,0.526,0.149,0.00146485504069354
"NOTCH2NLC",4.00227956499455e-08,3.18870261925887,0.474,0.128,0.00146487434358365
"WIPF2",4.13257661751169e-08,2.18649615183291,0.605,0.207,0.00151256436777545
"SMARCC1",4.13723507835562e-08,1.07564087585255,0.763,0.314,0.00151426941102894
"SLC9A6",4.18255928278965e-08,2.36908495192023,0.447,0.101,0.00153085852309384
"RPS6KA2",4.18493141287902e-08,2.33344742051726,0.684,0.356,0.00153172674642785
"SLC25A40",4.21872225886956e-08,1.75241965579409,0.474,0.117,0.00154409453396885
"AL035446.2",4.24343366678342e-08,4.17031322580336,0.316,0.043,0.0015531391563794
"JAKMIP2-AS1",4.30872214218709e-08,6.03355876448357,0.211,0.011,0.0015770353912619
"CABLES1",4.31734828142835e-08,3.24199057724233,0.474,0.117,0.00158019264448559
"SLC8B1",4.3363879877726e-08,1.86972962345614,0.579,0.17,0.00158716136740465
"ATP6V0A1",4.36292582066954e-08,2.08193681085455,0.658,0.261,0.00159687447962326
"NUFIP2",4.36301241175639e-08,1.69305355982695,0.711,0.309,0.00159690617282696
"DOT1L",4.38935731603292e-08,3.25274185747148,0.447,0.101,0.00160654867124121
"PTBP2",4.41783169280331e-08,1.81845725217494,0.684,0.261,0.00161697057788294
"MCTP1",4.4253414325731e-08,3.10002045488222,0.579,0.213,0.00161971921773608
"PIK3C2A",4.47815635427897e-08,1.01557375741778,0.711,0.303,0.00163905000722964
"RAB7B",4.50085410952406e-08,2.28229278262877,0.395,0.074,0.0016473576126269
"TXK",4.50085410952406e-08,2.59013470409058,0.395,0.074,0.0016473576126269
"SAMHD1",4.51316353166305e-08,1.67382880886484,0.737,0.309,0.00165186298422399
"AMPH",4.51649493710539e-08,4.95288882132649,0.316,0.043,0.00165308231192995
"ARIH1",4.53242460475783e-08,1.39310802142182,0.763,0.346,0.00165891272958741
"UHRF2",4.53358215688786e-08,1.71040289167702,0.579,0.186,0.00165933640524253
"GSK3B",4.56449218134305e-08,1.51545973444362,0.737,0.33,0.00167064978329337
"IGF2R",4.57456567465422e-08,1.83987556713009,0.737,0.356,0.00167433678258019
"ZBTB7A",4.61056092339275e-08,1.77911594738844,0.658,0.261,0.00168751140357098
"CDC14A",4.62416421063531e-08,1.26577906558126,0.421,0.08,0.00169249034273463
"CLEC4E",4.65933866445297e-08,2.27714642037337,0.316,0.043,0.00170536454457643
"TFCP2L1",4.66675080094083e-08,1.52198358250971,0.447,0.096,0.00170807746065235
"SMG7",4.66846384176936e-08,1.47343645629697,0.684,0.287,0.001708704450726
"HRH2",4.67156614443101e-08,2.66841402371813,0.421,0.085,0.00170983992452319
"CLK4",4.67316364387042e-08,3.16035247431446,0.474,0.122,0.00171042462529301
"NCK2",4.75586248081984e-08,2.35001651397627,0.553,0.176,0.00174069322660487
"CGGBP1",4.75734097728798e-08,2.13577790771183,0.737,0.309,0.00174123437109717
"BCL2L1",4.76511012631137e-08,1.69968862264756,0.684,0.314,0.00174407795733122
"RAB4B",4.76535758481962e-08,1.47202150022293,0.632,0.234,0.00174416852961983
"AC010894.3",4.77029431595865e-08,2.26414619467487,0.553,0.154,0.00174597542258402
"UHRF1BP1",4.82649791090992e-08,2.30727453029486,0.579,0.176,0.00176654650037214
"IGSF6",4.83310508000661e-08,3.31683687156792,0.447,0.101,0.00176896479033322
"LYN",4.90978497082476e-08,1.66548700917299,0.737,0.314,0.00179703039717157
"PCGF3",4.92408734088123e-08,2.89879077223633,0.526,0.165,0.00180226520763594
"FEM1B",4.92831252521242e-08,1.64156968539444,0.579,0.181,0.001803811667353
"COP1",4.93463663927184e-08,1.90764782713787,0.711,0.335,0.00180612635633989
"AC006230.1",4.95828143407983e-08,2.76319065582452,0.316,0.043,0.00181478058768756
"APOC2",4.96106650577319e-08,-3.73985428950636,0.447,0.718,0.00181579995177805
"AC008771.1",4.97884247966149e-08,2.38672856505353,0.579,0.191,0.0018223061359809
"CRYBG1",4.99362486484524e-08,2.18922770656004,0.474,0.112,0.00182771663678201
"MOB1B",5.00648870480292e-08,2.60426940337745,0.526,0.17,0.00183242493084492
"STK38",5.01864726461038e-08,1.53663514045833,0.632,0.245,0.00183687508532005
"CLASP2",5.05593342367017e-08,1.4810134629927,0.684,0.282,0.00185052219239752
"ACAD9",5.06806504178965e-08,2.49207232908967,0.553,0.17,0.00185496248594543
"AC099489.1",5.12791744313163e-08,5.09144563943304,0.184,0.005,0.00187686906336061
"UQCRQ",5.13146181146053e-08,-2.24193149983544,0.658,0.771,0.00187816633761267
"AMBRA1",5.14755169502477e-08,1.86055496150757,0.684,0.282,0.00188405539589602
"ARHGEF10L",5.17348106131319e-08,1.77076181788331,0.553,0.17,0.00189354580325124
"SLC25A46",5.20950385733395e-08,1.42052599750669,0.632,0.245,0.0019067305068228
"FAM168A",5.2296814352731e-08,1.79232216629246,0.632,0.239,0.00191411570212431
"ARL6IP6",5.28102088388742e-08,2.0268855114186,0.553,0.17,0.00193290645371164
"ERC1",5.33451301643771e-08,1.64980584364179,0.763,0.367,0.00195248510914637
"ZMYM2",5.34283128016225e-08,1.6450323582701,0.711,0.303,0.00195552967685219
"KDM2B",5.35590542165761e-08,2.11831803113707,0.526,0.16,0.0019603149433809
"AC024084.1",5.37854245122225e-08,3.5598500675822,0.184,0.005,0.00196860032257186
"FES",5.39917472049387e-08,2.23176896109608,0.447,0.096,0.00197615193944796
"ZNF131",5.43734215661204e-08,0.977866851092453,0.632,0.234,0.00199012160274157
"KMT2D",5.4565387796989e-08,2.38945028181674,0.5,0.138,0.0019971477587576
"NSD2",5.56338821222938e-08,2.23574516518365,0.553,0.181,0.00203625571955808
"LRSAM1",5.57719914200135e-08,2.2892862737844,0.5,0.138,0.00204131065796391
"WDTC1",5.59297498430236e-08,2.83948002957935,0.474,0.133,0.00204708477400451
"NPIPB5",5.59297498430236e-08,2.27193888722728,0.474,0.133,0.00204708477400451
"CLN6",5.60068307260564e-08,2.06644996669715,0.553,0.176,0.00204990601140439
"ERVK13-1",5.6455102349487e-08,2.76486033481283,0.395,0.08,0.00206631320109358
"OSBPL11",5.66667036828515e-08,1.39196997909373,0.684,0.277,0.00207405802149605
"PLEKHA8",5.68455268564453e-08,2.05319952498417,0.526,0.154,0.00208060312847275
"SLC30A9",5.70434753691203e-08,0.983733983295569,0.684,0.266,0.00208784824198517
"PAPSS1",5.7047358074008e-08,1.60306098394226,0.658,0.266,0.00208799035286676
"RBPJ",5.7488819727533e-08,2.24647017111618,0.763,0.356,0.00210414829084744
"PTPRA",5.75719007757037e-08,1.59472496042246,0.763,0.346,0.00210718914029153
"AC023424.3",5.85768180291033e-08,3.69938739309656,0.447,0.106,0.00214397011668321
"AP000547.3",5.86204068012157e-08,2.06706779091513,0.368,0.064,0.00214556550933129
"SAP30",5.87733483110568e-08,1.82126085023859,0.711,0.298,0.00215116332153299
"GNA12",5.88220078879492e-08,1.66834015397793,0.711,0.309,0.00215294431070683
"PIK3CB",5.90049691938631e-08,1.89251942930897,0.684,0.271,0.00215964087746458
"WAS",5.95637756301845e-08,2.50104438221296,0.474,0.117,0.00218009375184038
"DTX2",5.9962950916045e-08,1.58775163998477,0.447,0.101,0.00219470396647816
"JAML",6.01400023328315e-08,2.74907142515313,0.263,0.027,0.00220118422538396
"RAB6A",6.01763575162561e-08,1.44961994434326,0.737,0.33,0.00220251486145249
"MAP2K1",6.03821164626013e-08,1.3603683973673,0.684,0.293,0.00221004584464767
"ARHGAP30",6.05636257093248e-08,0.985503698508552,0.553,0.149,0.002216689264587
"ARL8B",6.12466208450842e-08,1.59204056396426,0.763,0.378,0.00224168756955093
"SCAMP4",6.13109765749254e-08,0.821645222022306,0.605,0.213,0.00224404305361885
"KANTR",6.14093494978619e-08,2.45049675464164,0.447,0.106,0.00224764360097124
"LPIN1",6.15681777206642e-08,3.54021609433568,0.526,0.17,0.00225345687275403
"ATXN3",6.17787992053028e-08,1.91603624597783,0.632,0.223,0.00226116582971329
"SNX2",6.19888801836518e-08,1.92831881941565,0.684,0.314,0.00226885500360184
"GNS",6.22719383249584e-08,1.66910013430613,0.737,0.319,0.0022792152146318
"ORC5",6.23499028047535e-08,2.02899070624617,0.474,0.117,0.00228206879255678
"ARMH3",6.26355227578395e-08,1.82279011735295,0.605,0.218,0.00229252276845968
"RPL21",6.28285650255185e-08,-1.07524320123113,0.895,0.926,0.002299588308499
"STAT5A",6.2946628814823e-08,1.31982987144245,0.474,0.112,0.00230390956125133
"KHDRBS1",6.30807517740602e-08,1.64244731966539,0.711,0.309,0.00230881859568238
"ZNF611",6.43743917307419e-08,2.25450544004359,0.447,0.106,0.00235616711173688
"IST1",6.49531980191012e-08,1.28516295440339,0.684,0.282,0.00237735200069712
"ANKRD44",6.52748417543078e-08,2.4591080515912,0.579,0.202,0.00238912448304942
"ZCCHC2",6.55744252702994e-08,1.76378179559568,0.632,0.229,0.00240008953931823
"PLCL1",6.59014524661825e-08,4.20541171517963,0.395,0.08,0.00241205906171475
"ZMYM4",6.59714933332835e-08,0.916056993742476,0.684,0.293,0.00241462262749151
"CD37",6.60749535510108e-08,1.47348054160897,0.526,0.144,0.00241840937492055
"ZFX",6.65275997201161e-08,2.2670587069988,0.579,0.213,0.00243497667735597
"ZNF433-AS1",6.65616441422963e-08,1.92708708890676,0.579,0.202,0.00243622273725219
"ZDHHC2",6.69647432753097e-08,1.17206351951096,0.632,0.213,0.00245097656861961
"NME2",6.79080431196228e-08,-1.44115046760193,0.789,0.862,0.00248550228622132
"ABCB7",6.79537950761013e-08,1.43846802789505,0.605,0.202,0.00248717685358038
"MGA",6.82539973007157e-08,1.07889134208659,0.632,0.213,0.0024981645552035
"EPB41L3",6.82966340555564e-08,1.69879122495559,0.684,0.255,0.00249972510306742
"GK",6.85170487764621e-08,1.74499201923441,0.711,0.33,0.00250779250226729
"BANP",6.86282839571095e-08,1.98525342112326,0.553,0.176,0.00251186382111416
"CERS5",6.86553908738658e-08,2.11739304409811,0.553,0.186,0.00251285596137436
"CNIH3",6.87040364680711e-08,3.85682621148552,0.474,0.128,0.00251463643876787
"RNF149",6.88983189750042e-08,1.8361377796982,0.684,0.309,0.00252174737280413
"FOXK2",6.89540804286973e-08,2.161947632385,0.658,0.271,0.00252378829777075
"MTFR1",6.92093798419158e-08,2.73358060769427,0.579,0.202,0.00253313251159396
"AC008957.1",6.92261884590409e-08,3.96274432241634,0.263,0.027,0.00253374772378935
"NF1",6.92280020061424e-08,1.99083531193557,0.711,0.314,0.00253381410142682
"REV3L",6.93659458350471e-08,2.26115785724166,0.658,0.277,0.00253886298350856
"FMNL2",6.99079874782451e-08,2.18554316681007,0.737,0.346,0.00255870224969125
"RPL36A",6.99548567583017e-08,-1.81857046252226,0.658,0.798,0.0025604177122106
"CLCN7",7.01268803407086e-08,1.10435474316014,0.605,0.213,0.00256671394735028
"ADCY9",7.02610800780544e-08,2.17120404638406,0.421,0.096,0.00257162579193687
"LCOR",7.06319702226329e-08,1.30401819999815,0.763,0.33,0.00258520074211859
"NUP98",7.0909909516258e-08,1.71708002212682,0.658,0.266,0.00259537359820456
"CBR3-AS1",7.16017215081742e-08,4.53133042317176,0.342,0.059,0.00262069460892068
"NCEH1",7.22375938863278e-08,2.22210678897317,0.658,0.293,0.00264396817383348
"INPP4A",7.2863483325269e-08,2.39264624940435,0.605,0.213,0.00266687635318817
"CLIP2",7.3294539398796e-08,1.58963131877878,0.526,0.16,0.00268265343653533
"SLC16A10",7.42357553162971e-08,2.29042530677466,0.605,0.223,0.00271710288033179
"CEP350",7.43386066487903e-08,1.50524864617554,0.737,0.335,0.00272086734195238
"AHI1",7.49656658003346e-08,2.28051279242246,0.684,0.298,0.00274381833395805
"ALOX5",7.51690383921436e-08,1.62071365432013,0.579,0.17,0.00275126197419085
"MLXIP",7.5460500386624e-08,1.49369933965032,0.658,0.261,0.00276192977465083
"CKAP5",7.56526850798807e-08,1.50011699789442,0.605,0.223,0.00276896392660871
"SPECC1L",7.5773659953563e-08,1.2238460090163,0.737,0.314,0.00277339172796036
"STRN",7.59091714023533e-08,2.08475504757897,0.632,0.239,0.00277835158249754
"ANKFY1",7.71632630802464e-08,2.05914551415769,0.579,0.218,0.0028242525920001
"SLF2",7.73860845805817e-08,2.14096926513978,0.553,0.186,0.00283240808173387
"ATP9B",7.81477076527572e-08,1.62166333836988,0.711,0.314,0.00286028424779856
"SNX20",7.87485644125213e-08,1.84288714628499,0.316,0.043,0.00288227620606269
"SNX13",7.90447899835938e-08,1.24428160140563,0.658,0.239,0.00289311835818952
"CCNY",7.91845663839166e-08,1.7232867386362,0.684,0.303,0.00289823431421773
"SLC16A1-AS1",7.95510224628412e-08,2.68450008322578,0.5,0.133,0.00291164697316245
"DYM",7.97925088976519e-08,1.24990124424969,0.737,0.314,0.00292048561816296
"EHBP1L1",8.00507137543583e-08,2.02418544534514,0.579,0.191,0.00292993617412327
"FAM149B1",8.02958842874354e-08,3.59018742876121,0.474,0.128,0.00293890966080442
"ZNF438",8.044878223287e-08,2.00630831564597,0.658,0.266,0.00294450587850527
"SLC23A2",8.0463078215013e-08,1.60667842727508,0.658,0.25,0.00294502912574769
"AC092546.1",8.0530491799013e-08,3.88335552223114,0.316,0.048,0.00294749653033568
"DOCK4",8.05783233626375e-08,1.8205920207617,0.711,0.298,0.0029492472133959
"XIST",8.09061153969242e-08,3.01595677408108,0.395,0.08,0.00296124472964282
"DGLUCY",8.23117510531436e-08,1.95829546112734,0.553,0.176,0.00301269240029611
"APPBP2",8.27651633031973e-08,1.63535715972634,0.632,0.245,0.00302928774206032
"KMT2C",8.33908788253292e-08,1.6061672244045,0.763,0.394,0.00305218955588587
"DCAF1",8.37926174271609e-08,2.39469130607629,0.579,0.197,0.00306689359045152
"APC",8.46902648840593e-08,1.60802802050859,0.658,0.282,0.00309974838502146
"MAPK14",8.55230915803157e-08,1.49148963631086,0.658,0.271,0.00313023067493113
"JAKMIP2",8.72301132066876e-08,3.96723619295002,0.342,0.059,0.00319270937347797
"RNPEP",8.78171072128467e-08,1.80350912125538,0.711,0.277,0.0032141939410974
"DENND6A-AS1",8.8084147464003e-08,2.76350369825766,0.316,0.048,0.00322396788132997
"CDK13",8.81049474505492e-08,1.34725489857144,0.737,0.335,0.00322472918163755
"NUP210",8.81473862699997e-08,3.64901927842821,0.368,0.074,0.00322628248486826
"XRN1",8.86692673802682e-08,1.13671469961671,0.711,0.303,0.0032453838553852
"SPAST",8.9043469319321e-08,1.33026488940736,0.579,0.207,0.00325908002055647
"TET2",8.91599457553166e-08,1.57796487109015,0.658,0.229,0.00326334317459034
"PARP15",8.96002351712034e-08,2.70030878633777,0.395,0.08,0.00327945820750122
"TRAPPC8",8.96041736696414e-08,1.72557986522774,0.658,0.266,0.00327960236048255
"VRK2",8.98934691731785e-08,1.29635454434685,0.658,0.239,0.00329019086520751
"MFHAS1",9.16563240000221e-08,2.58036560417574,0.526,0.165,0.00335471311472481
"SLC49A4",9.19431865723512e-08,2.29315100652294,0.553,0.181,0.00336521257173462
"CLIP1",9.24357190281066e-08,1.02613034971117,0.816,0.394,0.00338323975214773
"KRT18",9.33809390767562e-08,-2.60857804683277,0.684,0.83,0.00341783575114835
"CLN8",9.43410645640744e-08,1.76982799889888,0.684,0.25,0.00345297730410969
"PLEKHO2",9.56162370991184e-08,1.07921819089772,0.553,0.165,0.00349964989406483
"TMOD3",9.67496182154033e-08,1.3023003961995,0.763,0.356,0.00354113277630197
"SH3BGRL",9.69094118373088e-08,1.83559377420193,0.816,0.447,0.00354698138265734
"ST3GAL1",9.78814343169207e-08,1.85400639786471,0.711,0.335,0.00358255837743361
"AC104958.1",9.79049526625898e-08,4.84535298310292,0.289,0.037,0.00358341917240345
"MAGT1",9.83136492657642e-08,2.0926435994446,0.684,0.287,0.00359837787677623
"BCL2A1",9.87026205897645e-08,2.48751806344957,0.5,0.144,0.00361261461620597
"ZNF274",9.94820123942679e-08,1.74311778762149,0.526,0.165,0.0036411411356426
"USP49",1.00488917831362e-07,3.59147226475798,0.368,0.074,0.0036779948815457
"LAIR1",1.00697666452156e-07,0.840742243450409,0.658,0.202,0.00368563528981537
"IGFBP7",1.00881054035937e-07,-4.68981100710614,0.447,0.702,0.00369234745876935
"LEMD3",1.02076628907868e-07,1.30152103044876,0.526,0.16,0.00373610669465689
"GSDME",1.02142910423033e-07,2.25842631111563,0.553,0.186,0.00373853266439341
"HMGA1P4",1.0315050180921e-07,2.42516329002199,0.368,0.074,0.0037754115167189
