"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GALNT6",1.03211110753899e-07,0.703585273910669,0.447,0.096,0.00377762986470347
"NPTN",1.03755671578814e-07,1.50828777771064,0.763,0.335,0.00379756133545619
"PPFIA1",1.03802945638795e-07,1.61538074840329,0.737,0.367,0.00379929161332555
"INO80D",1.05645029631271e-07,1.73809612883889,0.658,0.25,0.00386671372953415
"ZNF148",1.06388068292902e-07,1.91828340990947,0.684,0.303,0.00389390968758851
"RNF144B",1.06445731321817e-07,1.58008965742511,0.632,0.223,0.00389602021210984
"DHX9",1.08133242581442e-07,1.55463168218648,0.684,0.298,0.00395778481172337
"CD74",1.08133242581442e-07,3.0623914653609,0.684,0.298,0.00395778481172337
"AC018362.1",1.08688224174018e-07,2.15514740709203,0.447,0.112,0.00397809769299324
"IQGAP2",1.08694369369414e-07,1.7098876885817,0.711,0.324,0.00397832261328991
"N4BP1",1.09075863007449e-07,1.16781021440134,0.658,0.266,0.00399228566193563
"LINC00685",1.09814319073698e-07,3.40526004267484,0.368,0.069,0.0040193138924164
"RNF138",1.10829032592527e-07,1.30174534806326,0.526,0.16,0.00405645342191909
"AC090825.1",1.11551069813206e-07,3.38396731312319,0.368,0.074,0.00408288070623315
"TANGO6",1.12030101517542e-07,2.81937920003126,0.526,0.176,0.00410041374564356
"MFSD13A",1.12122871344619e-07,0.965405288940355,0.5,0.144,0.0041038092140844
"PDE7A",1.12720312020676e-07,2.48875170537323,0.553,0.186,0.00412567614026876
"PSPC1",1.13986754032415e-07,2.31106831726401,0.605,0.25,0.00417202918434041
"RNF217",1.14959451946848e-07,2.74429083209449,0.553,0.186,0.00420763090070658
"GRB2",1.15161356957073e-07,1.72086223622343,0.789,0.42,0.00421502082598584
"EWSR1",1.15346635296935e-07,1.61555449229959,0.737,0.319,0.00422180219850312
"ATAD5",1.15406178312636e-07,3.21428366873103,0.342,0.059,0.00422398153242081
"P2RX4",1.15725558878393e-07,1.8699430589991,0.605,0.229,0.00423567118050806
"INPP5D",1.16218595062176e-07,1.58152951515846,0.447,0.101,0.0042537167978707
"HIPK1",1.16502064726305e-07,1.35288024068031,0.605,0.223,0.00426409207104749
"TRRAP",1.16972914763447e-07,1.88280377322363,0.605,0.218,0.00428132565325691
"ARID1B",1.18483542018737e-07,1.63536971526612,0.763,0.383,0.00433661612142779
"PHF7",1.1849292641267e-07,2.15022073142036,0.289,0.037,0.00433695959963014
"C5orf66",1.18546780830917e-07,4.94935081062304,0.316,0.048,0.0043389307251924
"TTC7A",1.18649114334066e-07,2.18062108248026,0.579,0.207,0.00434267623374116
"GSAP",1.19175308277377e-07,1.65833565239704,0.605,0.207,0.00436193545826027
"RPL22",1.19888754110345e-07,-1.14287073903379,0.816,0.862,0.00438804828919274
"GAS7",1.19906985191613e-07,2.53141875716519,0.684,0.309,0.00438871556499822
"PRKD3",1.20096862906514e-07,1.14246482313715,0.605,0.229,0.0043956652792413
"AC026202.2",1.20762518297449e-07,3.66232004525334,0.474,0.133,0.00442002893220491
"SERPINA1",1.21443197393914e-07,-2.63814330237822,0.895,0.894,0.00444494246781466
"ZFR",1.21779578281257e-07,1.32952072798267,0.737,0.346,0.00445725434467228
"ZFP14",1.22054191339212e-07,1.74380632153915,0.368,0.064,0.00446730545720648
"TSNARE1",1.22069709561551e-07,3.22488350109518,0.368,0.069,0.00446787343966234
"ZMIZ1",1.22243053078436e-07,1.51707217704731,0.737,0.324,0.00447421798572384
"SLCO4A1",1.22308751769628e-07,2.95954279275672,0.289,0.037,0.00447662262352014
"EVI2B",1.22607439123628e-07,1.09017104704235,0.632,0.202,0.00448755487936391
"HLA-DRB1",1.23078731708776e-07,2.90040235450444,0.632,0.234,0.0045048046592729
"IL4R",1.23441673743935e-07,0.910666911679657,0.579,0.197,0.00451808870070175
"GPR107",1.26279812697597e-07,2.15115201894799,0.579,0.218,0.00462196742454475
"PKNOX1",1.26775160416872e-07,1.52115189699773,0.5,0.154,0.00464009764641794
"PHF2",1.27680029400572e-07,1.99290760410543,0.447,0.117,0.00467321675609033
"ZNF292",1.28598671378189e-07,1.69392231386063,0.711,0.298,0.00470683997111311
"SECISBP2L",1.29299485896695e-07,2.13066947616437,0.632,0.239,0.00473249048330494
"UBL3",1.29853100136723e-07,1.24811222708164,0.737,0.319,0.00475275331810418
"LMBRD2",1.3213552978828e-07,2.93187826444748,0.421,0.106,0.00483629252578084
"CHM",1.32146571487993e-07,0.153702575595559,0.684,0.266,0.00483669666303205
"FAM91A1",1.32247573989517e-07,1.15368863017393,0.684,0.287,0.00484039345559032
"CALCOCO1",1.32788957564948e-07,2.00597377262135,0.5,0.144,0.00486020863583468
"ZNF638",1.32889559633582e-07,1.66451977913567,0.684,0.309,0.00486389077214873
"QSER1",1.32986988529773e-07,1.73866738460711,0.553,0.176,0.00486745676717821
"WIPF1",1.34483012163023e-07,1.55551096802794,0.737,0.34,0.0049222127281788
"CCDC88C",1.34483185187995e-07,1.15404844564534,0.289,0.037,0.00492221906106582
"CAMK2D",1.34732429364688e-07,2.07097771824425,0.684,0.314,0.00493134164717693
"FOXN2",1.35368599753162e-07,1.75187473622703,0.684,0.298,0.00495462611956549
"PLXDC2",1.35438512810336e-07,2.30650876982273,0.711,0.383,0.0049571850073711
"CTC1",1.36346237221768e-07,1.49155592210173,0.342,0.059,0.00499040862855394
"GPBP1L1",1.36393478239582e-07,1.76343942552434,0.658,0.261,0.00499213769704695
"PRRC2B",1.37718731111572e-07,1.38639190714022,0.684,0.298,0.00504064327741464
"ZNF525",1.37737776181828e-07,3.89781606757354,0.237,0.021,0.0050413403460311
"TTL",1.38397493544534e-07,0.454270115423221,0.605,0.218,0.0050654866612235
"ZFYVE1",1.38439961536145e-07,1.85846633210724,0.5,0.149,0.00506704103218443
"DMTF1",1.38537304083272e-07,1.95988110159241,0.579,0.202,0.00507060386675182
"NLRP12",1.38606500097091e-07,2.26079917666144,0.263,0.027,0.00507313651005363
"ZNF207",1.39038380670622e-07,1.39105497447132,0.737,0.34,0.00508894377092543
"RAD51B",1.39056397289884e-07,2.54146599752222,0.632,0.239,0.00508960319720706
"SIRPA",1.41057111242443e-07,1.56465156955401,0.711,0.314,0.00516283132858466
"SNHG29",1.41953867725141e-07,-2.68042267045121,0.579,0.739,0.0051956535126079
"PLD1",1.42611299767428e-07,2.04695187796226,0.553,0.186,0.00521971618278763
"LINC01050",1.42885631296303e-07,4.75035415276795,0.237,0.021,0.00522975699107597
"RESF1",1.43506686801108e-07,1.53046412985575,0.579,0.191,0.00525248824360737
"USP54",1.43674051367707e-07,2.71433410454252,0.421,0.101,0.00525861395410946
"GPHN",1.45008349927909e-07,1.68749006642176,0.684,0.298,0.00530745061571141
"EP300",1.45584372322101e-07,1.24365431259054,0.658,0.271,0.00532853361136123
"ATM",1.46427424431122e-07,1.1995024122075,0.658,0.261,0.00535939016160349
"ANKRD12",1.47439484662289e-07,1.50993000648723,0.789,0.41,0.00539643257812445
"AC084871.1",1.48150466837852e-07,3.23343952882435,0.342,0.059,0.00542245523673221
"ADAM17",1.48413019416093e-07,1.52514356294622,0.737,0.309,0.00543206492364842
"UBR1",1.4857060021612e-07,1.00011699282443,0.684,0.271,0.00543783253851019
"TRPC4AP",1.50560827807829e-07,0.93616932273169,0.763,0.351,0.00551067685859436
"ZNF143",1.52126044029246e-07,2.73481694637303,0.5,0.165,0.00556796533751444
"SPECC1",1.54232579646006e-07,1.66163106608508,0.553,0.17,0.00564506664762345
"IKZF1",1.54334679610876e-07,1.10597254439949,0.526,0.149,0.00564880360843768
"GNB4",1.54547753140091e-07,1.3703717135059,0.684,0.287,0.00565660231268048
"PPP2R5A",1.55039213816714e-07,1.07918200191398,0.632,0.239,0.00567459026490554
"SASH3",1.56151693526815e-07,1.88262761927278,0.395,0.08,0.00571530813477494
"ABCC1",1.56177808469085e-07,1.21537565994024,0.658,0.271,0.00571626396777698
"SLC29A1",1.56315038281363e-07,2.58650789142782,0.447,0.117,0.00572128671613618
"MALT1",1.56472559032114e-07,1.57306390875522,0.684,0.234,0.00572705213313439
"BTBD1",1.56646837625617e-07,1.32009210897522,0.658,0.282,0.00573343090393522
"ITSN2",1.5799460179593e-07,1.743155092569,0.684,0.298,0.00578276042033283
"S100PBP",1.59895472249296e-07,1.64052707520806,0.526,0.17,0.00585233417979649
"NAPEPLD",1.60331465918673e-07,1.00844662639818,0.368,0.074,0.00586829198408935
"LILRA2",1.60940293940264e-07,2.30448399917277,0.342,0.059,0.00589057569850759
"KIAA0319L",1.61416690834629e-07,0.663245765081665,0.658,0.255,0.00590801230123825
"TCF20",1.63299502503581e-07,1.06999014505511,0.553,0.191,0.00597692509113357
"CLIP4",1.63891233403542e-07,1.91273197131696,0.632,0.271,0.00599858303380302
"PPP2R5E",1.64105935477275e-07,1.54831647219763,0.763,0.356,0.00600644134440375
"FAM172A",1.65185698235818e-07,1.64214947148803,0.711,0.309,0.00604596174112917
"RNF4",1.65502358311656e-07,1.67235893011763,0.632,0.229,0.00605755181656492
"MRPS6",1.66229833956261e-07,1.91295373048663,0.684,0.303,0.00608417815263309
"WASHC5",1.66229964285814e-07,0.852286135294495,0.632,0.25,0.00608418292282507
"SHPRH",1.67192450040209e-07,1.31543924814087,0.605,0.213,0.00611941086392169
"KCP",1.67305982911907e-07,2.2342795360274,0.368,0.069,0.00612356628055872
"CREBL2",1.68209632575329e-07,1.75288915576074,0.579,0.223,0.0061566407618896
"CBX1",1.69754362019452e-07,1.94612749986962,0.658,0.266,0.00621317940427395
"FBXO28",1.7093678568915e-07,2.67178966683184,0.553,0.202,0.0062564572930086
"NRP2",1.71390728220492e-07,1.81217007415594,0.684,0.287,0.00627307204359822
"PDP1",1.71918634461856e-07,1.6259818087686,0.553,0.176,0.00629239393993839
"STX18",1.72761470237495e-07,1.44436824864905,0.658,0.266,0.00632324257216255
"RC3H2",1.72791890702633e-07,1.18152468109485,0.605,0.245,0.00632435599160709
"RFX3",1.7325849553701e-07,1.93458779708485,0.579,0.207,0.0063414341951501
"SOS2",1.74365206843528e-07,1.37670209179991,0.684,0.287,0.00638194093567998
"GAPVD1",1.74735399778285e-07,1.08571336703173,0.658,0.261,0.00639549036728501
"MAP2K5",1.76547863744814e-07,1.9867820234797,0.579,0.207,0.00646182836092395
"NOD2",1.77909664718709e-07,3.43768194051794,0.237,0.021,0.00651167163836948
"LINC01010",1.78457857719431e-07,2.82478392916975,0.289,0.037,0.00653173605038891
"ZCCHC14",1.78811449426636e-07,1.44366831868217,0.553,0.176,0.00654467786046429
"RCOR3",1.80831824812526e-07,1.25156973090193,0.658,0.25,0.00661862561996325
"RNASEH2B",1.81143363153808e-07,1.35662819789019,0.684,0.298,0.00663002823479253
"ULK2",1.83300463335911e-07,0.88482090652022,0.447,0.112,0.00670898025855769
"STX6",1.83366423533985e-07,1.34537073432969,0.605,0.229,0.00671139446776738
"RAP2B",1.84607317843245e-07,1.61333490900932,0.605,0.234,0.00675681244038062
"SSH2",1.84759968609217e-07,2.07296236571822,0.684,0.33,0.00676239961106596
"CA5B",1.8927244124051e-07,2.16912307443198,0.5,0.16,0.00692756062184392
"TAOK1",1.89418654194084e-07,1.49410713248832,0.737,0.356,0.00693291216215767
"MTMR12",1.89645318389107e-07,2.34419500325471,0.5,0.144,0.0069412082983597
"LIN54",1.90596349834344e-07,2.34059631149615,0.553,0.181,0.00697601700028682
"AC053513.1",1.90606266652094e-07,1.99688964831601,0.368,0.069,0.00697637996573328
"CEP162",1.91742084271525e-07,2.01527169362198,0.447,0.112,0.0070179520264221
"MYO15B",1.91742084271525e-07,1.52529398460348,0.447,0.112,0.0070179520264221
"MYSM1",1.91936100812837e-07,1.47833940105136,0.605,0.223,0.00702505322585063
"TANC2",1.9316014434588e-07,1.80662247891032,0.684,0.309,0.00706985444320356
"ZNF592",1.93921336449299e-07,1.39409938927765,0.579,0.207,0.00709771483538079
"DLEU1",1.93982214636637e-07,2.5956427958279,0.579,0.218,0.00709994303791554
"SEPTIN9",1.95776737368487e-07,1.81671164462655,0.763,0.383,0.00716562436442399
"TOM1L2",1.96911559545899e-07,2.37190028012001,0.553,0.197,0.00720715999093946
"PUDP",1.97124620347324e-07,0.862717150268514,0.526,0.154,0.00721495822933241
"UCP2",1.97232619093349e-07,2.01225554772427,0.553,0.176,0.00721891109143566
"MSI2",1.97232619093349e-07,1.09991586652647,0.553,0.176,0.00721891109143566
"NACA",1.97742419793237e-07,-1.09620590163186,0.789,0.899,0.00723757030685227
"MAPK1",1.98925595215169e-07,0.903363985022973,0.763,0.351,0.00728087571047041
"PI4K2A",1.99102213096657e-07,1.34249386389785,0.605,0.223,0.00728734010155076
"CREBBP",1.99270038207291e-07,1.63163221394601,0.605,0.239,0.00729348266842505
"ST18",1.99541237865038e-07,2.66465303819238,0.5,0.154,0.00730340884709826
"APH1B",1.99576160059358e-07,1.71201663143672,0.632,0.261,0.00730468703433255
"ARNT",2.01803614639574e-07,2.3624103313622,0.553,0.191,0.00738621409942304
"C8orf37-AS1",2.02197581798745e-07,3.34138105219254,0.289,0.037,0.00740063369141587
"NNT",2.02895999336052e-07,1.40499758318958,0.658,0.229,0.00742619647169885
"SNX8",2.02947591866904e-07,1.57368014673492,0.658,0.271,0.00742808480992055
"ZMYND11",2.03236884665683e-07,2.09366560042403,0.684,0.271,0.00743867321564866
"STAT5B",2.03458312145117e-07,2.40844062408853,0.526,0.176,0.00744677768282342
"PPARG",2.05878381791746e-07,2.46607735400061,0.605,0.255,0.0075353546519597
"IQGAP1",2.06335655101959e-07,1.45150645198291,0.789,0.436,0.00755209131238679
"C9orf72",2.07871710442106e-07,1.59476283965171,0.5,0.154,0.00760831247389151
"PLEKHM1",2.07975739632595e-07,1.21559940059999,0.605,0.218,0.00761212004629261
"RBM6",2.09625930819364e-07,1.36101041173441,0.737,0.351,0.00767251869391955
"PHF20",2.09626223309635e-07,1.1221950315887,0.711,0.319,0.00767252939935596
"COG5",2.1024918667165e-07,1.70785912303142,0.658,0.282,0.00769533048136908
"FBXL5",2.10394332757433e-07,0.986761731889144,0.684,0.271,0.00770064297325482
"DSTYK",2.13784345163313e-07,1.05349337286118,0.526,0.154,0.00782472081732243
"NUP58",2.14063805753113e-07,1.49992741515846,0.658,0.277,0.0078349493543697
"ZBTB44",2.14218205785787e-07,2.28664655110926,0.605,0.223,0.00784060054996557
"KLC1",2.14408709013518e-07,0.86049412436749,0.711,0.298,0.00784757315860376
"WDFY3",2.16297226597808e-07,2.10805900578496,0.684,0.314,0.00791669479070637
"MED1",2.16582358397072e-07,1.43211096836748,0.553,0.197,0.00792713089969122
"CREBRF",2.17136397620884e-07,1.1813018457156,0.632,0.25,0.00794740928932197
"TRAF3",2.17547361238481e-07,1.72325543277079,0.658,0.271,0.00796245096868965
"KATNBL1",2.18060970943506e-07,1.58784574801178,0.684,0.303,0.00798124959750328
"SLC15A3",2.18355532379006e-07,1.29562838174275,0.579,0.176,0.00799203084060401
"TDRD7",2.18358329772326e-07,1.85569553519316,0.447,0.117,0.00799213322799691
"ADAM8",2.19165673437494e-07,2.50125381954661,0.316,0.048,0.00802168281348571
"PCYT1A",2.19746089940165e-07,1.14261068560915,0.711,0.282,0.00804292663789999
"ELF4",2.23249352053563e-07,2.05908535033499,0.447,0.117,0.00817114953451245
"MXD1",2.23612654090972e-07,1.57693836088838,0.658,0.25,0.00818444675238365
"QKI",2.24002702489192e-07,1.66209641302328,0.763,0.452,0.00819872291380691
"AOAH",2.24349337576207e-07,2.98462394945808,0.447,0.112,0.00821141010462675
"DDX60L",2.26363914470097e-07,2.15800385327465,0.553,0.191,0.00828514563352002
"BMPR2",2.27471605058532e-07,1.58924029132001,0.711,0.324,0.00832568821674733
"DCUN1D1",2.29714003204972e-07,1.03256454037625,0.658,0.255,0.00840776223130518
"FOXN3",2.30295542267791e-07,1.7608366268813,0.737,0.356,0.00842904714254342
"AHDC1",2.30392887074479e-07,1.9915297056008,0.342,0.064,0.008432610059813
"GPR183",2.30580473075104e-07,1.70479274044855,0.553,0.176,0.0084394758950219
"MAPK8IP3",2.37137237614615e-07,2.19332358584609,0.5,0.165,0.00867946003393254
"PRDM2",2.37414255740069e-07,0.758883584632928,0.684,0.271,0.00868959917434228
"RHOQ",2.3842385551634e-07,1.57482588846283,0.763,0.394,0.00872655153575355
"LARP4",2.39061732288675e-07,1.24206189121858,0.711,0.324,0.00874989846349781
"MAML2",2.40510954179733e-07,2.61203924617831,0.684,0.372,0.00880294143393242
"SLC38A9",2.41547470345549e-07,2.22617570662582,0.526,0.165,0.00884087896211743
"CASP8AP2",2.41547470345549e-07,2.01467475940157,0.526,0.165,0.00884087896211743
"KAT6B",2.4211266932778e-07,1.98544275981864,0.632,0.261,0.00886156581006607
"RHOT1",2.42163069838382e-07,1.61200562481755,0.605,0.234,0.00886341051915462
"BABAM2",2.4318770462565e-07,1.96366282346641,0.711,0.309,0.00890091317700342
"IRF8",2.43278085929711e-07,2.1866003911807,0.5,0.144,0.00890422122311335
"ZC3H12C",2.44635565736617e-07,1.79798353394139,0.632,0.245,0.00895390634152594
"RBP4",2.46084791033624e-07,-3.85239822105586,0.184,0.606,0.00900694943662168
"THADA",2.46562458412086e-07,1.76663962104551,0.605,0.234,0.00902443254034074
"GATAD2A",2.48302636057985e-07,1.23347635293571,0.711,0.33,0.00908812478235832
"FAM49B",2.50050430006589e-07,1.80503748014793,0.737,0.399,0.00915209578867117
"MT1M",2.50378693538244e-07,-5.34020583021381,0.158,0.569,0.00916411056219328
"HIP1",2.53466633215649e-07,1.63840777941148,0.632,0.245,0.00927713224232596
"ARHGAP17",2.54750538035576e-07,1.6607865781509,0.553,0.186,0.00932412444264013
"INPP5F",2.54825931896242e-07,1.90931896810456,0.5,0.154,0.00932688393333437
"HMBOX1",2.55594023953162e-07,1.62909131411903,0.605,0.234,0.00935499687070966
"SCAF4",2.56391761102949e-07,2.19718063241812,0.5,0.16,0.00938419484812904
"LINC00106",2.57509688606071e-07,3.77173835795343,0.289,0.043,0.0094251121126708
"RALGAPA1",2.5834577802083e-07,1.60987219152365,0.658,0.282,0.00945571382134039
"SUSD6",2.61352143344537e-07,1.26520542218887,0.658,0.261,0.00956574979855338
"ZSWIM8",2.62070807913649e-07,2.37160148075875,0.5,0.165,0.00959205364044747
"MTF1",2.68108502787328e-07,1.95527939363312,0.5,0.149,0.00981303931051899
"SAFB",2.68782990636375e-07,1.11821263066597,0.684,0.314,0.00983772624028196
"LRP8",2.70380428858513e-07,3.31543757994193,0.342,0.064,0.00989619407665043
"JMJD1C",2.70881279644968e-07,1.66123560658676,0.789,0.452,0.00991452571628545
"JPX",2.71987721667566e-07,1.99698757544533,0.684,0.298,0.00995502260075458
"LMBRD1",2.74270105249798e-07,1.59892666395112,0.684,0.277,0.0100385601222479
"RPSA",2.76313084801441e-07,-1.51203668145887,0.763,0.83,0.0101133352168175
"SIMC1",2.76345518808061e-07,1.96904307445569,0.5,0.154,0.0101145223338938
"TPT1-AS1",2.79093820245713e-07,2.09682516376406,0.553,0.191,0.0102151129148134
"IP6K1",2.79979362951271e-07,1.44066746641499,0.553,0.176,0.0102475246633795
"ATG16L2",2.84538456555935e-07,2.77737885882546,0.447,0.117,0.0104143920484038
"NOTCH2",2.86220726541985e-07,1.76759959795037,0.658,0.282,0.0104759648121632
"WDR11",2.89407657524533e-07,0.766677425089386,0.658,0.239,0.0105926096730554
"FBXL3",2.89413771365357e-07,2.83215970831038,0.526,0.176,0.0105928334457434
"KLHL22",2.89679305312294e-07,1.32935186795441,0.474,0.138,0.0106025522537353
"MBTD1",2.91208356353888e-07,1.54571873077384,0.553,0.186,0.0106585170509086
"CHST15",2.92057889647929e-07,2.9808494618183,0.553,0.213,0.0106896108190039
"UBA52",2.92148231293675e-07,-1.06790363456039,0.789,0.894,0.0106929174135798
"CDK8",2.9692406814571e-07,2.893980351272,0.553,0.207,0.0108677178182011
"SPG11",3.00863240074887e-07,2.06327929701175,0.605,0.239,0.0110118954499809
"CNTRL",3.00892339393772e-07,1.89043986054009,0.553,0.17,0.0110129605141514
"SNX24",3.01871902625939e-07,1.70183259722036,0.711,0.319,0.011048813508012
"TECPR2",3.03029168565084e-07,2.17702219870246,0.474,0.133,0.0110911705986506
"ADCY3",3.03894035547973e-07,2.65779969623034,0.447,0.117,0.0111228255950914
"ZNF586",3.05877319284266e-07,0.462189401230251,0.5,0.138,0.0111954157631234
"C12orf49",3.06394509510875e-07,1.42456845360301,0.658,0.282,0.0112143454426076
"IGF1R",3.08010898625098e-07,2.54962735849371,0.579,0.223,0.0112735069005772
"LINC00937",3.09107789872786e-07,4.36679537255847,0.211,0.016,0.0113136542171338
"MGRN1",3.12504366267742e-07,2.41527011747413,0.553,0.202,0.0114379723097656
"MGAT4A",3.12846031213617e-07,1.6118171560047,0.605,0.213,0.0114504775884496
"VOPP1",3.12977197663352e-07,1.34279863845634,0.763,0.351,0.0114552784116763
"HLA-DMB",3.13236650087693e-07,2.12026123252661,0.447,0.112,0.0114647746298596
"SLC25A13",3.15429191801268e-07,1.60861153248801,0.737,0.346,0.0115450238491182
"MYCBP2",3.15429191801268e-07,1.425627796774,0.737,0.346,0.0115450238491182
"SUZ12",3.16989559920923e-07,1.27506426709006,0.658,0.282,0.0116021348826657
"NIN",3.17364721037194e-07,1.04283576554084,0.658,0.266,0.0116158661546824
"ZRANB1",3.19339772301971e-07,1.87375489460796,0.605,0.223,0.0116881550060244
"CHD1",3.1995698652452e-07,1.47954462254217,0.658,0.255,0.0117107456637839
"AC023051.1",3.21286878096035e-07,5.93434971548059,0.211,0.016,0.011759421025193
"NUP50",3.2278225551072e-07,1.43168242125882,0.579,0.202,0.0118141533339479
"VPS50",3.24457604860546e-07,1.30447660023935,0.579,0.218,0.0118754727955009
"NIPBL",3.2841181006421e-07,1.30252031007335,0.737,0.378,0.0120202006601602
"CYB5R4",3.28451754826067e-07,1.50414172353522,0.632,0.239,0.0120216626783889
"ATG4C",3.28634833122956e-07,1.76638943955193,0.5,0.149,0.0120283635271333
"ALPK1",3.32061958302126e-07,1.54643757317717,0.526,0.17,0.0121537997358161
"FGD6",3.33423482010538e-07,2.86634855869945,0.526,0.186,0.0122036328650677
"TMEM131",3.3347070725162e-07,1.55801436157729,0.684,0.314,0.0122053613561166
"LNPEP",3.34960493028105e-07,1.09285610652777,0.579,0.202,0.0122598890053217
"XPO7",3.36692044638841e-07,1.29056993832514,0.553,0.202,0.0123232655258262
"RNF146",3.39051582188364e-07,1.77537236404225,0.553,0.186,0.0124096269596763
"VPS35L",3.41190450314759e-07,1.28450285339574,0.684,0.309,0.0124879116719705
"SNX10",3.41914504290761e-07,1.73827840743821,0.737,0.346,0.0125144127715461
"SP110",3.45264237925982e-07,1.93091546625207,0.526,0.17,0.0126370163723289
"LRBA",3.45816111141424e-07,1.11888487248483,0.658,0.266,0.0126572154838872
"UNK",3.46104236803247e-07,1.70783553305225,0.5,0.165,0.0126677611712357
"NUTM2A-AS1",3.46225588172106e-07,1.13435063665936,0.658,0.271,0.0126722027526872
"AC012414.5",3.47049888072528e-07,4.14414027820186,0.211,0.016,0.0127023729533426
"UEVLD",3.47056851700044e-07,2.55266466005453,0.553,0.197,0.0127026278290733
"LRRK1",3.51466358315141e-07,2.17080055685823,0.526,0.165,0.0128640201806925
"AC007780.1",3.52560509867177e-07,2.38204511651895,0.368,0.074,0.0129040672216485
"COL1A2",3.53681995637283e-07,-3.11190863226695,0.5,0.729,0.0129451147223202
"EFCAB14",3.55288667532773e-07,1.43994474608587,0.658,0.287,0.013003920520367
"GPATCH2L",3.55490872956682e-07,1.35726682371058,0.632,0.255,0.0130113214410875
"BAZ2B",3.55764950394349e-07,1.50971310836951,0.711,0.319,0.0130213529493836
"SLC41A2",3.5600873227357e-07,1.50686583244525,0.579,0.197,0.0130302756099449
"GDAP2",3.58972493856572e-07,1.42957592045118,0.526,0.17,0.0131387522476444
"ELMSAN1",3.60280033045051e-07,1.89796676544842,0.553,0.197,0.0131866094894819
"XPO1",3.60542454500376e-07,1.5982034689404,0.711,0.324,0.0131962143771683
"DENND3",3.60558967179421e-07,2.38073011230161,0.395,0.09,0.013196818757734
"STAG1",3.62272131768391e-07,2.02725953551343,0.763,0.362,0.0132595222948549
"RC3H1",3.63017682831305e-07,1.7320912316728,0.658,0.282,0.0132868102093086
"MT1X",3.65978405864589e-07,-3.10446602365839,0.553,0.729,0.0133951756330498
"GGNBP2",3.67605996883271e-07,1.23615270613677,0.711,0.319,0.0134547470919246
"CCAR1",3.71522870669925e-07,1.52776271652039,0.737,0.33,0.0135981085893899
"ABHD6",3.71884259107376e-07,1.54731037524691,0.474,0.138,0.0136113357675891
"SFT2D2",3.73841992087189e-07,1.61349342735281,0.658,0.255,0.0136829907523832
"QRICH1",3.74215425295227e-07,1.05900596336608,0.579,0.202,0.0136966587812306
"AC012615.1",3.74801480206666e-07,1.71241734367378,0.211,0.016,0.0137181089770442
"GPAT4",3.77463841665264e-07,1.58778148923341,0.553,0.191,0.0138155540687903
"TRAF5",3.78015180256392e-07,2.86050843227342,0.395,0.09,0.0138357336125642
"NBR2",3.78015180256392e-07,1.44454363743543,0.395,0.09,0.0138357336125642
"DPEP2",3.8007789546688e-07,2.87872271444995,0.289,0.043,0.0139112310519833
"GATAD2B",3.83053513499799e-07,1.72430618860852,0.658,0.277,0.0140201416476061
"PPARGC1B",3.83658204443061e-07,3.14751421367121,0.421,0.112,0.0140422739408205
"SRCAP",3.87613303001915e-07,1.10811696367738,0.526,0.165,0.0141870345031731
"WDFY2",3.87665444461129e-07,1.75732141879885,0.632,0.255,0.0141889429327218
"ST3GAL5",3.87982055066693e-07,1.59136264519543,0.526,0.17,0.014200531197496
"SLCO4C1",3.88147150969251e-07,1.95838339055226,0.263,0.032,0.0142065738726256
"EPC2",3.91676645527425e-07,1.21533581615159,0.684,0.277,0.0143357569029493
"MARCH8",3.94227973834644e-07,3.93799343575479,0.5,0.149,0.0144291380703218
"FBXW4",3.94477833385896e-07,2.33912087783848,0.526,0.176,0.0144382831797572
"MTM1",3.97920714048295e-07,1.89128777786809,0.5,0.16,0.0145642960548816
"IQCB1",3.9817744903143e-07,3.14379022947441,0.526,0.191,0.0145736928119994
"AC009303.2",3.99006053222026e-07,3.96942796019042,0.316,0.053,0.0146040205539794
"MAN1A1",4.06122596491289e-07,1.96187534434615,0.684,0.298,0.0148644931541777
"ATAD2B",4.0645441779318e-07,1.70470300214055,0.605,0.239,0.0148766381456482
"GATAD1",4.06576687014346e-07,0.719446224072606,0.579,0.207,0.0148811133214121
"DISP1",4.073021797789e-07,2.45333568735319,0.526,0.181,0.0149076670820875
"GABPB2",4.14124029259813e-07,1.75522926260895,0.421,0.106,0.0151573535949384
"C2CD5",4.17378024048182e-07,1.15531682425593,0.579,0.181,0.0152764530581875
"TYW1B",4.1924657601415e-07,3.21064171254733,0.421,0.112,0.0153448439286939
"KIDINS220",4.20876425065628e-07,0.878725063468855,0.684,0.287,0.0154044980338271
"USP3-AS1",4.21018562038614e-07,2.12816249439869,0.474,0.138,0.0154097003891753
"DENND4B",4.21406355442282e-07,2.60029949503003,0.5,0.154,0.015423894015543
"CHKA",4.21706703447585e-07,0.745835708647703,0.658,0.255,0.015434887052885
"GOLGA4",4.24977514846998e-07,1.20972098900914,0.842,0.473,0.015554602020915
"TMEM117",4.27473133473879e-07,2.38872472735241,0.605,0.245,0.0156459441582775
"ZSWIM6",4.27888210074287e-07,1.62692769429264,0.737,0.362,0.015661136376929
"MINDY2",4.29557111965841e-07,1.56463397741997,0.553,0.207,0.0157222198550617
"DPP8",4.30079228561375e-07,1.05154137028667,0.632,0.25,0.0157413298445749
