"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Direction"
"ZNF593",2.8670968466142e-07,0.418617869450891,0.265,0.162,0.0104938611682927,"Up_in_3D"
"HSD11B1",2.90880029000704e-07,0.530982356861176,0.229,0.133,0.0106464999414548,"Up_in_3D"
"HSPD1",2.91547399006142e-07,-0.484890044185148,0.645,0.66,0.0106709263510238,"Up_in_2D"
"RNASEK",2.92085028025693e-07,0.263686742775532,0.57,0.403,0.0106906041107684,"Up_in_3D"
"ZYG11B",2.97658577879482e-07,-2.28391759199554,0.106,0.192,0.0108946016089669,"Up_in_2D"
"COA6",3.03812110457007e-07,0.297374789148362,0.276,0.174,0.0111198270548369,"Up_in_3D"
"MRPS21",3.06794103034973e-07,0.408857997454327,0.402,0.283,0.011228970965183,"Up_in_3D"
"GCHFR",3.08255138987278e-07,0.529069115079187,0.171,0.089,0.0112824463420734,"Up_in_3D"
"FIBP",3.12599383969209e-07,0.787172198901557,0.205,0.116,0.011441450052657,"Up_in_3D"
"TUBB",3.18626120509694e-07,-1.12101286885859,0.35,0.421,0.0116620346367753,"Up_in_2D"
"LINC01619",3.28277829736235e-07,1.86413871585021,0.129,0.06,0.0120152968461759,"Up_in_3D"
"EGR1",3.32647074024352e-07,0.698466460251961,0.158,0.079,0.0121752155563653,"Up_in_3D"
"SH3BGRL2",3.32719776546271e-07,-2.66237940715041,0.048,0.121,0.0121778765413701,"Up_in_2D"
"TRIM56",3.32735332386962e-07,-1.75075932245883,0.095,0.183,0.0121784459006952,"Up_in_2D"
"TMEM238",3.34976019443436e-07,0.388668844412199,0.165,0.085,0.0122604572876492,"Up_in_3D"
"ASGR1",3.43182129043972e-07,0.319620129524138,0.433,0.303,0.0125608091051384,"Up_in_3D"
"SELENBP1",3.55686926091461e-07,0.869551072870513,0.147,0.073,0.0130184971818736,"Up_in_3D"
"HEBP1",3.56292226541481e-07,0.445300771671035,0.274,0.176,0.0130406517836447,"Up_in_3D"
"ITGB1-DT",3.75883815701391e-07,0.962087904889293,0.298,0.191,0.0137577235384866,"Up_in_3D"
"SDHC",3.78046960802122e-07,0.243562341588148,0.389,0.274,0.0138368968123185,"Up_in_3D"
"BAMBI",3.92431922386421e-07,1.44717310559793,0.142,0.07,0.0143634007912654,"Up_in_3D"
"DDOST",3.94241388048796e-07,0.429327519997168,0.273,0.174,0.014429629043974,"Up_in_3D"
"DRAP1",4.23482195834778e-07,0.33635980053083,0.277,0.174,0.0154998718497487,"Up_in_3D"
"CAMSAP2",4.40114673025395e-07,-1.4203325520604,0.092,0.178,0.0161086371474025,"Up_in_2D"
"SLC33A1",4.60829996029852e-07,-2.47824388743948,0.092,0.175,0.0168668386846886,"Up_in_2D"
"LNPEP",4.62381763973937e-07,-1.88144505464154,0.076,0.155,0.0169236349432101,"Up_in_2D"
"CNPY2",4.83417031174356e-07,0.28965599960213,0.385,0.27,0.0176935467580126,"Up_in_3D"
"PAH",4.85324869413179e-07,0.393738505089479,0.282,0.181,0.0177633755453918,"Up_in_3D"
"DNAAF1",4.99914197730061e-07,1.06194834356541,0.108,0.044,0.018297359551118,"Up_in_3D"
"TNFRSF12A",5.01846649166395e-07,0.435737234908633,0.391,0.274,0.0183680892061392,"Up_in_3D"
"MAT2A",5.15395941022476e-07,-2.12976463866085,0.112,0.197,0.0188640068373636,"Up_in_2D"
"RPL23A",5.1768369661654e-07,0.323417301330578,0.773,0.647,0.018947740979862,"Up_in_3D"
"NDUFS2",5.24983290891371e-07,0.300056481792509,0.458,0.329,0.0192149134299151,"Up_in_3D"
"ARHGAP29",5.37076824787904e-07,-1.45187357464054,0.174,0.264,0.0196575488640621,"Up_in_2D"
"PURB",5.3738894195071e-07,-2.75544742270408,0.071,0.149,0.0196689726643379,"Up_in_2D"
"SYNCRIP",5.38957705822691e-07,-1.48460144894169,0.226,0.32,0.0197263909908163,"Up_in_2D"
"EIF3H",5.48368835389031e-07,0.157669393465636,0.426,0.301,0.0200708477440739,"Up_in_3D"
"XIAP",5.49726874905325e-07,-1.80770393804951,0.142,0.23,0.0201205533484098,"Up_in_2D"
"DAD1",5.49910937983651e-07,0.353745435566154,0.495,0.355,0.0201272902411396,"Up_in_3D"
"PKIB",5.5899140859364e-07,-1.56083401191189,0.142,0.232,0.0204596445459358,"Up_in_2D"
"FH",5.68538501193055e-07,0.714503003511078,0.223,0.136,0.020809077682167,"Up_in_3D"
"TIMM10",5.8810139504115e-07,0.482348280508891,0.227,0.134,0.0215250991599011,"Up_in_3D"
"MRPL52",5.88762627255985e-07,0.256326636069276,0.415,0.286,0.0215493009201963,"Up_in_3D"
"PON2",5.93882832305954e-07,0.215230230176716,0.524,0.369,0.0217367055452302,"Up_in_3D"
"EIF6",6.07978406282988e-07,0.350931386034197,0.421,0.295,0.0222526176483637,"Up_in_3D"
"CALM3",6.14791811562095e-07,0.135554912393389,0.312,0.202,0.0225019950949843,"Up_in_3D"
"CAPNS1",6.29686419561481e-07,0.222076636036135,0.326,0.218,0.0230471526423698,"Up_in_3D"
"C3orf85",6.36337454264245e-07,1.91513855884717,0.115,0.05,0.0232905871635256,"Up_in_3D"
"SCN1A-AS1",6.38096892025128e-07,-1.46808816154076,0.038,0.104,0.0233549843450117,"Up_in_2D"
"JTB",6.65972799649443e-07,0.21368196585027,0.335,0.22,0.0243752704399692,"Up_in_3D"
"IL6ST",6.68217269350532e-07,-1.18776794445686,0.332,0.405,0.0244574202754988,"Up_in_2D"
"HAX1",7.18031446634327e-07,0.855240337478776,0.241,0.152,0.026280668978263,"Up_in_3D"
"CD99",7.22689046025284e-07,0.336118597383182,0.488,0.355,0.0264511417735714,"Up_in_3D"
"RESF1",7.24117313816244e-07,-2.17830699372463,0.077,0.155,0.0265034178029883,"Up_in_2D"
"ESPN",7.34389159584646e-07,1.22129639083688,0.129,0.061,0.0268793776299576,"Up_in_3D"
"SELENOW",7.36055749551707e-07,0.247845735909991,0.415,0.285,0.026940376489342,"Up_in_3D"
"TIMM13",7.56321244701377e-07,0.209358554805132,0.336,0.222,0.0276821138773151,"Up_in_3D"
"CUX2",7.77036361910363e-07,1.69355600058915,0.264,0.169,0.0284403078822812,"Up_in_3D"
"RETREG3",7.7895492181102e-07,-2.24236113312292,0.064,0.138,0.0285105290932051,"Up_in_2D"
"S100A4",7.86591088877556e-07,0.22149198762687,0.102,0.039,0.0287900204440074,"Up_in_3D"
"WDR27",7.86875799728591e-07,-3.08957700121381,0.038,0.103,0.0288004411458662,"Up_in_2D"
"SPARC",8.04665373054081e-07,-1.47104883238629,0.248,0.331,0.0294515573191524,"Up_in_2D"
"SMARCA5",8.15360932907362e-07,-1.68546462000833,0.153,0.245,0.0298430255053423,"Up_in_2D"
"RPS4X",8.2621281879571e-07,0.26280201248353,0.791,0.652,0.0302402153807418,"Up_in_3D"
"GABARAPL2",8.87148647444424e-07,0.559923631789665,0.277,0.178,0.0324705276451134,"Up_in_3D"
"TRAPPC6A",8.93352858421005e-07,0.745685171612275,0.167,0.091,0.0326976079710672,"Up_in_3D"
"HPCAL1",8.99907391167327e-07,0.644475378965473,0.298,0.191,0.0329375104241153,"Up_in_3D"
"STX3",9.14448316849167e-07,-2.0456465202435,0.061,0.134,0.0334697228449964,"Up_in_2D"
"RBCK1",9.22894687138138e-07,0.275469407966198,0.364,0.251,0.033778868443943,"Up_in_3D"
"H2AFZ",9.26451179382846e-07,0.307866451715224,0.324,0.211,0.0339090396165915,"Up_in_3D"
"RTN4",9.33451142207004e-07,-0.6982776714449,0.561,0.578,0.0341652452559185,"Up_in_2D"
"PON3",9.49801877711881e-07,0.796739007467176,0.2,0.119,0.0347636985261325,"Up_in_3D"
"NSUN6",9.73195234416678e-07,1.3901927940854,0.236,0.147,0.0356199187748848,"Up_in_3D"
"PIN1",9.75962089507896e-07,0.823332742472484,0.198,0.117,0.0357211884380785,"Up_in_3D"
"TMEM33",1.00268860229868e-06,-1.4729346025032,0.161,0.251,0.0366994055327341,"Up_in_2D"
"IDI1",1.02904667957019e-06,0.405500129790237,0.43,0.315,0.0376641375189487,"Up_in_3D"
"ATP5MPL",1.03641086222129e-06,0.282743094203244,0.517,0.373,0.0379336739681613,"Up_in_3D"
"RHOQ",1.03774219783473e-06,-1.68078443124555,0.177,0.268,0.037982402182949,"Up_in_2D"
"PPP4R2",1.05165961208714e-06,-1.77580493547437,0.139,0.228,0.0384917934620014,"Up_in_2D"
"FNIP2",1.05268758679734e-06,-0.933912178761144,0.273,0.357,0.0385294183643693,"Up_in_2D"
"MTDH",1.07448385358145e-06,-1.01509986630218,0.409,0.457,0.0393271835249348,"Up_in_2D"
"NEDD8",1.08263596292094e-06,0.205212301676109,0.5,0.358,0.0396255588788693,"Up_in_3D"
"MRPL58",1.08540988349178e-06,0.73323458612254,0.195,0.113,0.0397270871456826,"Up_in_3D"
"PLEKHA2",1.09376692975675e-06,-1.3993945616637,0.05,0.119,0.0400329633960267,"Up_in_2D"
"VAMP8",1.10388353651903e-06,0.174357320709274,0.453,0.318,0.0404032413201331,"Up_in_3D"
"NAP1L1",1.10732936094185e-06,-1.11098328478894,0.392,0.452,0.0405293619398328,"Up_in_2D"
"LRRC58",1.12001056168651e-06,-2.61678977962673,0.082,0.159,0.0409935065682881,"Up_in_2D"
"KRT19",1.12161387141195e-06,-0.94055588753949,0.192,0.286,0.0410521893075489,"Up_in_2D"
"MRPS36",1.13208837467544e-06,0.643407736904754,0.274,0.181,0.0414355666014958,"Up_in_3D"
"SARAF",1.13322752047991e-06,0.0947443665483684,0.429,0.302,0.0414772604770853,"Up_in_3D"
"DYNC1H1",1.15332692911109e-06,-1.28843334085178,0.25,0.333,0.042212918932395,"Up_in_2D"
"VAMP5",1.16686679652654e-06,0.396065773733718,0.314,0.208,0.042708491619668,"Up_in_3D"
"DST",1.18849683855785e-06,-0.948145483315982,0.442,0.482,0.0435001727880558,"Up_in_2D"
"LDLRAD4",1.19064171060081e-06,1.38752786963365,0.232,0.144,0.0435786772497004,"Up_in_3D"
"AL445524.1",1.21556114625422e-06,0.768343864751045,0.2,0.117,0.0444907535140506,"Up_in_3D"
"ZBTB8OS",1.25061616720187e-06,0.622995041064298,0.276,0.183,0.0457738023357558,"Up_in_3D"
"CDA",1.27763399148089e-06,0.838137344875082,0.286,0.194,0.0467626817221921,"Up_in_3D"
"TMEM65",1.29345780100607e-06,-2.09693603168185,0.059,0.13,0.0473418489746233,"Up_in_2D"
"HPN",1.33646201619837e-06,0.338989557016165,0.364,0.249,0.0489158462548765,"Up_in_3D"
"XPO5",1.33730048162721e-06,-2.0997306516283,0.05,0.118,0.0489465349280375,"Up_in_2D"
