"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RPL39",1.13713137006831e-11,-0.404417256077443,0.75,0.829,4.16201452758703e-07
"PRELID1",1.13882213772749e-11,-0.472002031634017,0.37,0.576,4.16820290629639e-07
"PDHA1",1.3505763695412e-11,-0.684253230030212,0.192,0.33,4.94324457015775e-07
"CRYL1",1.36632321702347e-11,-1.06299266805512,0.191,0.326,5.0008796066276e-07
"CD55",1.49428406093959e-11,-1.08654703079199,0.127,0.25,5.46922909144498e-07
"MICOS10",1.58319564186446e-11,-0.54263518340161,0.309,0.479,5.79465436878812e-07
"VPS28",1.60035143612394e-11,-0.500930230858322,0.186,0.329,5.85744629135723e-07
"MT-ATP6",1.67912440928852e-11,-0.527626687609557,0.973,0.995,6.14576325043692e-07
"C1QBP",1.85494566614762e-11,-0.402064432187653,0.269,0.447,6.78928663266691e-07
"SSR4",2.06965154076709e-11,-0.38428235081374,0.326,0.517,7.57513160436163e-07
"HSBP1",2.17101190182172e-11,-0.471530480706908,0.267,0.433,7.94612066185768e-07
"APOL6",2.20998353785028e-11,2.069441249852,0.28,0.153,8.0887607468858e-07
"BRK1",2.28852510713698e-11,-0.887064210177674,0.202,0.336,8.37623074463207e-07
"RPL36",2.37833024129404e-11,-0.374561815836407,0.699,0.829,8.70492651616032e-07
"PSMB6",2.49504698397672e-11,-0.596012367065902,0.241,0.398,9.1321214660532e-07
"ADI1",2.57100312996901e-11,-0.525387056279942,0.292,0.459,9.41012855599957e-07
"RPL35A",2.58886486409955e-11,-0.402877978330273,0.691,0.809,9.47550428909075e-07
"EIF4G1",2.59320911278853e-11,1.57008360952083,0.37,0.242,9.49140467371729e-07
"TXN2",2.70695999636181e-11,-0.792877664049068,0.164,0.295,9.90774428268388e-07
"SLC38A1",2.90741633593021e-11,1.74996380439295,0.301,0.176,1.06414345311381e-06
"RAB5IF",2.90888889203166e-11,-0.43317975035175,0.373,0.559,1.06468242337251e-06
"SOWAHC",2.96682220030666e-11,2.46950732349199,0.214,0.097,1.08588659353424e-06
"SCCPDH",2.97896035797549e-11,-0.661255038289147,0.233,0.376,1.09032928062261e-06
"TOMM7",3.74714917141278e-11,-0.343770450603204,0.322,0.515,1.37149406822879e-06
"SDHD",4.2563407738121e-11,-0.977858849996604,0.176,0.303,1.55786328662297e-06
"PIK3AP1",4.42890255102762e-11,2.26551769264259,0.211,0.097,1.62102262270162e-06
"ARF5",5.00865450582378e-11,-0.990475093087575,0.137,0.259,1.83321763567656e-06
"COMMD6",5.25131775311898e-11,-0.443568121288555,0.306,0.479,1.92203481081908e-06
"LRMDA",5.2623160369963e-11,-0.587833740221108,0.196,0.355,1.92606029270102e-06
"SLC38A2",5.60973722090298e-11,1.54139827285534,0.37,0.247,2.0532199202227e-06
"TRAM1",5.77358298975257e-11,1.10114489230993,0.523,0.436,2.11318911007934e-06
"EEF1A1",5.81110645913819e-11,0.349876358571743,0.977,0.93,2.12692307510917e-06
"LGALS3",5.92337225148612e-11,-0.392540518112575,0.204,0.364,2.16801347776644e-06
"HSD17B10",6.21716389575111e-11,-0.535086512039808,0.205,0.348,2.27554415748386e-06
"TTR",6.27602192333838e-11,-0.561051162983071,0.304,0.474,2.29708678416108e-06
"EIF4EBP1",6.92324987704543e-11,-0.75925730622854,0.194,0.329,2.5339786874974e-06
"TMEM59",8.63612004072396e-11,-0.462997171473226,0.269,0.424,3.16090629610538e-06
"PHLDA2",8.68654668615954e-11,-0.777183919582019,0.195,0.336,3.17936295260125e-06
"FTH1",9.01093625729512e-11,-0.274830072664123,0.996,0.991,3.29809277953259e-06
"GHITM",9.12268028181394e-11,-0.48859552241159,0.332,0.511,3.33899220994672e-06
"ALKBH7",9.78651352608419e-11,-0.899638535425284,0.14,0.262,3.58196181568207e-06
"TMEM208",1.1670916315634e-10,-0.474689206415898,0.177,0.311,4.2716720806852e-06
"GSTK1",1.18090579248337e-10,-0.529575359067949,0.262,0.409,4.32223329106839e-06
"TGM2",1.27728889685551e-10,0.713050241306093,0.67,0.667,4.67500509138086e-06
"LACTB2",1.31215768440757e-10,-0.980928083844582,0.199,0.323,4.80262834070015e-06
"RPS2",1.34622167331159e-10,-0.452398120475236,0.827,0.88,4.92730594648775e-06
"SELENOH",1.54483735877406e-10,-0.431847466487934,0.243,0.398,5.65425921684894e-06
"ENO3",1.5685478371013e-10,-1.25324906881604,0.076,0.174,5.74104193857445e-06
"SLC9A3R1",1.6207100005698e-10,1.54183210359281,0.372,0.247,5.93196067308553e-06
"HIST1H1C",1.70840770465623e-10,-0.409999811604237,0.161,0.292,6.25294303981228e-06
"SLC40A1",1.76689305901073e-10,1.75818495574681,0.287,0.165,6.46700528528519e-06
"PTRHD1",1.84663496341691e-10,-0.726941152210084,0.121,0.238,6.75886862960225e-06
"SF3B5",1.93427426518855e-10,-0.450590755376758,0.213,0.365,7.0796372380166e-06
"PXMP2",1.98927253412703e-10,-0.928229557976338,0.12,0.232,7.28093640215833e-06
"MRPS15",2.06986715658313e-10,-0.636510785070167,0.203,0.338,7.57592077980992e-06
"EMC7",2.32012279222987e-10,-0.791074759913493,0.199,0.329,8.49188143184055e-06
"AP2S1",2.38427801445059e-10,-0.344248559086441,0.296,0.465,8.72669596069062e-06
"DCTN3",2.57230285764067e-10,-0.748602951974906,0.136,0.256,9.41488568925061e-06
"ECI2",2.5781691942998e-10,-0.621763283765642,0.212,0.345,9.43635706805671e-06
"ISCU",2.6625606301398e-10,-0.795829637569033,0.152,0.273,9.74523816237467e-06
"CANX",2.73167195138895e-10,1.18058038276422,0.49,0.391,9.9981925092787e-06
"ITGA3",2.90604741317223e-10,2.68188525720035,0.184,0.079,1.06364241369517e-05
"SNF8",2.95485691671096e-10,-0.534057502555516,0.187,0.312,1.08150718008538e-05
"TMEM258",3.030616816479e-10,-0.459076650733066,0.251,0.402,1.10923606099948e-05
"NDUFA12",3.12496391856737e-10,-0.586059513210614,0.234,0.368,1.14376804383484e-05
"AK1",3.25902002003724e-10,-0.608777947050575,0.222,0.359,1.19283391753383e-05
"SERPINB1",3.457599788781e-10,-0.599337562497647,0.256,0.397,1.26551609869173e-05
"ATP13A3",3.558482943757e-10,1.51192121909727,0.383,0.271,1.3024403422445e-05
"SRM",3.8892757002888e-10,-0.769096975886218,0.206,0.338,1.4235137990627e-05
"H3F3A",4.03740293295434e-10,-0.407853542382061,0.406,0.597,1.47772984749062e-05
"GPC6",4.08916733921984e-10,-0.644136132264793,0.343,0.526,1.49667613782785e-05
"RPS19BP1",4.28523346490366e-10,-0.50009969526448,0.175,0.305,1.56843830048939e-05
"SFT2D2",4.35870245774474e-10,2.33997044118682,0.218,0.108,1.59532868655915e-05
"DHCR24",4.514235204619e-10,1.73562017426248,0.322,0.202,1.6522552272426e-05
"ATP5MC2",4.68926338113343e-10,-0.443060158510366,0.308,0.473,1.71631729012865e-05
"PGP",4.69373403010212e-10,-1.16014903702122,0.147,0.259,1.71795359235768e-05
"RPL8",4.7683332875397e-10,-0.372434595464239,0.744,0.853,1.74525766657241e-05
"TAGLN",4.91239921856942e-10,1.54587387644913,0.295,0.176,1.7979872379886e-05
"SNRPD2",4.91508475249811e-10,-0.372159606541009,0.273,0.433,1.79897017026183e-05
"CREB3L3",5.05849767940676e-10,2.59440658841722,0.185,0.082,1.85146073563967e-05
"NUDT16L1",5.16406039116916e-10,-0.867355459539216,0.067,0.159,1.89009774377182e-05
"ANXA1",5.2217284590055e-10,-0.443440349624617,0.225,0.379,1.9112048332806e-05
"RTRAF",5.33360475917492e-10,-0.506361654331031,0.232,0.376,1.95215267790561e-05
"LY6E",5.49315685248388e-10,-0.543507379181347,0.13,0.248,2.01055033957762e-05
"SDCBP2",5.66129001554107e-10,-0.885812910069548,0.137,0.25,2.07208875858819e-05
"AC084375.1",6.48567304924092e-10,-1.65395873655288,0.03,0.103,2.37382119275267e-05
"TYMP",6.7828007100516e-10,-0.357615138927154,0.333,0.494,2.48257288788599e-05
"ITM2B",6.9305707641025e-10,-0.41315024782427,0.382,0.548,2.53665820536916e-05
"NDUFC2",7.14352002029846e-10,-0.460223896914141,0.36,0.527,2.61459976262944e-05
"UBB",7.32226660507975e-10,-0.40099007297049,0.402,0.597,2.68002280012524e-05
"FAM177A1",7.38952759420662e-10,-0.389896341181357,0.34,0.497,2.70464099475557e-05
"LINC00607",7.6589793264277e-10,-1.50872848387657,0.042,0.123,2.8032630232658e-05
"HIST1H2BC",8.2072556463976e-10,-1.18444105032938,0.075,0.168,3.00393763913799e-05
"NAA38",8.23464075784324e-10,-0.475156324243581,0.222,0.358,3.0139608637782e-05
"SERPINE1",8.57501870338219e-10,0.739593825858874,0.625,0.573,3.13854259562492e-05
"TXNIP",8.83142562625023e-10,3.44584038278313,0.14,0.05,3.23239009346385e-05
"RPL22L1",9.11906991674946e-10,-0.533893973563458,0.255,0.406,3.33767078022947e-05
"TSPAN8",9.1373645793725e-10,-1.71156478658545,0.06,0.147,3.34436680969613e-05
"ATOX1",9.97012225396774e-10,-0.462300206948286,0.322,0.479,3.64916444617473e-05
"RPLP1",1.01277710596602e-09,-0.392859940445055,0.924,0.918,3.70686548554623e-05
"CXCL8",1.01415116039272e-09,-0.179614768842195,0.213,0.371,3.7118946621534e-05
"POLR2K",1.01455261433162e-09,-0.759073999389335,0.15,0.267,3.71336402371515e-05
"EFHD2",1.09662415591852e-09,-0.650374405340338,0.129,0.241,4.01375407307737e-05
"POLE4",1.15607091918713e-09,-0.632963781601273,0.159,0.279,4.23133517131682e-05
"DTX3L",1.19656795375522e-09,2.4007847365097,0.204,0.098,4.37955836753947e-05
"NDUFAF3",1.20887174659265e-09,-0.527346996524656,0.162,0.285,4.42459147970378e-05
"GTF2I",1.24032051518099e-09,1.43175235227938,0.314,0.202,4.53969711761393e-05
"DDX6",1.25763148053812e-09,1.76644158774156,0.245,0.133,4.60305698191757e-05
"ADAMTSL4-AS1",1.38333794659219e-09,-2.70113596858237,0.093,0.186,5.06315521832209e-05
"RPS4Y1",1.41163149471e-09,-0.40739737700499,0.282,0.45,5.16671243378807e-05
"RPS8",1.42292202780483e-09,-0.38533885572659,0.753,0.838,5.20803691396846e-05
"ATP6V0E1",1.43953346973335e-09,-0.345506769692549,0.381,0.553,5.26883645257104e-05
"UQCRC2",1.4438829370782e-09,-0.47174484237569,0.248,0.379,5.28475593799993e-05
"RAN",1.46764875858119e-09,-0.319288153839828,0.36,0.553,5.37174122128303e-05
"MT-CO2",1.54717538139029e-09,-0.449466896516042,0.964,0.992,5.66281661342658e-05
"DHRS3",1.64233388964881e-09,-0.94438422010191,0.18,0.292,6.0111062695036e-05
"NSA2",1.70074699621957e-09,-0.340763849282918,0.26,0.411,6.22490408086326e-05
"HSPA5",1.72121010615408e-09,0.813062880342413,0.516,0.415,6.29980110953454e-05
"TIMM8B",1.72200985594069e-09,-0.533582120217535,0.229,0.367,6.30272827372853e-05
"RER1",1.77746332129851e-09,-0.458002476336812,0.272,0.411,6.50569350228467e-05
"NDUFC1",1.8767147827026e-09,-0.471050452662847,0.267,0.412,6.86896377616978e-05
"MZT2B",2.05269827969235e-09,-0.344178736741213,0.296,0.465,7.51308097350198e-05
"AKR7A2",2.10736071583925e-09,-0.978371375113942,0.133,0.241,7.71315095604325e-05
"ARF4",2.1422350379806e-09,-0.37536801827569,0.336,0.488,7.84079446251278e-05
"EIF3I",2.15637306653936e-09,-0.474920295504664,0.253,0.392,7.89254106084073e-05
"HAGH",2.16467889907921e-09,-1.06217038193175,0.157,0.262,7.92294123851981e-05
"MYL6",2.24587771232351e-09,-0.375605617412754,0.807,0.867,8.22013701487529e-05
"FCGRT",2.25021506411624e-09,-0.729489405787168,0.136,0.245,8.23601215617185e-05
"CLTB",2.37147794812994e-09,-0.455204007587119,0.261,0.409,8.67984643795038e-05
"CPS1",2.60756884597268e-09,-0.292694028753852,0.237,0.386,9.54396273314461e-05
"NDUFS6",2.62313146101571e-09,-0.383021731022617,0.284,0.433,9.60092346046361e-05
"YWHAE",2.74956347468395e-09,-0.356855182721821,0.367,0.526,0.000100636772736907
"PSME1",2.75250700539791e-09,-0.43439015493708,0.256,0.4,0.000100744508904569
"RAB27B",2.87219263055745e-09,2.56147598084944,0.128,0.042,0.000105125122471033
"MTHFS",2.95665853647743e-09,-0.898205665506062,0.17,0.279,0.00010821665909361
"EDF1",3.07374320515791e-09,-0.376835334824495,0.505,0.677,0.000112502075051985
"SURF1",3.07686310086545e-09,-0.92061374881495,0.141,0.248,0.000112616266354776
"CRCT1",3.18162074129857e-09,-2.61998119681667,0.038,0.112,0.000116450500752269
"AL627171.2",3.18323918281194e-09,2.60437160908537,0.182,0.083,0.0001165097373301
"SDHB",3.27906003843977e-09,-0.61863200640658,0.231,0.358,0.000120016876466934
"ACAA2",3.38034436620919e-09,-0.461558404782373,0.422,0.583,0.000123723984147623
"PSMB3",3.43075094993103e-09,-0.382218448817851,0.259,0.403,0.000125568915518426
"RBIS",3.51169042670365e-09,-0.796322602144366,0.184,0.298,0.00012853138130778
"PHB",3.56342775078075e-09,-0.429347087455874,0.277,0.427,0.000130425019106326
"RNH1",3.57305664362332e-09,-0.444636798689709,0.227,0.356,0.000130777446213257
"SMIM26",3.61186142689397e-09,-0.647681475869902,0.157,0.276,0.000132197740085746
"MRPS16",3.74437669424767e-09,-0.579608365333938,0.206,0.329,0.000137047931386159
"BANF1",4.0202850896729e-09,-0.64256386906391,0.17,0.289,0.000147146454567118
"NDUFA10",4.2044929956665e-09,-0.330378485205491,0.218,0.342,0.00015388864813439
"CHCHD1",4.62698178398276e-09,-0.626669127628438,0.154,0.27,0.000169352160275553
"ACP1",4.70966868522767e-09,-0.513863645998567,0.23,0.358,0.000172378583548018
"SEM1",5.1637719551104e-09,-0.431090902219516,0.335,0.483,0.000188999217328996
"CKAP4",5.41111169080228e-09,2.0784741358485,0.265,0.158,0.000198052098995054
"MOB1B",5.51967567914471e-09,3.32274918833537,0.143,0.056,0.000202025649532376
"DESI1",5.61977802808487e-09,-0.525879926473656,0.229,0.353,0.000205689495605934
"GSTO1",5.84847450382371e-09,-0.452239928755063,0.474,0.642,0.000214060015314451
"MRPL23",5.87665499604072e-09,-0.82569085763499,0.126,0.233,0.000215091449510086
"RPL35",5.90901509653556e-09,-0.3328077788151,0.789,0.852,0.000216275861548298
"MRPL54",6.07552455811382e-09,-0.490330933414332,0.168,0.288,0.000222370274351524
"ANKRD27",6.25695220253749e-09,2.10274526670068,0.112,0.033,0.000229010707565075
"NDUFB6",7.49485618968507e-09,-0.603851502881592,0.208,0.329,0.000274319231398663
"DAB2",8.05563349103665e-09,1.33865171257667,0.284,0.17,0.000294844241405432
"SSBP1",8.06391254650146e-09,-0.431532893831262,0.296,0.432,0.0002951472631145
"COMT",8.06730465776219e-09,-0.577443199886878,0.224,0.342,0.000295271417778754
"AHNAK",8.16389333050217e-09,1.34871976451626,0.39,0.286,0.00029880665978971
"MDH1",9.29165677663692e-09,-0.424622192622437,0.287,0.42,0.000340083929681688
"CSF1",9.80512683716592e-09,1.94109791374711,0.172,0.077,0.00035887744736711
"C3",9.92834768639284e-09,0.857619755025557,0.526,0.473,0.000363387453669664
"ACY1",1.02331897395545e-08,-0.639118132343508,0.215,0.329,0.000374544977657433
"ZSWIM6",1.05595227704353e-08,-0.969388613200959,0.156,0.27,0.000386489092920701
"RPL36A",1.05690720164427e-08,-0.362042139290008,0.572,0.732,0.000386838604873819
"H2AFJ",1.12520149820787e-08,-0.47301579347786,0.179,0.297,0.000411835000359064
"TCAF1",1.15226119649713e-08,1.75013230212049,0.239,0.133,0.000421739120529916
"RPS29",1.18431089313353e-08,-0.352429889849001,0.674,0.797,0.000433469629995805
"PSD3",1.26326639661545e-08,-0.933474267846738,0.216,0.35,0.000462368133825222
"PSMC5",1.3150593739962e-08,-0.425147804308689,0.172,0.292,0.00048132488147635
"SELENOK",1.36047725194763e-08,-0.790280522119077,0.163,0.273,0.000497948278985354
"DPM3",1.38515050886757e-08,-0.829093658421822,0.103,0.197,0.000506978937750619
"WNK1",1.41263561343392e-08,1.48269601146775,0.332,0.232,0.00051703876087295
"ONECUT2",1.42555497184928e-08,1.94175363725753,0.176,0.08,0.000521767375246556
"FP236383.3",1.49651323961879e-08,1.43842498138593,0.183,0.085,0.000547738810832874
"NAT8",1.52093007567122e-08,-1.06685383493954,0.079,0.167,0.000556675616996424
"AURKAIP1",1.55639873019017e-08,-0.360891841985234,0.295,0.444,0.000569657499236905
"RAB13",1.56327346573608e-08,-0.389414778623256,0.279,0.415,0.000572173721194062
"CXCL6",1.61161762030988e-08,2.92008749442152,0.164,0.076,0.00058986816520962
"AC092069.1",1.62538389763117e-08,-1.18978180111049,0.066,0.148,0.000594906760371985
"AKR1A1",1.62649435938456e-08,-0.606304821876546,0.256,0.373,0.000595313200478343
"SNCG",1.65867037608498e-08,-0.45588499039727,0.249,0.383,0.000607089944350864
"REEP5",1.67119245082542e-08,-0.324202606947055,0.347,0.497,0.000611673148926613
"RPL22",1.72618420195664e-08,-0.335742564520982,0.657,0.795,0.00063180067975815
"TIMP1",1.86445163528637e-08,-0.738682559839465,0.582,0.748,0.000682407943031165
"GSTM3",1.87975806368482e-08,-0.559846637635538,0.149,0.262,0.00068801024888928
"TMEM14C",1.92396330729736e-08,-0.386755654314384,0.25,0.389,0.000704189810103906
"RPL6",1.95641535687054e-08,-0.297586997932288,0.755,0.839,0.000716067584768186
"PTS",1.99747989072327e-08,-0.563486322680734,0.214,0.329,0.000731097614803624
"PDLIM2",2.00043438586567e-08,-0.846797770558367,0.132,0.232,0.000732178989570694
"CYBA",2.05694012066045e-08,-0.614972365735225,0.047,0.124,0.000752860653562932
"IL32",2.07653921481126e-08,-0.45265782296318,0.741,0.833,0.000760034118013068
"NOP10",2.20077991870508e-08,-0.283307142874821,0.3,0.459,0.000805507458045248
"ARHGAP5",2.252251708987e-08,1.56233944416213,0.289,0.186,0.00082434664800633
"RPS25",2.30945959107054e-08,-0.33030573390855,0.624,0.779,0.000845285304927727
"CRYAB",2.43573451573235e-08,-1.25518550820102,0.089,0.18,0.000891503190103197
"PCM1",2.43702749860457e-08,1.74944130333618,0.287,0.188,0.000891976434764257
"COL6A1",2.46462821690208e-08,1.99017090457065,0.213,0.114,0.00090207857366833
"ERCC1",2.48094047546038e-08,-1.07180543361312,0.12,0.215,0.000908049023423254
"POLR2F",2.52395973413508e-08,-0.529833192138435,0.195,0.311,0.000923794502290779
"GPT",2.52833612138136e-08,-0.70065375605877,0.127,0.227,0.000925396303786792
"APOA2",2.61713776898957e-08,0.29602448036777,0.829,0.735,0.000957898594827874
"PRDX3",2.65611954014982e-08,-0.357812119385913,0.265,0.4,0.000972166312890234
"KRT8",2.83043528215193e-08,-0.49990124691775,0.802,0.864,0.00103596761762043
"MPG",2.88509433717198e-08,-0.779613655762173,0.162,0.267,0.00105597337834832
"FKBP8",2.94712492996678e-08,-0.417983201893882,0.189,0.303,0.00107867719561714
"GPAT4",2.97093796617244e-08,2.49884603601111,0.183,0.091,0.00108739300499878
"BAAT",3.00745918659934e-08,1.45823257638791,0.311,0.209,0.00110076013688722
"MYH10",3.19160367495144e-08,2.06626472355449,0.193,0.097,0.00116815886106898
"CDK14",3.30162554734021e-08,-0.60542024346905,0.191,0.315,0.00120842796658199
"SEC61G",3.31709053695214e-08,-0.327791421347581,0.406,0.582,0.00121408830742985
"MRPS18C",3.41273078194031e-08,-0.602061192247325,0.166,0.273,0.00124909359349797
"PSMB7",3.48050843821331e-08,-0.359687934986717,0.297,0.427,0.00127390089347046
"SOD1",3.55631527789849e-08,-0.335942428486834,0.524,0.689,0.00130164695486362
"COL1A2",3.60063506813533e-08,1.03870023952598,0.561,0.512,0.00131786844128821
"RGN",3.60736628188811e-08,-1.35592819912692,0.114,0.205,0.00132033213283387
"COMTD1",3.7887977467811e-08,-0.624131415499776,0.181,0.288,0.00138673786329935
"A2M",3.79342009251258e-08,1.64118244248673,0.308,0.208,0.00138842968806053
"MT-ATP8",4.04438746369922e-08,-0.236016676519342,0.664,0.845,0.00148028625558855
"S100A16",4.13393346877362e-08,-0.361849589126203,0.378,0.538,0.00151306098890583
"MRPS34",4.19610173558345e-08,-0.407360927712475,0.209,0.326,0.0015358151962409
"EIF3A",4.29869317133799e-08,1.30624281074163,0.447,0.371,0.00157336468764142
"TRIO",4.53234314148476e-08,-0.329995678873876,0.253,0.405,0.00165888291321484
"TMED9",4.62614921571842e-08,-0.251135487204394,0.272,0.415,0.0016932168744451
"EEF1A2",4.6920051530277e-08,-0.83406133084698,0.045,0.118,0.00171732080605967
"LAMTOR1",4.771859885017e-08,-0.313529738414506,0.205,0.321,0.00174654843651507
"IDH2",4.93538898633624e-08,-0.369220599285704,0.273,0.395,0.00180640172288893
"RBX1",4.95026783200684e-08,-0.342161712606735,0.275,0.406,0.00181184752919282
"SPDYA",5.31058802278065e-08,-2.67111038474344,0.054,0.127,0.00194372832221795
"SAP18",5.35944566609403e-08,-0.362131785402734,0.267,0.403,0.00196161070824708
"PSAP",5.37962596444492e-08,0.998579280878116,0.515,0.448,0.00196899689924649
"RPS3A",5.42628354603874e-08,-0.306844634421575,0.73,0.836,0.00198607404068564
"POLR2E",5.55279507122747e-08,-0.397702687878501,0.218,0.333,0.00203237852401997
"ADIRF",5.67249227177558e-08,-0.857914019652839,0.092,0.18,0.00207618889639258
"YIF1A",5.84253331207296e-08,-0.327246611729691,0.194,0.309,0.00213842561755182
"MRPS12",5.96820091656017e-08,-0.290253973960635,0.189,0.308,0.00218442121747019
"VKORC1",6.0694217445178e-08,-0.339089781113424,0.258,0.388,0.00222146905271096
"PET100",6.12496810321087e-08,-0.180905879995481,0.211,0.335,0.00224179957545621
"COPZ1",6.38932222568501e-08,-0.498447689317288,0.182,0.291,0.00233855582782297
"LARP6",6.49857543484584e-08,-0.933044933216048,0.088,0.174,0.00237854359490793
"PHC3",6.5332668415818e-08,2.40140957552766,0.169,0.082,0.00239124099668736
"MSRA",6.95807757634121e-08,-0.679387518034674,0.171,0.28,0.00254672597371665
"SLC25A11",6.96614869701517e-08,-0.789343065985708,0.094,0.182,0.00254968008459452
"MICOS13",7.30005673883156e-08,-0.192091930769973,0.248,0.386,0.00267189376697974
"MEG3",7.5105753711158e-08,-1.02905484414213,0.036,0.103,0.00274894569158209
"UBE2A",7.51629599656018e-08,-0.866505035309353,0.16,0.259,0.00275103949770099
"NDUFA11",7.75661860903266e-08,-0.217990445709565,0.373,0.545,0.00283899997709204
"ERG28",8.18088375955723e-08,-0.676817638224153,0.153,0.253,0.00299428526483554
"ADK",8.25539455689269e-08,-0.1906170760186,0.286,0.439,0.00302155696176829
"AC005261.1",8.28564331865329e-08,2.74301694369206,0.141,0.061,0.00303262831106029
"TMED1",8.43425009802305e-08,-1.20067237630301,0.071,0.148,0.00308701987837742
"SNRPN",8.44371337205439e-08,-0.272596078669862,0.156,0.264,0.00309048353130563
"FAM135A",8.97012199335103e-08,2.08110464912764,0.158,0.073,0.00328315435078641
"NME4",9.1100278467921e-08,-0.486728919150532,0.187,0.298,0.00333436129220438
"AKAP12",9.23417495612636e-08,1.32328510010765,0.339,0.236,0.00337980037569181
"MRPL12",9.2677729309757e-08,-0.572555969484911,0.184,0.289,0.00339209757046641
"CA2",9.65966790326744e-08,-0.615103522189434,0.085,0.17,0.00353553504927491
"SCAND1",9.80935499938487e-08,-0.366275069635031,0.177,0.286,0.00359032202332486
"POLD4",9.81504825876498e-08,-0.261946118234259,0.265,0.392,0.00359240581319057
"RACK1",1.00587174469238e-07,-0.305086139001183,0.638,0.774,0.00368159117274858
"STMP1",1.09224995190549e-07,-0.379198198274084,0.226,0.341,0.00399774404896927
"FKBP2",1.10492628261492e-07,-0.826308821327724,0.092,0.177,0.00404414068699886
"PLA1A",1.14429894294896e-07,2.80517722882783,0.131,0.055,0.00418824856108749
"NUPR1",1.16908222312952e-07,-0.321678126110928,0.349,0.502,0.00427895784487635
"MRPL11",1.23568942276571e-07,-0.393527649866554,0.135,0.233,0.00452274685626479
"RPS9",1.34636197161048e-07,-0.300071000445564,0.679,0.812,0.00492781945229151
"SLC5A3",1.36107400827616e-07,3.45125576083082,0.112,0.041,0.00498166697769157
"DYNLRB1",1.36722600983269e-07,-0.286602745278985,0.229,0.355,0.00500418391858863
"GATD3B",1.38956126880505e-07,-0.727268026284633,0.098,0.183,0.00508593319995338
"NAV2",1.44360959988067e-07,-0.852999713034148,0.253,0.38,0.00528375549652325
"CHPT1",1.44800829146288e-07,-0.45822659782228,0.197,0.306,0.0052998551475833
"IDH3G",1.4533458272211e-07,-0.634612615059945,0.147,0.245,0.00531939106221197
"RNASEH2C",1.4766356400288e-07,-0.229740362464281,0.102,0.191,0.0054046341060694
"YWHAZ",1.48480419579739e-07,0.99371679883618,0.513,0.465,0.00543453183703804
"MVD",1.52390523915817e-07,-0.769303760575139,0.129,0.221,0.00557764556584281
"ACTN1",1.56561277459335e-07,1.13662234834578,0.423,0.341,0.00573029931628912
"MAP3K1",1.56978013671758e-07,2.48620860796884,0.118,0.045,0.0057455522784
"UBC",1.57861246842762e-07,0.537766331394296,0.657,0.621,0.00577787949569191
"RPS14",1.651799511982e-07,-0.368515143838594,0.766,0.823,0.0060457513938053
"ETHE1",1.72409084703404e-07,-0.845850118068432,0.158,0.255,0.00631034490922929
"MIEN1",1.7291708755781e-07,-0.460980668805621,0.121,0.212,0.00632893832170339
"RWDD1",1.75233065488743e-07,-0.422812741892342,0.216,0.327,0.00641370542995348
"CYCS",1.78972522056969e-07,-0.218773961581781,0.296,0.439,0.00655057327980711
"PRSS3",1.85939396796133e-07,-1.01703663982749,0.127,0.22,0.00680556786213525
"ACAT2",1.86030608345656e-07,-0.391194138983658,0.222,0.336,0.00680890629605937
"PRAP1",1.87055846356571e-07,-0.283014732738616,0.262,0.406,0.00684643103249686
"NDUFA13",1.88383833813197e-07,-0.295424873147915,0.436,0.595,0.00689503670139682
"CYP4F3",1.91073041363746e-07,-1.00249486516582,0.131,0.224,0.00699346438695449
"TST",1.95173523264011e-07,-0.504718126775573,0.198,0.303,0.00714354612498608
"IFITM3",2.00386260724933e-07,-0.416336348035826,0.602,0.747,0.00733433752879327
"COA8",2.04552383764408e-07,-0.729887941910217,0.136,0.232,0.00748682179816109
"TUBA1B",2.06685306321492e-07,1.10638086949568,0.416,0.336,0.00756488889667294
"PFDN6",2.07749060365033e-07,-0.617147349034583,0.114,0.205,0.00760382335842056
"BOLA3",2.09263327047072e-07,-0.230862898703417,0.187,0.3,0.00765924703324989
"SUCLG2-AS1",2.26436895428281e-07,1.9869680363905,0.189,0.102,0.00828781680957053
"PROX1",2.26725190793144e-07,1.72961238690557,0.252,0.161,0.00829836870821988
"KIAA0930",2.28058635880337e-07,1.86164886714144,0.207,0.117,0.0083471741318562
"PAG1",2.31371353128761e-07,2.18349696708307,0.134,0.058,0.00846842289586579
"CTSZ",2.32473251760663e-07,-0.213228857330572,0.273,0.403,0.00850875348769203
"S100A6",2.3476239146646e-07,-0.727875883518241,0.844,0.835,0.00859253829006392
"GTF3A",2.42353209086583e-07,-0.24248540040073,0.262,0.386,0.00887036980577802
"ATP6V1F",2.42374928940653e-07,-0.293644715663564,0.189,0.306,0.00887116477415684
"ALDH1A1",2.43747027237964e-07,-0.448765356200399,0.777,0.87,0.00892138494393674
"EBP",2.50058029452767e-07,-0.26147172002964,0.292,0.432,0.00915237393600074
"SNX10",2.50445836480918e-07,1.32810840806434,0.354,0.273,0.00916656806103808
"CIRBP",2.50970236318303e-07,-0.505700113490505,0.172,0.268,0.00918576161948622
"GTF3C6",2.53033431016381e-07,-0.37917371550314,0.231,0.355,0.00926127660863058
"NORAD",2.60875216606484e-07,1.71820867698894,0.222,0.127,0.00954829380301394
