"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"UCHL3",5.51731074426685e-07,-1.01434745971548,0.113,0.253,0.0201939090550911
"ADSL",5.68588123709773e-07,-0.882600596839409,0.071,0.192,0.0208108939159014
"NPEPL1",5.84080775414683e-07,-0.767984469578489,0.021,0.106,0.0213779404609528
"ANP32A",5.8784071431405e-07,-0.153415239603473,0.081,0.215,0.0215155579846085
"APOC2",5.88815926378617e-07,-0.660296571156386,0.306,0.497,0.0215512517213838
"STX4",5.89439963450569e-07,-0.927150296983273,0.047,0.154,0.0215740921022543
"SNRPB",6.06082102686991e-07,-0.564674255110694,0.165,0.337,0.0221832110404466
"TXLNG",6.09965429889848e-07,-1.24081875389256,0.024,0.109,0.0223253446993983
"DDX18",6.12683938728646e-07,-0.731581426786329,0.103,0.244,0.0224248448414072
"ASL",6.16061507793873e-07,-0.921291908283392,0.122,0.266,0.0225484672467635
"TRADD",6.16086880371621e-07,-1.17082692305894,0.043,0.144,0.0225493959084817
"BTG3",6.23006663119983e-07,-0.993169267160759,0.049,0.157,0.0228026668768545
"TSPO",6.3905902147522e-07,-0.517794905570788,0.391,0.587,0.0233901992450145
"ARID5B",6.40699527179033e-07,-0.826430008046522,0.092,0.224,0.0234502433942798
"NUBP2",6.49169691097771e-07,-1.09892617289886,0.038,0.138,0.0237602598638695
"PIR",6.54387005411166e-07,-0.72438479330207,0.036,0.135,0.0239512187850541
"UBE2L3",6.6863275222411e-07,-0.408653091806564,0.197,0.381,0.0244726273641546
"TXNL4A",6.72481643325742e-07,-0.573484575685439,0.137,0.292,0.0246135006273655
"COPRS",6.73968468352418e-07,-0.450349915782321,0.094,0.231,0.0246679199101669
"CMC2",6.88434773155198e-07,-1.2748641589358,0.041,0.141,0.0251974011322534
"TBCB",6.91341331081423e-07,-0.687571625483899,0.111,0.253,0.0253037840589112
"ISOC2",6.9238657515536e-07,-0.454301028527701,0.058,0.173,0.0253420410372613
"SNX7",6.94360651054136e-07,-1.06207926769853,0.056,0.167,0.0254142941892324
"IAH1",6.96855573217032e-07,-0.64810946351284,0.068,0.189,0.0255056108353166
"VDAC3",7.09050483679665e-07,-0.761268260274124,0.088,0.218,0.0259519567531594
"AMBRA1",7.17202557051288e-07,-1.37701050061316,0.045,0.147,0.0262503307906342
"ATP5F1E",7.60657316854536e-07,-0.287955786518977,0.744,0.875,0.0278408184541929
"EMP2",7.60949288283787e-07,-1.67729105970127,0.034,0.128,0.0278515049004749
"CDH11",7.61134308504154e-07,-0.378343235234714,0.028,0.119,0.0278582768255605
"MED19",7.76530975121595e-07,-1.00099125437643,0.032,0.125,0.0284218102204255
"DCAF13",7.89211080752912e-07,-1.16924560517463,0.062,0.176,0.0288859147666373
"PEX2",8.02862220524092e-07,-0.778518079782471,0.043,0.144,0.0293855601334023
"DEFB1",8.08630761036185e-07,-0.590191837861229,0.308,0.5,0.0295966944846854
"COMMD9",8.15483248830665e-07,-1.06629899667803,0.043,0.144,0.0298475023904512
"COPS6",8.19308099644554e-07,-0.494941053504271,0.113,0.26,0.0299874957550903
"ETHE1",8.21844176417438e-07,-0.922809688763784,0.058,0.17,0.0300803187010546
"ATP5PD",8.25362421641555e-07,-0.425031463028467,0.293,0.513,0.0302090899945025
"SRM",8.39211466586537e-07,-0.558438960870379,0.15,0.311,0.0307159788885339
"YRDC",8.42332968698347e-07,-2.17813854741508,0.028,0.115,0.0308302289873282
"ALKBH7",8.46832220081418e-07,-0.781795010654885,0.085,0.215,0.0309949060872
"SIK3",8.7405177457949e-07,-0.868491786963941,0.047,0.151,0.0319911690013839
"LGALS3",8.80351414369439e-07,-0.541148960267165,0.218,0.404,0.0322217421173358
"IDH2",8.81130800579862e-07,-0.562358118241673,0.115,0.26,0.0322502684320235
"HSP90B1",8.82128158872837e-07,0.953783370156868,0.502,0.356,0.0322867727429047
"TRAPPC1",8.8244254426593e-07,-0.500261204194938,0.169,0.337,0.0322982795626773
"ARGLU1",8.8414751950725e-07,-0.314998923840368,0.066,0.186,0.0323606833614849
"PCMTD1",8.84608744501459e-07,-1.0397211609846,0.062,0.176,0.0323775646574979
"ISCA2",8.87525206435009e-07,-1.68777267625401,0.036,0.131,0.0324843100807278
"CFDP1",8.89087221543523e-07,-0.53040263169358,0.073,0.196,0.0325414813957145
"TMSB10",8.89413505920144e-07,-0.254019990538172,0.942,0.984,0.0325534237301832
"TOMM5",8.90606373247125e-07,-0.505087015597391,0.158,0.327,0.032597083867218
"NDFIP1",8.90628113756679e-07,-0.851404527379851,0.103,0.237,0.0325978795916082
"EXOSC3",8.91648715970963e-07,-1.9163847793853,0.021,0.103,0.0326352346532532
"UCHL1",8.968258058638e-07,-0.49995849940596,0.175,0.356,0.0328247213204209
"JMJD1C",9.02416703376353e-07,-0.772497697614906,0.124,0.269,0.0330293537602779
"EEF1E1",9.19847790960132e-07,-0.92875785968579,0.068,0.186,0.0336673489969318
"COMMD1",9.36929132093578e-07,-0.552518608616862,0.073,0.196,0.0342925431637571
"SNRNP70",9.46585175474061e-07,-1.25943101392522,0.083,0.205,0.0346459640075261
"ZNF580",9.50998417299342e-07,-0.996921217233662,0.036,0.131,0.0348074930715732
"ITM2C",9.64907264809435e-07,-1.42846555940296,0.036,0.131,0.0353165707992901
"SMIM20",9.67072392474865e-07,-0.510116791280457,0.053,0.163,0.0353958166369725
"COX6A1",9.72066669002275e-07,-0.491905795580178,0.338,0.558,0.0355786121521523
"EXOSC7",9.74435644756626e-07,-1.48355940285363,0.038,0.135,0.0356653190337373
"ECI2",9.90658362582435e-07,-0.652046515797812,0.088,0.218,0.0362590867288797
"PRDX4",9.94356027786296e-07,-0.548956548588918,0.186,0.353,0.0363944249730062
"MRPL9",9.96669817711833e-07,-1.2283893850389,0.051,0.157,0.0364791119980708
"DDX52",9.9706528365421e-07,-0.764969163001958,0.058,0.17,0.0364935864470278
"PHYH",9.99379764725032e-07,-0.673910285746078,0.049,0.154,0.0365782987687009
"CCDC91",1.00016550694833e-06,-0.953710382911688,0.073,0.192,0.0366070577198156
"DUSP1",1.0099890854438e-06,-0.654001691420608,0.165,0.324,0.0369666105163284
"COL4A1",1.01320392064431e-06,2.10638566641714,0.269,0.141,0.0370842766995023
"PAM16",1.01474712014618e-06,-0.954992802936164,0.068,0.186,0.0371407593444702
"MARCKSL1",1.05097433113558e-06,-0.412348648195019,0.113,0.26,0.0384667114938935
"RGS9",1.05135900003006e-06,-1.48699972629803,0.03,0.119,0.0384807907601003
"EIF3I",1.07606787846479e-06,-0.592807984506065,0.186,0.359,0.0393851604196898
"CD2BP2",1.09184386619834e-06,-1.00837640270512,0.051,0.157,0.0399625773467256
"POP4",1.09309883344205e-06,-0.420437512360866,0.034,0.128,0.0400085104028123
"PER1",1.10087944941089e-06,-1.1656610998848,0.021,0.103,0.0402932887278879
"SAMM50",1.12935011244888e-06,-0.276067548538224,0.053,0.163,0.0413353434657416
"UBE2D2",1.13523088780359e-06,-0.594676522561957,0.122,0.269,0.0415505857244993
"EMC2",1.1414671127741e-06,-0.636970360789046,0.045,0.147,0.0417788377946447
"RASSF8",1.14765148767742e-06,-0.644001046944688,0.062,0.176,0.0420051921004812
"TGFB1",1.15149903618528e-06,-0.9712770561568,0.049,0.154,0.0421460162234174
"MORF4L1",1.15542426937344e-06,-0.497033869459462,0.301,0.522,0.0422896836833373
"CRP",1.1561689100102e-06,1.07674692999416,0.316,0.163,0.0423169382752834
"CAV1",1.15873467197213e-06,-0.283771007931264,0.173,0.349,0.0424108477288519
"BANF1",1.1629939944355e-06,-0.427058660152561,0.137,0.292,0.0425667431903339
"CRIPT",1.18087937410774e-06,-0.854554379972989,0.038,0.135,0.0432213659717174
"NAA10",1.18259488454865e-06,-0.845013136611671,0.135,0.282,0.0432841553693652
"BNIP3L",1.19017250826159e-06,-0.368575652835817,0.105,0.244,0.0435615039748823
"SAMD9",1.19216975509721e-06,-0.989141409135704,0.021,0.103,0.0436346052063131
"SNRPD1",1.22650328118219e-06,-0.605240407747379,0.143,0.298,0.0448912465945492
"PTGES3",1.22681134405801e-06,-0.393895980042943,0.244,0.442,0.0449025220038672
"PON2",1.23535674106635e-06,-0.605284957138781,0.179,0.346,0.0452152920797694
"VAMP5",1.24662669517443e-06,-0.5013068482026,0.113,0.256,0.0456277836700793
"FNTA",1.24741225744084e-06,-0.727980225176935,0.066,0.183,0.0456565360345924
"COA5",1.24973053242248e-06,-0.765269639685349,0.038,0.135,0.0457413872171952
"EPC1",1.25743028585952e-06,-1.22158954332603,0.032,0.122,0.0460232058927445
"MRPL52",1.27723104654872e-06,-0.369276232043849,0.22,0.41,0.0467479335347298
"EXOSC1",1.28610154086703e-06,-0.904344299695063,0.053,0.16,0.0470726024972742
"MRPL22",1.30517985734309e-06,-0.850821804317195,0.079,0.202,0.0477708879586143
"EIF3F",1.31399636398309e-06,-0.379580094495858,0.22,0.417,0.0480935809181451
"VAMP3",1.32811971098586e-06,-0.451957142066291,0.083,0.212,0.0486105095417934
"BDH2",1.34626288986998e-06,-0.877723870809065,0.043,0.141,0.049274568032131
"AHSA1",1.36135430489647e-06,-0.788210440004383,0.077,0.199,0.0498269289135156
