"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Direction"
"ZNF567",9.61920780822153e-11,-1.09148073050117,0.338,0.575,3.52072624988716e-06,"Up_in_2D"
"POLH",9.6589151957888e-11,-0.90487596240841,0.441,0.651,3.53525955081066e-06,"Up_in_2D"
"IRX3",9.67567358098172e-11,1.595263444184,0.459,0.28,3.54139328737512e-06,"Up_in_3D"
"NR2C1",9.71246966406601e-11,-0.488117548554813,0.549,0.756,3.5548610217448e-06,"Up_in_2D"
"RC3H1",9.8444160835898e-11,-0.57979929432062,0.798,0.913,3.6031547307547e-06,"Up_in_2D"
"NDUFB1",9.9033808950141e-11,0.337849006564881,0.919,0.876,3.62473644138411e-06,"Up_in_3D"
"TEX9",9.97995785248491e-11,-0.783916061366456,0.265,0.491,3.652764373588e-06,"Up_in_2D"
"TANC1",1.00471421710731e-10,-1.05658153407865,0.802,0.869,3.67735450603447e-06,"Up_in_2D"
"EEA1",1.00490109193835e-10,-0.464879150878288,0.91,0.964,3.67803848660355e-06,"Up_in_2D"
"OSER1",1.01411246105597e-10,0.636389301246416,0.78,0.767,3.71175301871095e-06,"Up_in_3D"
"FNIP2",1.02595769888554e-10,-0.716746822874792,0.608,0.825,3.75510777369096e-06,"Up_in_2D"
"ZNF43",1.0284459986622e-10,-1.4598845240677,0.379,0.6,3.76421519970354e-06,"Up_in_2D"
"CERS4",1.02936018329893e-10,-1.29118763594103,0.161,0.349,3.76756120689242e-06,"Up_in_2D"
"PDE7A",1.02974555998442e-10,-0.9891002093269,0.568,0.731,3.76897172409898e-06,"Up_in_2D"
"FERMT1",1.02999743920795e-10,-1.73369418206636,0.282,0.513,3.76989362724502e-06,"Up_in_2D"
"TNFAIP1",1.03341461786343e-10,-0.83965848352275,0.59,0.778,3.78240084284194e-06,"Up_in_2D"
"XBP1",1.04096170480333e-10,0.442835133059216,0.909,0.873,3.81002393575065e-06,"Up_in_3D"
"AL049840.5",1.04410058061704e-10,-1.68658060165386,0.139,0.327,3.82151253511644e-06,"Up_in_2D"
"SFMBT1",1.04860175453717e-10,-1.05428462765531,0.252,0.458,3.83798728178149e-06,"Up_in_2D"
"ID2",1.0495843187002e-10,0.976572230045979,0.733,0.589,3.84158356487459e-06,"Up_in_3D"
"NUP133",1.05157591997551e-10,-0.861724278638338,0.491,0.716,3.84887302470238e-06,"Up_in_2D"
"AC010255.1",1.05219200308818e-10,2.55423055099872,0.232,0.058,3.85112795050303e-06,"Up_in_3D"
"FUBP3",1.05532476012675e-10,-0.61827348796435,0.77,0.884,3.86259415453991e-06,"Up_in_2D"
"UXT",1.05617722961131e-10,0.38829556400157,0.916,0.829,3.86571427810034e-06,"Up_in_3D"
"NPIPB4",1.05929169294563e-10,-1.19649368980988,0.333,0.549,3.87711352535031e-06,"Up_in_2D"
"DLGAP1-AS4",1.06463697396949e-10,-4.59651974784912,0.015,0.105,3.89667778842573e-06,"Up_in_2D"
"NACA",1.06553487169071e-10,0.35971691634536,0.956,0.905,3.89996418387519e-06,"Up_in_3D"
"H1FX",1.06567880215319e-10,0.619520569968732,0.786,0.713,3.90049098376089e-06,"Up_in_3D"
"TMEM120B",1.07516501097526e-10,-0.478612917043499,0.555,0.753,3.93521145667054e-06,"Up_in_2D"
"AL117190.2",1.0893271426047e-10,1.45738002498603,0.391,0.2,3.98704627464745e-06,"Up_in_3D"
"JPT2",1.10362624560195e-10,-1.27432276111405,0.479,0.684,4.0393824215277e-06,"Up_in_2D"
"FBXL2",1.12138513407742e-10,-1.25819880641719,0.591,0.785,4.10438172923676e-06,"Up_in_2D"
"DMXL2",1.12837334490894e-10,-1.07266926124571,0.395,0.611,4.1299592797012e-06,"Up_in_2D"
"DCAF12",1.12993521124756e-10,-0.877868323007394,0.49,0.727,4.13567586668719e-06,"Up_in_2D"
"HTT",1.13863229776395e-10,-0.710279724889609,0.68,0.844,4.16750807304583e-06,"Up_in_2D"
"PSMA6",1.14121172200042e-10,0.346240996816525,0.91,0.916,4.17694902369374e-06,"Up_in_3D"
"LRIG3",1.14460323963947e-10,-2.05220565142152,0.302,0.505,4.18936231740443e-06,"Up_in_2D"
"ELOB",1.1588518226654e-10,0.413769611840326,0.947,0.851,4.24151355613764e-06,"Up_in_3D"
"PCSK9",1.16917569705331e-10,-0.889361720483505,0.052,0.185,4.27929996878483e-06,"Up_in_2D"
"BCL2L1",1.17003517279537e-10,-0.975760065740061,0.767,0.887,4.28244573594835e-06,"Up_in_2D"
"KCTD2",1.18020237345193e-10,-0.753051658913576,0.201,0.415,4.31965870707142e-06,"Up_in_2D"
"IPO5",1.18208696428676e-10,-0.532493460894196,0.824,0.865,4.32655649798599e-06,"Up_in_2D"
"AC007285.2",1.18947325966296e-10,-3.38567358936167,0.013,0.102,4.35359107769241e-06,"Up_in_2D"
"LAMTOR2",1.19691392570998e-10,0.410116413289757,0.894,0.815,4.3808246594911e-06,"Up_in_3D"
"ZNF292",1.19728303547543e-10,-0.636246510223823,0.841,0.92,4.38217563814362e-06,"Up_in_2D"
"MBTD1",1.2087835423431e-10,-0.957725181253095,0.586,0.764,4.42426864332996e-06,"Up_in_2D"
"DSE",1.22924653931202e-10,-0.50306130427338,0.83,0.887,4.49916525853592e-06,"Up_in_2D"
"PRPF40B",1.24329462380437e-10,-1.02283518269068,0.448,0.644,4.55058265258637e-06,"Up_in_2D"
"MRPL34",1.24464973263531e-10,0.53422636466721,0.861,0.785,4.55554248641848e-06,"Up_in_3D"
"MIR3936HG",1.25022332656551e-10,-3.14352289600423,0.14,0.316,4.57594239756243e-06,"Up_in_2D"
"DHRS7",1.26669886552613e-10,0.380681680338298,0.891,0.873,4.63624451771217e-06,"Up_in_3D"
"ADAMTS7",1.27347419776493e-10,-0.91883889631614,0.414,0.615,4.66104291123944e-06,"Up_in_2D"
"FDX1",1.27684178941892e-10,0.622657759487205,0.816,0.793,4.6733686334522e-06,"Up_in_3D"
"NOTCH1",1.28799376294789e-10,-1.47379484503864,0.202,0.407,4.71418597176557e-06,"Up_in_2D"
"RBM8A",1.30263834787204e-10,0.445749529560944,0.886,0.804,4.76778661704644e-06,"Up_in_3D"
"NBR2",1.30997211558461e-10,-0.999505714106447,0.313,0.538,4.79462894025122e-06,"Up_in_2D"
"RCOR1",1.31305278961479e-10,-0.711773366490975,0.73,0.891,4.80590451526908e-06,"Up_in_2D"
"NUAK2",1.32268662444267e-10,-2.40727818464924,0.146,0.331,4.8411653141226e-06,"Up_in_2D"
"FGFR1OP",1.32914177155416e-10,-0.886372114228521,0.425,0.651,4.8647917980654e-06,"Up_in_2D"
"ZNF616",1.34010095359088e-10,-1.00146367289323,0.187,0.396,4.90490350023799e-06,"Up_in_2D"
"ABHD17C",1.34462459178424e-10,-0.967138907916452,0.291,0.502,4.9214604683895e-06,"Up_in_2D"
"ATP5F1D",1.36183447547381e-10,0.431179126920678,0.922,0.858,4.9844503636817e-06,"Up_in_3D"
"AC011389.1",1.38880615079921e-10,-3.44875160541043,0.043,0.167,5.0831693925402e-06,"Up_in_2D"
"MTFR2",1.39774911955584e-10,2.33315201563078,0.239,0.069,5.11590155248633e-06,"Up_in_3D"
"SHROOM2",1.40680824932212e-10,-1.70197715065377,0.137,0.313,5.14905887334391e-06,"Up_in_2D"
"KCTD21-AS1",1.42812663069928e-10,-1.04136467550287,0.162,0.36,5.22708628102244e-06,"Up_in_2D"
"ZDHHC9",1.43975848838052e-10,-0.546023898354447,0.591,0.771,5.26966004332154e-06,"Up_in_2D"
"AC055733.2",1.44146429363602e-10,-2.86424568918997,0.115,0.28,5.27590346113719e-06,"Up_in_2D"
"SCARB1",1.44702162777226e-10,-0.762504148979546,0.386,0.604,5.29624385980924e-06,"Up_in_2D"
"TAPBP",1.45130162430866e-10,-0.560643086010908,0.795,0.902,5.31190907513211e-06,"Up_in_2D"
"CYBRD1",1.45257862089598e-10,-0.782312542615174,0.802,0.833,5.31658301034136e-06,"Up_in_2D"
"CAP1",1.4676265991921e-10,-0.614820120409876,0.925,0.953,5.37166011570301e-06,"Up_in_2D"
"AC091563.1",1.47431293863247e-10,-1.0648738523185,0.246,0.458,5.39613278668871e-06,"Up_in_2D"
"C4orf48",1.48210212441925e-10,0.439833505961025,0.92,0.796,5.4246419855869e-06,"Up_in_3D"
"NAPEPLD",1.48234588480581e-10,-1.31293839560746,0.27,0.48,5.42553417297773e-06,"Up_in_2D"
"OSBPL10",1.48710550970744e-10,-0.867670288846822,0.49,0.705,5.4429548760802e-06,"Up_in_2D"
"OLR1",1.50394203501996e-10,-1.93300964696928,0.022,0.124,5.50457824237657e-06,"Up_in_2D"
"METRN",1.52654429515344e-10,0.519236320603633,0.886,0.844,5.5873047746911e-06,"Up_in_3D"
"RBM6",1.53032536188805e-10,-0.818780614931534,0.866,0.913,5.60114385704646e-06,"Up_in_2D"
"ZNF142",1.53165407225533e-10,-0.857554509819691,0.232,0.451,5.60600706986174e-06,"Up_in_2D"
"PPFIA4",1.53402955071226e-10,-1.54408916616141,0.018,0.113,5.61470155856195e-06,"Up_in_2D"
"AC048341.2",1.54715709491212e-10,-1.31627866408714,0.066,0.211,5.66274968308783e-06,"Up_in_2D"
"AL078587.2",1.55143051300818e-10,-1.32584206862484,0.121,0.298,5.67839082066125e-06,"Up_in_2D"
"FTX",1.55329397327538e-10,-1.09873123883094,0.928,0.942,5.68521127158522e-06,"Up_in_2D"
"LPCAT3",1.5563908602096e-10,-0.773779327774127,0.482,0.709,5.69654618745314e-06,"Up_in_2D"
"FLRT3",1.55685957221739e-10,-2.16474430841962,0.127,0.295,5.69826172027288e-06,"Up_in_2D"
"SH3TC1",1.57745188182357e-10,-2.28402433665028,0.099,0.255,5.77363163266246e-06,"Up_in_2D"
"AC112721.2",1.58583345140968e-10,1.44501782511921,0.24,0.062,5.80430901550457e-06,"Up_in_3D"
"HIF1A-AS1",1.59229086470493e-10,-1.75441197750201,0.088,0.244,5.82794379390652e-06,"Up_in_2D"
"KRAS",1.60370673025556e-10,-0.538797490831772,0.832,0.895,5.86972700340837e-06,"Up_in_2D"
"MMAB",1.60737239173312e-10,-0.536953140237132,0.711,0.782,5.88314369098239e-06,"Up_in_2D"
"SCAP",1.61264190202862e-10,-0.376789104182808,0.473,0.68,5.90243062561496e-06,"Up_in_2D"
"CDKL5",1.61364006847376e-10,-0.92704201917056,0.472,0.709,5.90608401462081e-06,"Up_in_2D"
"IQGAP1",1.61849130068525e-10,-0.348226893147001,0.92,0.964,5.9238400096381e-06,"Up_in_2D"
"RNF144B",1.64217940435033e-10,-2.62121388702868,0.053,0.182,6.01054083786263e-06,"Up_in_2D"
"MFAP3",1.65798246133452e-10,-0.701115192557221,0.447,0.68,6.06838160673049e-06,"Up_in_2D"
"LRCH1",1.67828718004425e-10,-1.31023147878158,0.621,0.793,6.14269890767998e-06,"Up_in_2D"
"PLS3-AS1",1.69333585136249e-10,-2.2518149471121,0.056,0.189,6.19777854957184e-06,"Up_in_2D"
"AC023590.1",1.71123250135737e-10,-5.12734875383979,0.034,0.145,6.26328207821812e-06,"Up_in_2D"
"SLC25A43",1.71165918581635e-10,-0.830198278027822,0.63,0.785,6.2648437860064e-06,"Up_in_2D"
"VPS13A",1.72251134495625e-10,-0.738257269165884,0.73,0.887,6.30456377367438e-06,"Up_in_2D"
"GSN-AS1",1.73379700278542e-10,-1.96964924574067,0.013,0.102,6.3458704098949e-06,"Up_in_2D"
"SEMA4G",1.75529302556064e-10,-2.63729909215626,0.046,0.171,6.4245480028545e-06,"Up_in_2D"
"PAWR",1.75569580102019e-10,-1.03131850045835,0.832,0.887,6.426022201314e-06,"Up_in_2D"
"IREB2",1.75578634755213e-10,-0.621319934187865,0.723,0.876,6.42635361067555e-06,"Up_in_2D"
"STRN",1.75751943986793e-10,-0.665403507917873,0.724,0.862,6.4326969018606e-06,"Up_in_2D"
"TMEM205",1.78834257302501e-10,0.666864151723215,0.833,0.731,6.54551265152884e-06,"Up_in_3D"
"SNHG8",1.79748203294835e-10,0.492206188010783,0.9,0.84,6.57896398879425e-06,"Up_in_3D"
"ZNF343",1.79858913155708e-10,-1.10509611799031,0.189,0.389,6.58301608041205e-06,"Up_in_2D"
"DSC3",1.80997296941603e-10,-1.9165338059182,0.049,0.175,6.6246820653596e-06,"Up_in_2D"
"ZKSCAN1",1.82337523817031e-10,-0.606550908514712,0.824,0.913,6.67373570922716e-06,"Up_in_2D"
"CTNND2",1.82669356805295e-10,-4.98789757092478,0.024,0.124,6.6858811284306e-06,"Up_in_2D"
"PPP1R3C",1.83697533423015e-10,-2.17894183416819,0.094,0.251,6.72351342081578e-06,"Up_in_2D"
"VPS28",1.84005054826417e-10,0.495665614921469,0.9,0.807,6.7347690117017e-06,"Up_in_3D"
"AL359094.1",1.84811250068205e-10,-2.72211188835558,0.105,0.262,6.76427656374636e-06,"Up_in_2D"
"TTC23L",1.85227454568191e-10,2.25455243342601,0.233,0.058,6.77951006465035e-06,"Up_in_3D"
"RTN3",1.85599910259133e-10,-0.389471653617308,0.907,0.935,6.79314231539454e-06,"Up_in_2D"
"ARHGAP26",1.90644271608416e-10,-0.986405586187247,0.609,0.804,6.97777098513964e-06,"Up_in_2D"
"SPRY2",1.90997102902548e-10,1.27875778411016,0.633,0.513,6.99068496333617e-06,"Up_in_3D"
"TMEM131L",1.91747528088421e-10,-1.36096531002399,0.432,0.651,7.01815127556428e-06,"Up_in_2D"
"DNAJA1",1.93543489061453e-10,0.43327527248161,0.941,0.884,7.08388524313825e-06,"Up_in_3D"
"FRY",1.97143392270473e-10,-1.55920055600201,0.389,0.607,7.21564530049159e-06,"Up_in_2D"
"RPS21",1.97182764663891e-10,0.332256366998533,0.963,0.953,7.21708636946308e-06,"Up_in_3D"
"GAS6-DT",1.97287775487952e-10,-1.30467671389334,0.117,0.287,7.22092987063455e-06,"Up_in_2D"
"GPRC5B",1.97924616080063e-10,-0.813964872478102,0.378,0.6,7.24423887314637e-06,"Up_in_2D"
"VTI1A",1.98986636208524e-10,-0.864027408953084,0.841,0.924,7.28310987186818e-06,"Up_in_2D"
"MBD2",1.990610942749e-10,-0.497395191292108,0.861,0.916,7.2858351115556e-06,"Up_in_2D"
"CGREF1",2.01373080755662e-10,-1.04654756569142,0.32,0.535,7.37045612873797e-06,"Up_in_2D"
"DLGAP4-AS1",2.02821612694169e-10,-1.41950791296304,0.264,0.473,7.42347384621928e-06,"Up_in_2D"
"LINC01133",2.04149039673945e-10,-0.93194685526069,0.681,0.735,7.47205900110608e-06,"Up_in_2D"
"MEGF9",2.07207265815108e-10,-1.21767976976796,0.447,0.676,7.58399313609878e-06,"Up_in_2D"
"AC079336.4",2.08805889755079e-10,-2.17550510383205,0.096,0.255,7.64250437092565e-06,"Up_in_2D"
"ABL1",2.09291918458077e-10,-0.70992875392094,0.836,0.924,7.66029350748407e-06,"Up_in_2D"
"NEDD4L",2.13870085990906e-10,-2.18270863679411,0.235,0.44,7.82785901735315e-06,"Up_in_2D"
"LATS1",2.15747886348871e-10,-0.657183949329748,0.633,0.829,7.89658838825501e-06,"Up_in_2D"
"ATP5IF1",2.17056423028296e-10,0.385338198188099,0.922,0.869,7.94448213925866e-06,"Up_in_3D"
"ZNF12",2.21509377069526e-10,-0.996216319267324,0.46,0.691,8.10746471012172e-06,"Up_in_2D"
"SNX18",2.24913966526248e-10,-0.668008071480075,0.543,0.72,8.23207608882722e-06,"Up_in_2D"
"FAM193A",2.26878691027238e-10,-0.642243166560741,0.733,0.855,8.30398697028793e-06,"Up_in_2D"
"API5",2.28214803929666e-10,-0.482485816870748,0.751,0.858,8.3528900386297e-06,"Up_in_2D"
"HMOX1",2.29656992724489e-10,1.47146478828331,0.647,0.56,8.40567559070903e-06,"Up_in_3D"
"AL691447.2",2.2980159832152e-10,-1.11221757818397,0.086,0.247,8.41096830016596e-06,"Up_in_2D"
"XPNPEP3",2.30988980785652e-10,-0.658951945566796,0.624,0.804,8.45442768573565e-06,"Up_in_2D"
"SF3B6",2.32475250170906e-10,0.375792151317566,0.922,0.836,8.50882663150533e-06,"Up_in_3D"
"DENND5A",2.34630539727829e-10,-0.658945719480548,0.81,0.887,8.58771238457828e-06,"Up_in_2D"
"CDH13",2.35251431597739e-10,-0.829602166842034,0.687,0.815,8.61043764790886e-06,"Up_in_2D"
"LINC01772",2.37176992658879e-10,-2.69102483286203,0.05,0.178,8.68091510830764e-06,"Up_in_2D"
"HMGA2-AS1",2.39785893490977e-10,0.124387478699796,0.591,0.411,8.77640348766324e-06,"Up_in_3D"
"CELSR1",2.40585488646936e-10,-2.97027720083742,0.052,0.178,8.80566946996649e-06,"Up_in_2D"
"DCP2",2.41039057942864e-10,-0.756328733468449,0.645,0.829,8.82227055976676e-06,"Up_in_2D"
"MEGF6",2.41318454854536e-10,-1.22406436530946,0.206,0.404,8.83249676613089e-06,"Up_in_2D"
"ZNF219",2.42161175568937e-10,-1.01949449446961,0.173,0.375,8.86334118699864e-06,"Up_in_2D"
"SFI1",2.431982055797e-10,-1.1090029846685,0.308,0.524,8.9012975224226e-06,"Up_in_2D"
"AL357079.1",2.43299254965367e-10,-0.370031452160538,0.018,0.113,8.90499603098738e-06,"Up_in_2D"
"TBC1D22A",2.45386790748456e-10,-0.571806041492302,0.817,0.913,8.98140192818424e-06,"Up_in_2D"
"PLEKHG1",2.45588997085529e-10,-2.00999360433222,0.32,0.527,8.98880288232744e-06,"Up_in_2D"
"ATL3",2.47092217715976e-10,-0.377527984504643,0.826,0.905,9.04382226062245e-06,"Up_in_2D"
"CHCHD7",2.51405533427092e-10,0.710195276774589,0.78,0.764,9.20169392896499e-06,"Up_in_3D"
"EN1",2.51602538438853e-10,1.40376711643402,0.389,0.185,9.20890450940047e-06,"Up_in_3D"
"ATXN7L1",2.52455988620268e-10,-1.17290866221853,0.586,0.756,9.24014163949044e-06,"Up_in_2D"
"SLC39A9",2.53096173420488e-10,-0.580588137669662,0.633,0.844,9.2635730433633e-06,"Up_in_2D"
"PPIC",2.53117804674937e-10,0.43328527172922,0.913,0.811,9.26436476890735e-06,"Up_in_3D"
"RAD1",2.53202243848552e-10,-0.737953082650404,0.556,0.713,9.26745532710085e-06,"Up_in_2D"
"AURKAIP1",2.59588810723557e-10,0.442868119718899,0.912,0.815,9.50121006129292e-06,"Up_in_3D"
"IER3",2.60041964842139e-10,1.04514577282516,0.853,0.829,9.51779595518713e-06,"Up_in_3D"
"PIP5K1C",2.70181039037665e-10,-0.12739271887291,0.544,0.756,9.88889620981757e-06,"Up_in_2D"
"SLC25A17",2.70616346156586e-10,-0.90916390709367,0.603,0.8,9.9048288856772e-06,"Up_in_2D"
"SF3B5",2.71611265107707e-10,0.413957613529739,0.897,0.804,9.94124391420719e-06,"Up_in_3D"
"FNTB",2.73017514106862e-10,-1.23199603058584,0.392,0.618,9.99271403382525e-06,"Up_in_2D"
"PELI2",2.73178428226529e-10,0.794847527204154,0.706,0.545,9.99860365151917e-06,"Up_in_3D"
"PDE6D",2.74660430941813e-10,-0.792784292061734,0.481,0.702,1.00528464329013e-05,"Up_in_2D"
"LRP8",2.79005097272743e-10,-0.668505516284058,0.267,0.484,1.02118655652797e-05,"Up_in_2D"
"DMD",2.79501792403622e-10,-1.30878001608329,0.633,0.778,1.0230045103765e-05,"Up_in_2D"
"CELF2",2.83640630594053e-10,-0.836881828843115,0.401,0.589,1.03815307203729e-05,"Up_in_2D"
"ERCC2",2.84365292425318e-10,-0.596572508200074,0.4,0.604,1.04080540680591e-05,"Up_in_2D"
"CLMN",2.8806886726425e-10,-2.5961136171451,0.122,0.287,1.05436086107388e-05,"Up_in_2D"
"KDM4A",2.91507392858304e-10,-0.650650569939099,0.56,0.749,1.06694620860068e-05,"Up_in_2D"
"LRRFIP1",2.92875809476663e-10,-0.350166200047306,0.944,0.971,1.07195475026553e-05,"Up_in_2D"
"CUL4B",2.93812933790196e-10,0.66665632177258,0.833,0.793,1.0753847189655e-05,"Up_in_3D"
"ZFHX2",2.93813033785488e-10,-2.64057338708675,0.049,0.175,1.07538508495826e-05,"Up_in_2D"
"AP003110.1",2.96317220792767e-10,-2.57088832262041,0.027,0.131,1.08455065982361e-05,"Up_in_2D"
"ISOC2",2.98320485639775e-10,0.574866601948675,0.824,0.76,1.09188280949014e-05,"Up_in_3D"
"NDUFAF4",3.00006931636544e-10,0.831383762267867,0.764,0.713,1.09805537048291e-05,"Up_in_3D"
"GATM",3.01468730726443e-10,-1.69491575662549,0.088,0.247,1.10340570133186e-05,"Up_in_2D"
"RNF170",3.02173410429628e-10,-0.596823804904632,0.624,0.818,1.10598489951348e-05,"Up_in_2D"
"ITCH",3.07022069467292e-10,-0.524387567818105,0.858,0.938,1.12373147645724e-05,"Up_in_2D"
"TMEM14C",3.07186684522451e-10,0.372595761162968,0.923,0.84,1.12433398402062e-05,"Up_in_3D"
"RPL41",3.08318201165028e-10,0.348410545623606,0.981,0.96,1.12847544808412e-05,"Up_in_3D"
"MYO1H",3.10056677351682e-10,-1.66861690784172,0.075,0.225,1.13483844477489e-05,"Up_in_2D"
"ACTR3B",3.10709104563315e-10,-0.840674214929906,0.288,0.52,1.13722639361219e-05,"Up_in_2D"
"CARD19",3.13187365099694e-10,0.816007635874809,0.745,0.662,1.14629707500139e-05,"Up_in_3D"
"CTPS2",3.17224420794538e-10,-1.39275122652077,0.385,0.596,1.16107310255009e-05,"Up_in_2D"
"GNA13",3.17847150641805e-10,-0.800281909202738,0.643,0.833,1.16335235606407e-05,"Up_in_2D"
"MAP3K21",3.1832585061753e-10,-0.895547288220008,0.078,0.225,1.16510444584522e-05,"Up_in_2D"
"PAPSS2",3.18448285316113e-10,-0.828173128001796,0.895,0.909,1.1655525690855e-05,"Up_in_2D"
"KIF3B",3.22017214124666e-10,-0.487832801065101,0.646,0.811,1.17861520541769e-05,"Up_in_2D"
"AC073593.2",3.2547298834401e-10,-2.84631857669524,0.043,0.164,1.19126368463791e-05,"Up_in_2D"
"DCTN1",3.34867564700308e-10,-0.647056197290173,0.737,0.825,1.2256487735596e-05,"Up_in_2D"
"COX5A",3.38712976924137e-10,0.460604973944754,0.922,0.847,1.23972336684003e-05,"Up_in_3D"
"PHF21A",3.41608241838014e-10,-0.800306360174236,0.783,0.887,1.25032032595131e-05,"Up_in_2D"
"DNAJC6",3.46743860532091e-10,-2.85662512657145,0.071,0.207,1.26911720393351e-05,"Up_in_2D"
"DOCK5",3.4728391716467e-10,-1.23635458289436,0.724,0.829,1.27109386521441e-05,"Up_in_2D"
"CDYL",3.53672090435812e-10,-0.448025394072485,0.848,0.913,1.29447521820412e-05,"Up_in_2D"
"MAP3K10",3.53720557316843e-10,-0.912994384108612,0.237,0.444,1.29465261183538e-05,"Up_in_2D"
"NSDHL",3.55013851792125e-10,-1.18508464256709,0.454,0.647,1.29938619894436e-05,"Up_in_2D"
"RFNG",3.55534276230111e-10,0.972661738164656,0.737,0.702,1.30129100442983e-05,"Up_in_3D"
"POLR2C",3.58227589699926e-10,0.581349424809035,0.742,0.727,1.3111488010607e-05,"Up_in_3D"
"COX4I1",3.66029987183296e-10,0.339572894815194,0.941,0.905,1.33970635608958e-05,"Up_in_3D"
"SRRM3",3.6926074848388e-10,1.57997750206277,0.345,0.156,1.35153126552585e-05,"Up_in_3D"
"SNHG7",3.70115962974068e-10,0.482919828249087,0.875,0.833,1.35466143608139e-05,"Up_in_3D"
"TYW5",3.70262663455645e-10,-1.2175533421421,0.445,0.673,1.35519837451401e-05,"Up_in_2D"
"NAT14",3.74279288946554e-10,1.36883385396468,0.583,0.491,1.36989962547328e-05,"Up_in_3D"
"HOOK3",3.84621542033663e-10,-0.546817250425781,0.873,0.942,1.40775330599741e-05,"Up_in_2D"
"TBC1D12",3.85658280652662e-10,-0.83386765178019,0.558,0.735,1.41154787301681e-05,"Up_in_2D"
"FIG4",3.86427894551956e-10,-0.772125636283452,0.341,0.567,1.41436473684962e-05,"Up_in_2D"
"KATNAL1",3.86449753256796e-10,-0.735516859950893,0.634,0.8,1.4144447418952e-05,"Up_in_2D"
"GSDME",3.86459131481463e-10,-0.814008167262489,0.527,0.691,1.4144790671353e-05,"Up_in_2D"
"TNIK",3.91111268435005e-10,-1.18433603585063,0.634,0.753,1.43150635359896e-05,"Up_in_2D"
"YWHAG",3.95244358020953e-10,-0.37441504483691,0.888,0.913,1.44663387479249e-05,"Up_in_2D"
"CCPG1",3.95516679216272e-10,0.457135139547138,0.898,0.891,1.44763059759948e-05,"Up_in_3D"
"HMBOX1",4.08188971397672e-10,-0.976240617848524,0.714,0.836,1.49401245421262e-05,"Up_in_2D"
"RNF185",4.08762342935177e-10,-0.636732801918136,0.544,0.756,1.49611105137704e-05,"Up_in_2D"
"ITGA6",4.12314979481598e-10,-2.01469583389189,0.105,0.262,1.5091140564006e-05,"Up_in_2D"
"CAB39",4.13622998517733e-10,-0.672241657410037,0.765,0.902,1.51390153687476e-05,"Up_in_2D"
"PWWP3B",4.14745598930173e-10,-1.50239024964279,0.038,0.153,1.51801036664433e-05,"Up_in_2D"
"PHLPP2",4.1572244312759e-10,-1.36205632533576,0.438,0.644,1.52158571409129e-05,"Up_in_2D"
"PGRMC1",4.16947535698554e-10,0.472569840557435,0.867,0.796,1.52606967541028e-05,"Up_in_3D"
"GFM2",4.17200009435068e-10,-0.84788383746003,0.487,0.72,1.52699375453329e-05,"Up_in_2D"
"RASSF8",4.21818247724341e-10,0.484801278455096,0.906,0.909,1.54389696849586e-05,"Up_in_3D"
"EIF4E",4.28912753478446e-10,-0.478220195513289,0.798,0.891,1.56986356900646e-05,"Up_in_2D"
"DOCK11",4.29114865464399e-10,-1.18722663111616,0.617,0.764,1.57060331908625e-05,"Up_in_2D"
"MIPEP",4.3286929901603e-10,-0.681490395337236,0.51,0.731,1.58434492132857e-05,"Up_in_2D"
"MIR22HG",4.33064678160089e-10,0.68557864319615,0.816,0.796,1.58506002853374e-05,"Up_in_3D"
"ABLIM3",4.3967004112589e-10,0.446156017119704,0.863,0.811,1.60923631752487e-05,"Up_in_3D"
"EVI5",4.40157560211526e-10,-0.563236684112809,0.912,0.975,1.61102068613021e-05,"Up_in_2D"
"UBA3",4.40593024265158e-10,-0.623161149809895,0.72,0.873,1.61261452811291e-05,"Up_in_2D"
"GPT2",4.41210531108451e-10,-0.22606551205287,0.299,0.52,1.61487466491004e-05,"Up_in_2D"
"SHB",4.44002875550824e-10,-1.10228775249212,0.506,0.709,1.62509492480357e-05,"Up_in_2D"
"FOXJ3",4.45435470469187e-10,-0.696496479162364,0.773,0.887,1.63033836546427e-05,"Up_in_2D"
"TMEM97",4.4666636686538e-10,-0.513404969483326,0.333,0.56,1.63484356936398e-05,"Up_in_2D"
"METTL2B",4.48255470921032e-10,-0.592241508343184,0.65,0.822,1.64065984911807e-05,"Up_in_2D"
"SSH2",4.5206673526913e-10,-0.974879751408562,0.822,0.905,1.65460945775854e-05,"Up_in_2D"
"RPS6KB1",4.55170221599635e-10,-0.58905299735949,0.647,0.844,1.66596852807682e-05,"Up_in_2D"
"CEP112",4.57049167891889e-10,-0.694966162035615,0.627,0.833,1.6728456594011e-05,"Up_in_2D"
"MGRN1",4.63160372413358e-10,-0.673169003291004,0.571,0.782,1.69521327907013e-05,"Up_in_2D"
"AC131568.1",4.64800187103973e-10,-2.42373662924659,0.106,0.265,1.70121516481925e-05,"Up_in_2D"
"PSMB6",4.72097114858535e-10,0.423572828608646,0.907,0.833,1.72792265009373e-05,"Up_in_3D"
"AC004253.1",4.75882501853811e-10,-2.00318248482391,0.149,0.331,1.74177754503513e-05,"Up_in_2D"
"DCUN1D4",4.76654079799324e-10,-0.64624211416411,0.752,0.858,1.74460159747351e-05,"Up_in_2D"
