"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Direction"
"MT2A",4.30168680404896e-63,1.88198481986332,0.993,0.985,1.57446038714996e-58,"Up_in_3D"
"AK4",9.87061381676607e-60,-3.01827005772841,0.217,0.731,3.61274336307455e-55,"Up_in_2D"
"TGFBI",6.37203945760456e-57,1.85350499901928,0.942,0.833,2.33223016187785e-52,"Up_in_3D"
"MT1E",3.87188084904515e-54,1.81035933484847,0.959,0.858,1.41714710955902e-49,"Up_in_3D"
"FOSB",1.96445766284348e-50,3.24866009494259,0.76,0.331,7.19011149177341e-46,"Up_in_3D"
"DHCR24",8.14168369805134e-48,-1.77814111734964,0.364,0.825,2.97993765032377e-43,"Up_in_2D"
"S100A13",1.64362758522822e-46,1.09004288213092,0.934,0.825,6.01584132469382e-42,"Up_in_3D"
"ADGRD1",5.73045017609775e-46,-3.51925314779039,0.147,0.556,2.09740206895354e-41,"Up_in_2D"
"MBP",6.19979635367312e-46,-2.01185796154621,0.353,0.775,2.2691874634079e-41,"Up_in_2D"
"RAB13",7.80887888674293e-46,1.11015276458162,0.941,0.858,2.85812776133678e-41,"Up_in_3D"
"FKBP10",1.24446269400323e-44,1.16376590607919,0.92,0.822,4.55485790632122e-40,"Up_in_3D"
"IGFBP6",1.71762777115544e-43,1.50560858082624,0.931,0.76,6.28668940520601e-39,"Up_in_3D"
"FOS",3.23850983429209e-43,2.20730878403002,0.875,0.68,1.18532698444925e-38,"Up_in_3D"
"HMGB1",2.22326768503413e-42,0.75786610005582,0.962,0.938,8.13738205399342e-38,"Up_in_3D"
"EGR1",6.06077324358581e-42,2.25493913372312,0.807,0.491,2.21830361488484e-37,"Up_in_3D"
"PPP1R15A",2.4583214292127e-41,1.52098390096995,0.876,0.782,8.99770226306141e-37,"Up_in_3D"
"CCDC181",3.72150066086761e-41,4.65499355209555,0.555,0.091,1.36210645688416e-36,"Up_in_3D"
"NR4A3",4.17366915136136e-41,4.0492142138267,0.637,0.207,1.52760464608977e-36,"Up_in_3D"
"HSPG2",4.93691974551516e-40,-1.28375941391008,0.824,0.931,1.806961996056e-35,"Up_in_2D"
"HIF1A",1.42008703464317e-39,-0.969914705264267,0.934,0.975,5.19766055549746e-35,"Up_in_2D"
"ACTN4",2.67944562318329e-39,-1.11509196548432,0.919,0.967,9.80703892541317e-35,"Up_in_2D"
"INMT",2.89681246250003e-39,-2.57914485783415,0.115,0.498,1.06026232939964e-34,"Up_in_2D"
"B4GALT5",3.31808624847317e-39,-1.98489194672614,0.625,0.895,1.21445274780367e-34,"Up_in_2D"
"PTPRF",3.86738344326181e-39,-2.66889980237915,0.257,0.68,1.41550101406826e-34,"Up_in_2D"
"BTG1",1.63578750772413e-38,1.24546641804622,0.904,0.873,5.9871458570211e-34,"Up_in_3D"
"PARD3B",8.24647853884466e-38,-2.17446391174265,0.705,0.895,3.01829361000253e-33,"Up_in_2D"
"HMGA1",1.13097192330872e-37,1.64354068435745,0.889,0.764,4.13947033650225e-33,"Up_in_3D"
"TIMP1",1.64297030448207e-37,1.21337721439476,0.976,0.927,6.01343561143483e-33,"Up_in_3D"
"AFAP1",2.24057298032779e-37,-1.26614471285258,0.798,0.931,8.20072116529774e-33,"Up_in_2D"
"TGFB1",2.54910483827893e-37,1.19954189890773,0.931,0.865,9.32997861858469e-33,"Up_in_3D"
"NDUFB4",2.85348020733941e-37,0.788111142223198,0.929,0.851,1.0444022906883e-32,"Up_in_3D"
"MYH9",2.96457671393919e-37,-1.3340827127505,0.942,0.96,1.08506472306888e-32,"Up_in_2D"
"CD99",3.65677853933514e-37,0.710145448620743,0.956,0.927,1.33841751318205e-32,"Up_in_3D"
"TP53I11",5.10836021486924e-37,-2.39542149460352,0.394,0.767,1.86971092224429e-32,"Up_in_2D"
"ARHGAP29",8.1282753905386e-37,-1.75900226234033,0.645,0.884,2.97503007569103e-32,"Up_in_2D"
"NR4A2",1.64061842356633e-36,2.84007560922328,0.662,0.305,6.00482749209514e-32,"Up_in_3D"
"TULP2",2.21867025957569e-36,4.80106054700336,0.451,0.022,8.120555017073e-32,"Up_in_3D"
"FAP",2.30784146712503e-36,1.20252158586659,0.914,0.727,8.44693055382432e-32,"Up_in_3D"
"FABP3",1.37975052256258e-35,-3.00782951423222,0.08,0.411,5.05002488763131e-31,"Up_in_2D"
"DAB2",1.53460990400292e-35,-1.58374572009943,0.854,0.902,5.61682570964107e-31,"Up_in_2D"
"CHST15",9.12299171814341e-35,-2.11321089692041,0.279,0.68,3.33910619875767e-30,"Up_in_2D"
"ADCY9",1.91680698826396e-34,-1.86779454619101,0.438,0.793,7.01570525774492e-30,"Up_in_2D"
"H3F3B",4.60665788631694e-34,0.70027452516281,0.945,0.898,1.68608285297086e-29,"Up_in_3D"
"ATP2B4",4.96042827037056e-34,-1.32889790643783,0.743,0.902,1.81556635123833e-29,"Up_in_2D"
"FAM222B",5.72999325090912e-34,-1.28459525831589,0.63,0.876,2.09723482976525e-29,"Up_in_2D"
"COL6A3",1.10426983490561e-33,1.18499023069354,0.96,0.847,4.04173802273802e-29,"Up_in_3D"
"RCN3",1.3202130708802e-33,1.05403024363966,0.898,0.695,4.83211186072862e-29,"Up_in_3D"
"GCNT4",1.42764018300835e-33,-3.16136735771593,0.121,0.465,5.22530583382888e-29,"Up_in_2D"
"MTRNR2L12",1.48001453843764e-33,0.98272868445534,0.994,0.949,5.4170012121356e-29,"Up_in_3D"
"DHRS3",2.57692849986557e-33,1.77361208902747,0.808,0.545,9.43181600235799e-29,"Up_in_3D"
"SRSF5",3.60304269538404e-33,0.663345382060181,0.897,0.916,1.31874965693751e-28,"Up_in_3D"
"INAFM1",4.89506760165548e-33,1.66939817249826,0.799,0.611,1.79164369288192e-28,"Up_in_3D"
"KAZN",5.49029725323645e-33,-1.85625940856443,0.426,0.804,2.00950369765707e-28,"Up_in_2D"
"CIRBP",6.44012739480378e-33,0.930957633044089,0.907,0.88,2.35715102777213e-28,"Up_in_3D"
"PLCG2",8.9182021196853e-33,0.624651742858359,0.882,0.789,3.26415115782602e-28,"Up_in_3D"
"GIT2",9.27592455480966e-33,-1.36229388073313,0.549,0.855,3.39508114630588e-28,"Up_in_2D"
"TEX2",9.90761915730338e-33,-2.06715228002311,0.382,0.742,3.62628768776461e-28,"Up_in_2D"
"CORO1C",2.76489462681295e-32,-0.937096514038285,0.796,0.935,1.01197908235981e-27,"Up_in_2D"
"MT1X",2.94373685614524e-32,1.31228637990154,0.912,0.829,1.07743712671772e-27,"Up_in_3D"
"MAP3K1",4.21923497002819e-32,-2.4567394627002,0.239,0.618,1.54428219138002e-27,"Up_in_2D"
"AKR1C1",5.61869501542458e-32,1.73491011534068,0.87,0.72,2.05649856259555e-27,"Up_in_3D"
"MT-ND4L",2.70494400687993e-31,0.801599700048511,0.99,0.935,9.90036555958122e-27,"Up_in_3D"
"SLC10A1",2.93300001721955e-31,3.58770304725261,0.456,0.065,1.07350733630253e-26,"Up_in_3D"
"PIP5K1A",3.18911923258247e-31,-1.41191674060912,0.695,0.876,1.16724953031751e-26,"Up_in_2D"
"LIMA1",3.75459741575008e-31,-1.18338755441972,0.882,0.938,1.37422020013869e-26,"Up_in_2D"
"LTBP1",4.30899898294116e-31,1.38975034838308,0.904,0.764,1.57713671774629e-26,"Up_in_3D"
"MYH10",4.68456280900789e-31,-1.96286981712617,0.82,0.916,1.71459683372498e-26,"Up_in_2D"
"HIF1A-AS3",5.63006085960157e-31,-2.49662041593063,0.501,0.811,2.06065857522277e-26,"Up_in_2D"
"SH3KBP1",6.20600132383075e-31,1.06727271924016,0.923,0.88,2.27145854453529e-26,"Up_in_3D"
"PODN",6.86156899161503e-31,-2.41141218598995,0.121,0.462,2.51140286662102e-26,"Up_in_2D"
"C1orf198",7.64634593350657e-31,-1.66068755284207,0.442,0.76,2.79863907512274e-26,"Up_in_2D"
"CTSD",1.10370875183069e-30,0.949756523752528,0.925,0.898,4.03968440257552e-26,"Up_in_3D"
"HAS2",2.15011116548642e-30,2.17167554108567,0.625,0.233,7.86962187679686e-26,"Up_in_3D"
"STXBP1",2.17757551315814e-30,-1.52219035883185,0.5,0.807,7.97014413571012e-26,"Up_in_2D"
"NBL1",2.18538477662826e-30,1.59679585864035,0.838,0.742,7.99872682093708e-26,"Up_in_3D"
"COL7A1",2.97862783351683e-30,2.62891414590103,0.659,0.316,1.0902075733455e-25,"Up_in_3D"
"MAP4K3-DT",3.06869189244382e-30,-1.43171239884612,0.671,0.865,1.12317191955336e-25,"Up_in_2D"
"EPAS1",3.4057324097261e-30,-1.3278379646989,0.656,0.869,1.24653211928385e-25,"Up_in_2D"
"FAM193B",3.95272491087115e-30,-1.23655552078185,0.416,0.764,1.44673684462795e-25,"Up_in_2D"
"RAD23B",5.13210395053962e-30,-0.721932409416518,0.87,0.945,1.87840136693701e-25,"Up_in_2D"
"PPP2R5E",5.58384529142797e-30,-1.02329177794091,0.836,0.935,2.04374321511555e-25,"Up_in_2D"
"RBMS2",7.74848947330431e-30,-1.3503177556346,0.668,0.876,2.83602463212411e-25,"Up_in_2D"
"ROR1",8.81993258850568e-30,-1.96347227668104,0.785,0.887,3.22818352671896e-25,"Up_in_2D"
"PLEKHG3",1.27372180760452e-29,-2.68875626635259,0.06,0.342,4.66194918801329e-25,"Up_in_2D"
"SVEP1",1.97160737520566e-29,-1.92121239515699,0.574,0.811,7.21628015399025e-25,"Up_in_2D"
"MSMO1",2.39146671264092e-29,-1.15748262222322,0.739,0.873,8.75300731493705e-25,"Up_in_2D"
"ETFB",3.07306979919778e-29,0.835974238977533,0.925,0.844,1.12477427720438e-24,"Up_in_3D"
"DANCR",3.48355350031566e-29,1.12852915300712,0.878,0.815,1.27501541665054e-24,"Up_in_3D"
"DOCK10",3.6957657860031e-29,1.68849640674583,0.796,0.556,1.352687235335e-24,"Up_in_3D"
"SPTBN1",3.82167237070341e-29,-0.81572866473188,0.95,0.967,1.39877030440115e-24,"Up_in_2D"
"TCF7L1",7.78042041594202e-29,-2.81896066245134,0.285,0.604,2.84771167643894e-24,"Up_in_2D"
"CLEC11A",9.2369218167214e-29,0.994098482006041,0.891,0.738,3.3808057541382e-24,"Up_in_3D"
"IER2",9.36136259601526e-29,1.42817117623908,0.853,0.753,3.42635232376755e-24,"Up_in_3D"
"TMEM258",9.61824103995089e-29,0.601538208365767,0.94,0.862,3.52037240303242e-24,"Up_in_3D"
"KLHDC10",1.15063661256276e-28,-1.36149604454833,0.702,0.895,4.21144506564095e-24,"Up_in_2D"
"STX17-AS1",1.22990809593091e-28,3.72397244246795,0.476,0.116,4.50158662191672e-24,"Up_in_3D"
"RECK",1.38333399647372e-28,-1.33801912707245,0.77,0.873,5.06314076049348e-24,"Up_in_2D"
"PRDX4",1.61679942886503e-28,0.788097773400228,0.926,0.829,5.91764758958888e-24,"Up_in_3D"
"GLS",1.78093901392092e-28,-1.29893603468531,0.903,0.953,6.51841488485194e-24,"Up_in_2D"
"FBXO42",2.07474964178031e-28,-1.50158088597531,0.606,0.862,7.59379116388011e-24,"Up_in_2D"
"CYP51A1",3.21591017731269e-28,-0.982130307226901,0.858,0.898,1.17705528399822e-23,"Up_in_2D"
"TKT",3.3570950503473e-28,0.770949661491291,0.944,0.913,1.22873035937762e-23,"Up_in_3D"
"MAP4",3.97215907165219e-28,-0.748917230814194,0.956,0.967,1.45384994181542e-23,"Up_in_2D"
"HMGA1P4",4.1490155820664e-28,-2.22515292570312,0.173,0.52,1.51858119319212e-23,"Up_in_2D"
"CELF1",4.22200867280629e-28,-1.09187524773101,0.851,0.931,1.54529739433383e-23,"Up_in_2D"
"ACTN1",4.48490189396204e-28,-1.00138321408792,0.932,0.956,1.64151894220905e-23,"Up_in_2D"
"CTNND1",4.81668673498642e-28,-1.37691470668423,0.836,0.935,1.76295551187238e-23,"Up_in_2D"
"SREBF2",5.4140083082129e-28,-0.908434535865455,0.761,0.924,1.981581180889e-23,"Up_in_2D"
"SLCO3A1",5.84987703737352e-28,-1.25174697315484,0.746,0.909,2.14111349444908e-23,"Up_in_2D"
"PRKCG",6.56887021597006e-28,4.76680319519395,0.428,0.073,2.4042721877472e-23,"Up_in_3D"
"MYLK",7.06787631367684e-28,-1.80073862439683,0.45,0.767,2.58691340956886e-23,"Up_in_2D"
"PHLDA1",1.14020045784254e-27,1.17585752181001,0.804,0.651,4.1732476957495e-23,"Up_in_3D"
"NFATC2",1.19959167481976e-27,4.49262909938884,0.535,0.207,4.39062548900779e-23,"Up_in_3D"
"ROR2",1.74373740563206e-27,-2.18629241907479,0.357,0.669,6.38225327835389e-23,"Up_in_2D"
"KCND3",2.18278632323491e-27,-2.7455538617719,0.086,0.375,7.98921622167209e-23,"Up_in_2D"
"AHDC1",2.50070903794274e-27,-1.60124768707867,0.326,0.695,9.1528451497742e-23,"Up_in_2D"
"MIRLET7BHG",2.76533210653945e-27,-0.86866283831717,0.559,0.833,1.01213920431451e-22,"Up_in_2D"
"PLEKHA2",2.89442256440704e-27,-1.42325683831823,0.395,0.742,1.05938760279862e-22,"Up_in_2D"
"CTSL",3.03544553252074e-27,0.895837656439796,0.909,0.833,1.11100341935792e-22,"Up_in_3D"
"CRLF1",3.34079895042705e-27,1.60197597996757,0.748,0.455,1.22276582384581e-22,"Up_in_3D"
"FLNB",3.42602445399065e-27,-1.43610442085306,0.814,0.916,1.25395921040512e-22,"Up_in_2D"
"ADGRG6",4.16933277112605e-27,-2.2473147078863,0.099,0.396,1.52601748755985e-22,"Up_in_2D"
"UQCRB",4.85002033941881e-27,0.54023124922115,0.96,0.869,1.77515594443068e-22,"Up_in_3D"
"CTSB",5.22322924522798e-27,0.762027557015302,0.931,0.927,1.91175413604589e-22,"Up_in_3D"
"SMIM3",5.22597519833682e-27,1.39036989223872,0.779,0.524,1.91275918234326e-22,"Up_in_3D"
"AKR1C2",5.80218261237525e-27,2.30978589393231,0.755,0.527,2.12365685795546e-22,"Up_in_3D"
"KANK1",1.02365457863013e-26,-1.93241400696416,0.524,0.789,3.74667812324414e-22,"Up_in_2D"
"APCDD1L-DT",1.62679225642473e-26,2.3836338298016,0.529,0.193,5.95422233774015e-22,"Up_in_3D"
"CUX1",1.6622723417365e-26,-0.906003308601208,0.922,0.956,6.08408299798975e-22,"Up_in_2D"
"P4HB",1.71925285160171e-26,0.557614862422656,0.966,0.96,6.29263736214741e-22,"Up_in_3D"
"LINC00685",2.08998068276612e-26,-1.34756313603772,0.42,0.742,7.64953829699227e-22,"Up_in_2D"
"ARHGEF2",2.29102441113292e-26,-1.03266670014823,0.653,0.855,8.38537844718762e-22,"Up_in_2D"
"ITGA2",2.57780783603535e-26,0.758182160217743,0.882,0.764,9.43503446067297e-22,"Up_in_3D"
"NFKBIA",2.59135932206582e-26,1.31632848249375,0.869,0.807,9.48463425469312e-22,"Up_in_3D"
"NFATC3",3.09358979096553e-26,-1.14103801415123,0.612,0.858,1.13228479939129e-21,"Up_in_2D"
"KCNK6",3.5663889208632e-26,-1.81969765220631,0.575,0.785,1.30533400892514e-21,"Up_in_2D"
"RGS2",4.50633742072795e-26,1.90298647189629,0.667,0.367,1.64936455936064e-21,"Up_in_3D"
"FNBP1",4.86809458403667e-26,-1.10663565260993,0.737,0.905,1.78177129870326e-21,"Up_in_2D"
"ADD1",5.79478265791742e-26,-0.767019004478519,0.847,0.927,2.12094840062435e-21,"Up_in_2D"
"ASXL2",6.18129969593826e-26,-1.25322066719976,0.656,0.876,2.26241750171036e-21,"Up_in_2D"
"CTHRC1",6.24267055798307e-26,1.15983865621403,0.879,0.727,2.28487985092738e-21,"Up_in_3D"
"SYNE2",8.72922377504074e-26,-2.00921385731488,0.398,0.72,3.19498319390266e-21,"Up_in_2D"
"LIMS2",9.38453339317582e-26,-1.77473405889841,0.324,0.636,3.43483306723628e-21,"Up_in_2D"
"BGN",1.16264755660283e-25,1.04962304304537,0.909,0.724,4.25540632192202e-21,"Up_in_3D"
"NPM1",1.18903534992967e-25,0.592324339165447,0.954,0.938,4.35198828427758e-21,"Up_in_3D"
"APCDD1L",1.28541375737842e-25,2.47511458608952,0.556,0.225,4.70474289338074e-21,"Up_in_3D"
"CD59",1.50033436341128e-25,0.744964959181442,0.956,0.931,5.49137380352164e-21,"Up_in_3D"
"PPP6R2",1.59556793365795e-25,-1.09132064391471,0.783,0.92,5.83993819398148e-21,"Up_in_2D"
"PTPN9",1.91193235403343e-25,-1.55598274896915,0.63,0.862,6.99786360899776e-21,"Up_in_2D"
"SAMD11",2.51592250819413e-25,2.30460217175981,0.552,0.211,9.20852797224132e-21,"Up_in_3D"
"MARK3",2.78383748580506e-25,-0.926342265547573,0.855,0.945,1.01891235817951e-20,"Up_in_2D"
"HEATR5A",2.8670231776383e-25,-1.01073177156051,0.711,0.891,1.04935915324739e-20,"Up_in_2D"
"SQLE",2.97091938387753e-25,-0.975509546874201,0.829,0.88,1.08738620369302e-20,"Up_in_2D"
"RAB10",3.45219474664531e-25,-0.60467645207491,0.92,0.949,1.26353779921965e-20,"Up_in_2D"
"STK38",3.63288757736545e-25,-1.2876430355334,0.749,0.92,1.32967318219153e-20,"Up_in_2D"
"ZNF169",3.63410209455301e-25,-1.92552750957069,0.139,0.451,1.33011770762735e-20,"Up_in_2D"
"PPME1",3.80186683213172e-25,-1.92790806776056,0.724,0.884,1.39152127922853e-20,"Up_in_2D"
"LASP1",3.80712982542568e-25,-0.913080648618699,0.832,0.924,1.39344758740405e-20,"Up_in_2D"
"TAOK1",5.0472248141592e-25,-0.853037670667743,0.845,0.938,1.84733475423041e-20,"Up_in_2D"
"CHMP1B",6.18250756439785e-25,1.18849617486561,0.826,0.749,2.26285959364526e-20,"Up_in_3D"
"STX12",6.55818139387763e-25,-0.914081824438637,0.838,0.909,2.40035997197315e-20,"Up_in_2D"
"ROCK2",6.85319783771533e-25,-0.7832102281326,0.881,0.949,2.50833894058219e-20,"Up_in_2D"
"KCTD20",8.55966470053414e-25,-1.16271448331231,0.78,0.905,3.1329228770425e-20,"Up_in_2D"
"RAB6A",9.58050307363526e-25,-0.876147838422497,0.858,0.949,3.50655992998124e-20,"Up_in_2D"
"MRTFA",1.01403565980665e-24,-1.60936315200197,0.819,0.927,3.71147191845832e-20,"Up_in_2D"
"IP6K1",1.20305890258764e-24,-1.13864134454038,0.588,0.876,4.40331588936104e-20,"Up_in_2D"
"EPS15L1",2.11702986642454e-24,-0.585694938429461,0.578,0.847,7.74854101410047e-20,"Up_in_2D"
"COPS8",2.17248789836924e-24,0.812163252640446,0.889,0.833,7.95152295682126e-20,"Up_in_3D"
"SNHG22",2.63328977210105e-24,-2.4593430380473,0.108,0.389,9.63810389486706e-20,"Up_in_2D"
"H3F3A",2.67208358998789e-24,0.528402575910949,0.944,0.916,9.78009314771468e-20,"Up_in_3D"
"DENND2A",4.78527641179078e-24,-1.77678166266511,0.128,0.425,1.75145901947954e-19,"Up_in_2D"
"CCNY",5.01240665307042e-24,-1.02711749869338,0.858,0.96,1.8345909590903e-19,"Up_in_2D"
"COBLL1",5.75786943450981e-24,-1.60421464350408,0.562,0.793,2.10743779172494e-19,"Up_in_2D"
"TNRC18",6.56254761219909e-24,-0.826391634664941,0.786,0.902,2.40195805154099e-19,"Up_in_2D"
"TCF7L2",7.69955701610889e-24,-1.15829922840805,0.85,0.942,2.81811486346602e-19,"Up_in_2D"
"TRIM56",9.75767750319722e-24,-0.702525401001258,0.733,0.898,3.57140754294521e-19,"Up_in_2D"
"DRAP1",1.03674115918004e-23,0.67556820595559,0.937,0.818,3.79457631671487e-19,"Up_in_3D"
"FADS2",1.11108457160547e-23,-1.09948126444092,0.711,0.851,4.06668064053318e-19,"Up_in_2D"
"ANKIB1",1.14372037029278e-23,-1.07788499974966,0.844,0.927,4.18613092730862e-19,"Up_in_2D"
"MXRA8",1.18369919121077e-23,1.10052307793872,0.838,0.72,4.33245740975055e-19,"Up_in_3D"
"CCNYL1",1.26200669544423e-23,-1.40151150562806,0.522,0.793,4.61907070599544e-19,"Up_in_2D"
"H19",1.29084007533876e-23,-4.03892386369036,0.09,0.349,4.72460375974741e-19,"Up_in_2D"
"ZYG11B",1.32408421942333e-23,-1.03615836026625,0.668,0.884,4.84628065151133e-19,"Up_in_2D"
"STX7",1.33331834877338e-23,-1.12735909626986,0.727,0.902,4.88007848834546e-19,"Up_in_2D"
"DCAF7",1.62114320540549e-23,-0.943986999404514,0.711,0.902,5.93354624610463e-19,"Up_in_2D"
"JUNB",1.85103626094579e-23,1.17444489959773,0.878,0.796,6.77497781868769e-19,"Up_in_3D"
"EYA3",2.14427513655109e-23,-1.30733127254079,0.619,0.825,7.84826142729063e-19,"Up_in_2D"
"POLR2J3",2.52453542443353e-23,-0.951146670607164,0.776,0.895,9.24005210696915e-19,"Up_in_2D"
"DCAF5",2.56250047870115e-23,-1.259926222812,0.659,0.873,9.3790080020941e-19,"Up_in_2D"
"ID1",2.59708285899833e-23,1.19665003711259,0.795,0.549,9.5055829722198e-19,"Up_in_3D"
"LINC01619",2.74337599733229e-23,1.05299287770124,0.653,0.324,1.00410304878359e-18,"Up_in_3D"
"ITGA10",2.87436354644337e-23,1.20149345036973,0.692,0.4,1.05204580163374e-18,"Up_in_3D"
"FDPS",2.91122172640826e-23,-0.886933282340067,0.895,0.902,1.06553626408269e-18,"Up_in_2D"
"CSNK1G1",2.93119444361489e-23,-1.17027506890911,0.742,0.909,1.07284647830748e-18,"Up_in_2D"
"HMGA2",3.9980844901586e-23,0.982377025892586,0.86,0.742,1.46333890424295e-18,"Up_in_3D"
"DAPK1",4.13499188357915e-23,-2.32315263298653,0.341,0.625,1.5134483793088e-18,"Up_in_2D"
"HSD11B1",4.44129467198641e-23,1.28760021575054,0.795,0.633,1.62555826289375e-18,"Up_in_3D"
"ADARB1",4.66454706374192e-23,-1.40113210580359,0.56,0.793,1.70727087080018e-18,"Up_in_2D"
"YEATS2",5.03696175363195e-23,-1.18537191532311,0.749,0.902,1.84357837144683e-18,"Up_in_2D"
"ASS1",5.06969169061082e-23,-1.14744301419245,0.571,0.8,1.85555785568046e-18,"Up_in_2D"
"AP000662.1",5.37835404803904e-23,-2.42667003860291,0.075,0.324,1.96853136512277e-18,"Up_in_2D"
"TMEM59",5.38570536656346e-23,0.646929873469867,0.919,0.869,1.97122202121589e-18,"Up_in_3D"
"RUSC2",5.78658857900525e-23,-1.40387145751512,0.782,0.898,2.11794928580171e-18,"Up_in_2D"
"PRR14L",7.05528316020787e-23,-0.969936922857286,0.696,0.887,2.58230418946768e-18,"Up_in_2D"
"PKP4",8.40281673739298e-23,-1.52570019001281,0.647,0.865,3.0755149540532e-18,"Up_in_2D"
"ABLIM1",8.60988290731059e-23,-2.32820511925407,0.353,0.68,3.15130324290475e-18,"Up_in_2D"
"MICAL3",8.95358776510164e-23,-1.86268116618189,0.512,0.782,3.27710265790485e-18,"Up_in_2D"
"FLRT2",9.36783520839996e-23,-2.55754649994136,0.479,0.738,3.42872136462647e-18,"Up_in_2D"
"MACF1",9.65336354742168e-23,-1.08513954990214,0.942,0.975,3.53322759199181e-18,"Up_in_2D"
"GSTO1",9.83781288605528e-23,0.639830871416442,0.938,0.913,3.60073789442509e-18,"Up_in_3D"
"AC025682.1",1.19360162198206e-22,-1.84592009509429,0.22,0.542,4.36870129661653e-18,"Up_in_2D"
"DAAM2",1.2156520025659e-22,-3.03844432147353,0.112,0.378,4.44940789459146e-18,"Up_in_2D"
"NXN",1.95504545278207e-22,-1.71272280672174,0.513,0.745,7.15566186172766e-18,"Up_in_2D"
"ACTR2",2.20466023375594e-22,-0.588832630815742,0.907,0.978,8.06927692157012e-18,"Up_in_2D"
"PLCE1-AS1",2.26419289815554e-22,-3.98542385005713,0.009,0.167,8.28717242653909e-18,"Up_in_2D"
"PRDX2",2.81827337583666e-22,0.683809527256701,0.906,0.825,1.03151623828997e-17,"Up_in_3D"
"KRT10",2.84365811614398e-22,0.637728986073833,0.925,0.829,1.04080730708986e-17,"Up_in_3D"
"HTRA1",2.90987990738543e-22,0.858214966287807,0.917,0.825,1.06504514490214e-17,"Up_in_3D"
"ID3",3.1528550926399e-22,1.08040940484391,0.914,0.775,1.15397649245713e-17,"Up_in_3D"
"HABP4",3.78776813828633e-22,-1.20548236343858,0.572,0.822,1.38636101629418e-17,"Up_in_2D"
"SWAP70",3.80158375516084e-22,-1.12295784143211,0.743,0.902,1.39141767022642e-17,"Up_in_2D"
"SQSTM1",3.92502794134334e-22,0.652946454363537,0.982,0.985,1.43659947681107e-17,"Up_in_3D"
"RHBDL2",3.95415050343315e-22,-2.11845313223911,0.239,0.56,1.44725862576157e-17,"Up_in_2D"
"AFF1",4.76055931405239e-22,-1.33156737708422,0.81,0.909,1.74241231453631e-17,"Up_in_2D"
"OGFRL1",5.05508333740572e-22,-1.4585491545104,0.504,0.764,1.85021105232387e-17,"Up_in_2D"
"TBX3",5.48106581629492e-22,1.97967926869505,0.63,0.4,2.0061248994221e-17,"Up_in_3D"
"URGCP",6.1265096208379e-22,-1.30038453550536,0.45,0.745,2.24236378632288e-17,"Up_in_2D"
"KPNA6",6.76281454401992e-22,-0.924588941085464,0.761,0.916,2.47525775125673e-17,"Up_in_2D"
"PARVA",7.27337856102385e-22,-0.584725409335854,0.935,0.975,2.66212928712034e-17,"Up_in_2D"
"SEMA4A",8.27741217194234e-22,4.36452648712269,0.351,0.051,3.02961562905261e-17,"Up_in_3D"
"PHC3",8.50217960982357e-22,-1.21255363437021,0.687,0.869,3.11188275899153e-17,"Up_in_2D"
"TMCC1",8.54530239552534e-22,-1.80564746214247,0.686,0.865,3.12766612978623e-17,"Up_in_2D"
"DAG1",1.03304879524577e-21,-1.37896088712838,0.538,0.804,3.78106189547902e-17,"Up_in_2D"
"AGAP1",1.04971201469235e-21,-1.19662458719103,0.844,0.935,3.84205094497546e-17,"Up_in_2D"
"AP006621.3",1.1260899287609e-21,-1.23446280765972,0.267,0.585,4.12160174825778e-17,"Up_in_2D"
"TC2N",1.1274435886674e-21,1.42686456887531,0.642,0.371,4.12655627888156e-17,"Up_in_3D"
"AC011933.4",1.18169527160958e-21,-2.19444686823384,0.158,0.447,4.32512286361823e-17,"Up_in_2D"
"APPBP2",1.23197819694523e-21,-0.78783712931903,0.786,0.924,4.50916339863924e-17,"Up_in_2D"
"AP1S3",1.43852694185101e-21,-2.55882508964409,0.208,0.495,5.26515245986888e-17,"Up_in_2D"
"Z82215.1",1.55902791882345e-21,-2.88056334632717,0.159,0.444,5.70619808568571e-17,"Up_in_2D"
"JAGN1",1.70593907524619e-21,0.903478414993497,0.842,0.775,6.2439076093086e-17,"Up_in_3D"
"BNC1",1.78199655101224e-21,-2.23425579854414,0.109,0.371,6.5222855763599e-17,"Up_in_2D"
"EIF5A",1.79749589479293e-21,0.67547627142943,0.932,0.851,6.57901472453159e-17,"Up_in_3D"
"HELZ",1.81035987869306e-21,-0.923731727602874,0.792,0.924,6.62609819200445e-17,"Up_in_2D"
"CCDC80",1.86332224859305e-21,-1.26590880312755,0.931,0.887,6.81994576207542e-17,"Up_in_2D"
"ATP5MC2",1.96020758523618e-21,0.531246278630379,0.928,0.884,7.17455578272294e-17,"Up_in_3D"
"CLSTN1",2.25942361956513e-21,-0.918990701739541,0.777,0.898,8.26971638997033e-17,"Up_in_2D"
"TFCP2",2.3252419117395e-21,-1.01022239442268,0.656,0.851,8.51061792115774e-17,"Up_in_2D"
"NCK1",2.36354990241253e-21,-0.894329150051029,0.749,0.891,8.6508289978201e-17,"Up_in_2D"
"KANSL1",2.67642335312743e-21,-1.3502557398253,0.835,0.938,9.7959771147817e-17,"Up_in_2D"
"LY6E",2.77134312638201e-21,0.696734171921356,0.91,0.796,1.01433929768708e-16,"Up_in_3D"
