"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Direction"
"ATP5MG",1.56657329405874e-13,0.856551757928991,0.647,0.357,5.73381491358438e-09,"Up_in_3D"
"MRPS34",1.64748469778531e-13,1.24954553391437,0.353,0.122,6.029958742364e-09,"Up_in_3D"
"ATP5MD",1.74710111721399e-13,0.80021429959811,0.699,0.434,6.39456479911491e-09,"Up_in_3D"
"HEBP2",1.89342623390891e-13,1.04069906785421,0.378,0.139,6.93012935872999e-09,"Up_in_3D"
"NACA",1.98086057238285e-13,0.58055870249231,0.84,0.596,7.25014778097848e-09,"Up_in_3D"
"ID1",1.99655865165801e-13,1.71583706065877,0.212,0.041,7.30760432093349e-09,"Up_in_3D"
"NDUFA12",2.07989588480601e-13,0.970101279012913,0.34,0.113,7.61262692797849e-09,"Up_in_3D"
"COPS5",2.09121063074218e-13,1.81721007124421,0.221,0.047,7.65404002957944e-09,"Up_in_3D"
"RPL15",2.35888160969972e-13,0.511780700728374,0.926,0.735,8.63374257966194e-09,"Up_in_3D"
"COX14",2.51827781168931e-13,1.11271369271461,0.317,0.1,9.21714861856405e-09,"Up_in_3D"
"NIT2",2.52899474097332e-13,1.35999181894534,0.25,0.062,9.25637365143646e-09,"Up_in_3D"
"APRT",2.67698296585161e-13,0.918344003945465,0.535,0.246,9.79802535331349e-09,"Up_in_3D"
"RPS15",2.80899247128703e-13,0.525407605701968,0.913,0.692,1.02811933441576e-08,"Up_in_3D"
"RBIS",2.85488896606216e-13,1.12513762697668,0.359,0.128,1.04491791046841e-08,"Up_in_3D"
"ELOB",3.32905146483173e-13,0.718434245709483,0.686,0.385,1.21846612664306e-08,"Up_in_3D"
"RPL11",3.80016986931269e-13,0.455211604672246,0.949,0.78,1.39090017386714e-08,"Up_in_3D"
"GLRX2",3.80787900648017e-13,1.80004227959614,0.221,0.049,1.39372179516181e-08,"Up_in_3D"
"PSMA5",4.07799850379115e-13,1.0878254611376,0.381,0.145,1.4925882323726e-08,"Up_in_3D"
"IGFBP4",4.76614697840216e-13,1.27011145489564,0.468,0.233,1.74445745556498e-08,"Up_in_3D"
"RPS19",4.78816819147397e-13,0.389234363700906,0.971,0.878,1.75251743976139e-08,"Up_in_3D"
"MRPL15",5.18364089958952e-13,1.70780001140917,0.26,0.073,1.89726440565876e-08,"Up_in_3D"
"SUMO2",5.54004183956746e-13,0.857681156080645,0.522,0.261,2.02771071370009e-08,"Up_in_3D"
"TIMM10",5.59113108384592e-13,1.57678970312536,0.221,0.049,2.04640988799845e-08,"Up_in_3D"
"CIB1",5.94384232058338e-13,1.06922865323287,0.436,0.19,2.17550572775672e-08,"Up_in_3D"
"NDUFB2",6.75278377629081e-13,0.865837392369234,0.583,0.308,2.4715863899602e-08,"Up_in_3D"
"ANXA1",7.59208664307633e-13,0.928427400525959,0.532,0.265,2.77877963223237e-08,"Up_in_3D"
"DYNLT1",7.78861531725623e-13,0.92452047581148,0.458,0.199,2.85071109226895e-08,"Up_in_3D"
"RPL36",7.95700624504353e-13,0.446433365548694,0.907,0.707,2.91234385574838e-08,"Up_in_3D"
"KRT10",8.69304317210868e-13,1.28822632948826,0.34,0.122,3.1817407314235e-08,"Up_in_3D"
"MT1X",9.39305777388108e-13,0.758694125964779,0.705,0.453,3.43795307581821e-08,"Up_in_3D"
"MICOS10",1.12496955116182e-12,0.950031360738686,0.532,0.259,4.11750105420738e-08,"Up_in_3D"
"RPS13",1.24079798431249e-12,0.50730902656757,0.891,0.716,4.54144470238214e-08,"Up_in_3D"
"ATP5MC3",1.33498743476893e-12,0.886024178028669,0.596,0.321,4.88618750999777e-08,"Up_in_3D"
"DHRS3",1.47076048501534e-12,1.86025658250897,0.196,0.038,5.38313045120464e-08,"Up_in_3D"
"GSTK1",1.54561596949568e-12,1.44125941931907,0.279,0.083,5.65710900995114e-08,"Up_in_3D"
"RPA3",1.67493515894095e-12,1.65632789635952,0.205,0.043,6.13043017523976e-08,"Up_in_3D"
"HHIP-AS1",1.72963065038649e-12,4.79448617726334,0.115,0.004,6.3306211434796e-08,"Up_in_3D"
"NME1",1.92822458431738e-12,0.849493623020998,0.449,0.192,7.05749480106005e-08,"Up_in_3D"
"COX5B",2.24922087968425e-12,0.829700310560304,0.577,0.31,8.23237334173232e-08,"Up_in_3D"
"EEF1B2",2.55027483555596e-12,0.511989781114619,0.801,0.545,9.33426092561836e-08,"Up_in_3D"
"SSBP1",2.69597541848503e-12,1.00107713085367,0.446,0.199,9.86753962919705e-08,"Up_in_3D"
"IFI27L2",2.94406456423477e-12,0.78244719373513,0.317,0.103,1.07755707115557e-07,"Up_in_3D"
"RPS27",3.14061336805401e-12,0.403515131716934,0.933,0.744,1.14949589884145e-07,"Up_in_3D"
"CAV2",3.26895445212666e-12,1.11894852859761,0.369,0.141,1.19647001902288e-07,"Up_in_3D"
"PHPT1",3.45244025198652e-12,0.83545618237013,0.5,0.235,1.26362765662959e-07,"Up_in_3D"
"SELENOH",3.49534639632251e-12,1.00099371937384,0.407,0.169,1.279331734518e-07,"Up_in_3D"
"MRPS12",3.75393569366585e-12,1.51150565269095,0.279,0.088,1.37397800323864e-07,"Up_in_3D"
"RPL7A",4.15998856909798e-12,0.460590314059227,0.913,0.776,1.52259741617555e-07,"Up_in_3D"
"CIRBP",5.72282121116905e-12,1.07401754596842,0.272,0.083,2.09460979149998e-07,"Up_in_3D"
"RPL19",5.77606425420086e-12,0.457752615329055,0.933,0.744,2.11409727768006e-07,"Up_in_3D"
"EIF5A",5.79715917062931e-12,0.860492370676534,0.583,0.316,2.12181822804203e-07,"Up_in_3D"
"LDHA",5.99272581145192e-12,0.687289229422279,0.676,0.412,2.19339757424952e-07,"Up_in_3D"
"NDUFB11",6.38861436416257e-12,0.906602279933916,0.439,0.192,2.33829674342714e-07,"Up_in_3D"
"NDUFB10",6.96191899024228e-12,0.787964242889837,0.452,0.205,2.54813196961858e-07,"Up_in_3D"
"POLR2L",7.21890327476665e-12,0.685644383394574,0.673,0.408,2.64219078759734e-07,"Up_in_3D"
"PSMA2",7.2542908999627e-12,0.852043359820322,0.439,0.194,2.65514301229535e-07,"Up_in_3D"
"APOC1",8.34179161584275e-12,0.914550961098325,0.571,0.312,3.0531791493146e-07,"Up_in_3D"
"UBB",8.79006882890917e-12,0.724665630428998,0.606,0.335,3.21725309206905e-07,"Up_in_3D"
"TMA7",8.88811700129417e-12,0.717785331191381,0.647,0.363,3.25313970364368e-07,"Up_in_3D"
"METRN",9.31061836267182e-12,0.9740203658339,0.295,0.096,3.40777942692151e-07,"Up_in_3D"
"H3F3B",9.52150932811163e-12,0.692665504567747,0.609,0.335,3.48496762918214e-07,"Up_in_3D"
"SPTBN1",9.66520761066757e-12,-1.39148410631325,0.308,0.509,3.53756263758044e-07,"Up_in_2D"
"RPL28",1.05038924664139e-11,0.395545807076522,0.965,0.808,3.84452968163217e-07,"Up_in_3D"
"MDH2",1.05401970501965e-11,0.925435544550682,0.423,0.188,3.85781752234242e-07,"Up_in_3D"
"RHOD",1.06515693721027e-11,1.47213554634351,0.295,0.1,3.89858090588331e-07,"Up_in_3D"
"MSRB2",1.12637514158734e-11,1.10899621315441,0.276,0.085,4.12264565572381e-07,"Up_in_3D"
"RPS3",1.28224899107747e-11,0.414347388572812,0.901,0.677,4.69315953224264e-07,"Up_in_3D"
"MRPL57",1.28395127652398e-11,1.15894687444628,0.288,0.096,4.69939006720542e-07,"Up_in_3D"
"CMC1",1.28574595428727e-11,1.46519542652317,0.218,0.053,4.70595876728684e-07,"Up_in_3D"
"ITPA",1.29830505517725e-11,1.16264348507532,0.224,0.058,4.75192633245426e-07,"Up_in_3D"
"BTF3L4",1.31636930241626e-11,1.91834250442706,0.205,0.049,4.81804328377374e-07,"Up_in_3D"
"DIRAS3",1.43159317977571e-11,4.20307984518948,0.119,0.009,5.23977419729707e-07,"Up_in_3D"
"PNRC1",1.45665992108712e-11,0.978952754775097,0.423,0.186,5.33152097717096e-07,"Up_in_3D"
"H3F3A",1.48906946541598e-11,0.635841198581385,0.683,0.402,5.45014315036904e-07,"Up_in_3D"
"GAMT",1.52204878371161e-11,1.11586226453302,0.266,0.081,5.57085075326285e-07,"Up_in_3D"
"SELENOW",1.72242409418239e-11,0.650003989793189,0.5,0.233,6.30424442711695e-07,"Up_in_3D"
"CCDC90B",1.75527968166715e-11,1.21040331836,0.269,0.083,6.42449916286993e-07,"Up_in_3D"
"RPL24",1.77511228836166e-11,0.495961987533146,0.869,0.684,6.4970884866325e-07,"Up_in_3D"
"PYCARD",1.82985556500667e-11,1.06294947824553,0.234,0.062,6.69745435348092e-07,"Up_in_3D"
"RHEB",1.88325078300214e-11,0.758741271860029,0.353,0.135,6.89288619086614e-07,"Up_in_3D"
"UQCR11",1.95622138469075e-11,0.653530387685561,0.657,0.378,7.15996589010662e-07,"Up_in_3D"
"PSMA3",1.9799406498335e-11,0.82873869430958,0.356,0.137,7.2467807724556e-07,"Up_in_3D"
"RPL35A",2.33196773285966e-11,0.469549026332486,0.891,0.731,8.53523509903964e-07,"Up_in_3D"
"GNG5",2.53709529381779e-11,0.717420022274233,0.554,0.284,9.2860224849025e-07,"Up_in_3D"
"MYDGF",2.6325084511013e-11,1.02468882323042,0.433,0.209,9.63524418187585e-07,"Up_in_3D"
"LRRC75A",2.86416690781794e-11,1.34502125775582,0.237,0.066,1.04831372993045e-06,"Up_in_3D"
"DDT",3.00587980119967e-11,0.848601193026044,0.51,0.254,1.10018206603709e-06,"Up_in_3D"
"CITED2",3.03054170130355e-11,1.5382189763316,0.189,0.041,1.10920856809411e-06,"Up_in_3D"
"MRPS21",3.15464448062488e-11,0.752247638745234,0.442,0.199,1.15463142635351e-06,"Up_in_3D"
"GPX4",3.19332108568796e-11,0.739777955604972,0.686,0.417,1.16878745057265e-06,"Up_in_3D"
"NDUFS4",3.21467623040263e-11,1.12445994314852,0.311,0.111,1.17660364708967e-06,"Up_in_3D"
"NDUFB1",3.84932495063628e-11,0.697854585997653,0.436,0.199,1.40889142518239e-06,"Up_in_3D"
"TMEM256",3.85064451656815e-11,1.01995803878833,0.327,0.124,1.40937439950911e-06,"Up_in_3D"
"ISCU",3.86917968387158e-11,0.76072712383192,0.324,0.115,1.41615845609384e-06,"Up_in_3D"
"SIGIRR",3.96955563324871e-11,1.248567478753,0.231,0.064,1.45289705732536e-06,"Up_in_3D"
"CST3",4.0045449605328e-11,0.773302559492469,0.567,0.312,1.46570350100461e-06,"Up_in_3D"
"SNRNP25",4.40290476931018e-11,2.02442965170394,0.173,0.034,1.61150717461522e-06,"Up_in_3D"
"DBI",4.42582544939116e-11,0.734307596708993,0.654,0.38,1.61989637273166e-06,"Up_in_3D"
"MXD4",4.44939591610837e-11,1.03957356192816,0.298,0.105,1.62852339925482e-06,"Up_in_3D"
"NDUFA1",4.66855843560789e-11,0.719182274656541,0.535,0.271,1.70873907301685e-06,"Up_in_3D"
"UBL5",4.80149835696194e-11,0.583120852184133,0.615,0.318,1.75739641363164e-06,"Up_in_3D"
"RPS2",4.89836968777219e-11,0.373633907198184,0.974,0.868,1.7928522894215e-06,"Up_in_3D"
"PRDX6",5.06069146345357e-11,0.5912668818095,0.612,0.333,1.85226368253864e-06,"Up_in_3D"
"RPS21",5.077026673769e-11,0.435873522069398,0.901,0.752,1.85824253286619e-06,"Up_in_3D"
"PSMB6",5.08292966690862e-11,0.677949433120749,0.429,0.188,1.86040308738522e-06,"Up_in_3D"
"FXYD5",5.75314965037623e-11,1.28126904419008,0.256,0.081,2.10571030353421e-06,"Up_in_3D"
"MZT2A",5.91578573618456e-11,1.14126049989689,0.321,0.12,2.16523673730091e-06,"Up_in_3D"
"YWHAE",6.13660712235159e-11,0.8000039852413,0.554,0.31,2.24605957285191e-06,"Up_in_3D"
"PGLS",6.19446959871059e-11,0.767168848297831,0.378,0.156,2.26723781782406e-06,"Up_in_3D"
"SYF2",6.20407902443868e-11,1.16596614792095,0.311,0.111,2.2707549637348e-06,"Up_in_3D"
"POLR2K",6.5244385767816e-11,1.09831214858056,0.25,0.077,2.38800976348783e-06,"Up_in_3D"
"TCEAL8",6.63275531067011e-11,0.909920244781497,0.234,0.066,2.42765477125837e-06,"Up_in_3D"
"PARK7",7.13436555692971e-11,0.784590254045804,0.571,0.318,2.61124913749184e-06,"Up_in_3D"
"SELENOK",7.37025961295831e-11,1.13982590077052,0.279,0.094,2.69758872093887e-06,"Up_in_3D"
"RPL8",7.72803099732439e-11,0.441556842455301,0.913,0.763,2.8285366253307e-06,"Up_in_3D"
"THOC7",7.97332306096779e-11,0.939960269511541,0.353,0.141,2.91831597354482e-06,"Up_in_3D"
"TMEM208",8.19708035726289e-11,1.05619188418676,0.276,0.092,3.00021338156179e-06,"Up_in_3D"
"SLIRP",8.3715561584799e-11,0.840819194269367,0.478,0.235,3.06407326956523e-06,"Up_in_3D"
"ENO3",8.97502921568276e-11,3.56115735508656,0.106,0.006,3.28495044323205e-06,"Up_in_3D"
"UBA52",9.01120467024775e-11,0.469039577945946,0.875,0.652,3.29819102135738e-06,"Up_in_3D"
"ADRM1",9.68830922644229e-11,0.85381398139677,0.285,0.098,3.54601805997014e-06,"Up_in_3D"
"RAB34",9.71060020827379e-11,1.4803424210139,0.196,0.047,3.55417678223029e-06,"Up_in_3D"
"NDUFS5",1.01134959731467e-10,0.598472108470151,0.673,0.429,3.70164066113143e-06,"Up_in_3D"
"RPL22L1",1.05689341550899e-10,0.870068333173623,0.481,0.252,3.86833559010447e-06,"Up_in_3D"
"ALB",1.06425446161087e-10,-0.608205196672848,0.881,0.964,3.89527775494193e-06,"Up_in_2D"
"NINJ1",1.09801664517768e-10,1.60581495654802,0.208,0.056,4.01885072301483e-06,"Up_in_3D"
"SCAND1",1.11486323585795e-10,1.04352495271454,0.304,0.111,4.08051092956368e-06,"Up_in_3D"
"CLIC1",1.11804021893334e-10,0.7845604679634,0.622,0.38,4.09213900531791e-06,"Up_in_3D"
"PTRHD1",1.12520143803785e-10,1.25696192300284,0.244,0.075,4.11834978336234e-06,"Up_in_3D"
"RPS19BP1",1.13520077418056e-10,1.163210488674,0.295,0.107,4.15494835357826e-06,"Up_in_3D"
"EIF3K",1.17683157165594e-10,0.866952411120333,0.513,0.278,4.30732123541792e-06,"Up_in_3D"
"SGK1",1.20759556367329e-10,1.89864461517366,0.173,0.036,4.41992052260061e-06,"Up_in_3D"
"NOP10",1.21860958526892e-10,0.778729856727383,0.465,0.22,4.46023294304279e-06,"Up_in_3D"
"CLTB",1.24664705402799e-10,0.991563999382511,0.372,0.162,4.56285288244786e-06,"Up_in_3D"
"CD99",1.25493245499155e-10,0.699178381833955,0.49,0.241,4.59317827851457e-06,"Up_in_3D"
"SMIM26",1.26037220693024e-10,1.38627591797296,0.256,0.085,4.61308831458536e-06,"Up_in_3D"
"TAF10",1.32328710977758e-10,1.00049896608175,0.33,0.13,4.84336315049692e-06,"Up_in_3D"
"RPL18",1.35293000452337e-10,0.451051602667722,0.856,0.658,4.951859109556e-06,"Up_in_3D"
"SNRPB2",1.37956488421839e-10,0.901613348125946,0.317,0.12,5.04934543272773e-06,"Up_in_3D"
"CTSB",1.4213205847488e-10,-1.35918862812066,0.349,0.528,5.20217547223907e-06,"Up_in_2D"
"NUPR1",1.444084505218e-10,0.736298709312998,0.522,0.284,5.28549369754841e-06,"Up_in_3D"
"CRIP2",1.48510797437013e-10,1.06820704287002,0.199,0.049,5.43564369699212e-06,"Up_in_3D"
"GLRX3",1.51180642655854e-10,0.944460188802023,0.285,0.103,5.53336270184692e-06,"Up_in_3D"
"EIF1B",1.52345653876834e-10,1.17727897863219,0.247,0.077,5.57600327754599e-06,"Up_in_3D"
"RPLP1",1.58308942689091e-10,0.290774171587109,0.987,0.917,5.79426561136343e-06,"Up_in_3D"
"HPF1",1.66608979303029e-10,1.77673409796924,0.163,0.032,6.09805525147018e-06,"Up_in_3D"
"ARL6IP4",1.69848595393589e-10,0.658732294946716,0.471,0.224,6.21662844000077e-06,"Up_in_3D"
"HIST1H4C",1.7440638829383e-10,1.0599080253239,0.288,0.103,6.38344821794247e-06,"Up_in_3D"
"NDUFS7",1.76383392010983e-10,1.02218526826841,0.298,0.109,6.45580853099399e-06,"Up_in_3D"
"MRPL43",2.09910619119339e-10,1.40516754271998,0.253,0.085,7.68293857038693e-06,"Up_in_3D"
"VPS28",2.11037222304182e-10,1.11341693972242,0.317,0.126,7.72417337355537e-06,"Up_in_3D"
"MRPS15",2.15257519719706e-10,1.15165998475966,0.327,0.13,7.87864047926097e-06,"Up_in_3D"
"PSMA6",2.17257862349912e-10,0.991629446544551,0.42,0.199,7.95185501986913e-06,"Up_in_3D"
"CHURC1",2.20643569298982e-10,0.790771088325576,0.34,0.132,8.07577527991206e-06,"Up_in_3D"
"ATP6V1G1",2.48166570906185e-10,0.662563751672485,0.458,0.222,9.08314466173728e-06,"Up_in_3D"
"ANAPC16",2.54204027485824e-10,0.988765796993255,0.33,0.132,9.30412161000866e-06,"Up_in_3D"
"MT1F",2.56743672485781e-10,1.50327234955083,0.186,0.045,9.39707515665208e-06,"Up_in_3D"
"CACYBP",2.65589522529435e-10,0.984768217483388,0.247,0.079,9.72084211409983e-06,"Up_in_3D"
"BAX",2.78073775420624e-10,0.794440909861469,0.356,0.143,1.01777782541702e-05,"Up_in_3D"
"HSPE1",2.85764026675839e-10,0.710554765698812,0.529,0.28,1.04592491403624e-05,"Up_in_3D"
"BLOC1S2",2.89875566254312e-10,1.29105683677468,0.221,0.064,1.06097356004741e-05,"Up_in_3D"
"COPE",2.96569033751413e-10,0.776920944710817,0.433,0.201,1.08547232043355e-05,"Up_in_3D"
"LENG1",3.01172446332894e-10,3.19777139199772,0.112,0.011,1.10232127082303e-05,"Up_in_3D"
"LARP6",3.05507581432576e-10,1.66237968318651,0.221,0.066,1.11818829880137e-05,"Up_in_3D"
"NDUFS8",3.14554460486818e-10,0.777173803962886,0.346,0.139,1.1513007808278e-05,"Up_in_3D"
"NDUFC1",3.15873510425905e-10,0.76527416166773,0.372,0.156,1.15612863550986e-05,"Up_in_3D"
"IL18",3.16179472146749e-10,1.47021051684628,0.317,0.13,1.15724848600432e-05,"Up_in_3D"
"KRT7",3.2647590938839e-10,0.701027274307929,0.663,0.436,1.19493447595245e-05,"Up_in_3D"
"MRPL27",3.31264422436882e-10,0.788014730274203,0.279,0.098,1.21246091256123e-05,"Up_in_3D"
"CHCHD2",3.32781600121305e-10,0.480459091151679,0.718,0.459,1.21801393460399e-05,"Up_in_3D"
"RACK1",3.34206718404904e-10,0.489513518350129,0.865,0.671,1.22323001003379e-05,"Up_in_3D"
"RPL10A",3.59955215454824e-10,0.479200145031924,0.843,0.66,1.3174720840862e-05,"Up_in_3D"
"KRT18",3.60596305212095e-10,0.635160064690965,0.881,0.765,1.31981853670679e-05,"Up_in_3D"
"NDUFV2",3.61710496923721e-10,0.777653560110499,0.51,0.282,1.32389658979051e-05,"Up_in_3D"
"ZSWIM7",3.80517576598736e-10,1.32052456134295,0.16,0.032,1.39273238210903e-05,"Up_in_3D"
"CTSC",3.90771126433975e-10,1.270100009606,0.304,0.12,1.43026139986099e-05,"Up_in_3D"
"RPL36AL",3.91463614656976e-10,0.659878763483887,0.641,0.4,1.432795976006e-05,"Up_in_3D"
"URM1",3.94357906063108e-10,1.74573011742954,0.183,0.045,1.44338937198158e-05,"Up_in_3D"
"RRAGA",4.05351941050324e-10,1.29491031613817,0.218,0.064,1.48362863943829e-05,"Up_in_3D"
"MALL",4.16084919200411e-10,1.71012975238635,0.163,0.034,1.52291241276542e-05,"Up_in_3D"
"STRAP",4.21371779577166e-10,0.698930122586799,0.378,0.165,1.54226285043039e-05,"Up_in_3D"
"TIMM13",4.21592793311219e-10,0.905339469219343,0.359,0.154,1.54307178279839e-05,"Up_in_3D"
"MRPL41",4.29930892958428e-10,0.88187379268408,0.381,0.171,1.57359006131714e-05,"Up_in_3D"
"UXT",4.38122388495712e-10,0.811698618236556,0.346,0.141,1.60357175413316e-05,"Up_in_3D"
"LRMDA",4.39026940731268e-10,1.6467809627425,0.237,0.077,1.60688250577051e-05,"Up_in_3D"
"MRPS23",4.50041593029008e-10,1.50758110981121,0.234,0.075,1.64719723464547e-05,"Up_in_3D"
"DANCR",4.65705042295446e-10,1.31607040480929,0.189,0.047,1.70452702530556e-05,"Up_in_3D"
"PFDN2",4.66418008229386e-10,0.896976444837852,0.346,0.143,1.70713655192037e-05,"Up_in_3D"
"SNU13",4.68256015007195e-10,0.847839044009511,0.413,0.188,1.71386384052783e-05,"Up_in_3D"
"LAMTOR5",4.73190969726804e-10,0.750198944683065,0.413,0.188,1.73192626829708e-05,"Up_in_3D"
"SNHG8",4.73584473943299e-10,1.01937861670256,0.33,0.135,1.73336653307987e-05,"Up_in_3D"
"NPC2",4.91927313060701e-10,0.844149851148923,0.397,0.177,1.80050315853347e-05,"Up_in_3D"
"DCXR",4.97360014479366e-10,1.43409395687951,0.234,0.075,1.82038738899593e-05,"Up_in_3D"
"MRPS36",5.15970086974569e-10,0.666089011067921,0.272,0.094,1.88850211533562e-05,"Up_in_3D"
"NDUFAF8",5.32930077177509e-10,0.939345682641573,0.343,0.143,1.9505773754774e-05,"Up_in_3D"
"AKR1B10",5.59985719380522e-10,1.51230230322236,0.269,0.1,2.04960373150465e-05,"Up_in_3D"
"DCBLD2",5.74754399723148e-10,1.0790317307701,0.327,0.135,2.10365857842669e-05,"Up_in_3D"
"PDCD5",5.91449647903673e-10,0.719114660134218,0.503,0.259,2.16476485629223e-05,"Up_in_3D"
"GALK1",5.9873394365357e-10,1.63784403685908,0.189,0.049,2.19142610716643e-05,"Up_in_3D"
"RPS5",6.18878423265681e-10,0.448740335636141,0.846,0.605,2.26515691699472e-05,"Up_in_3D"
"NBDY",6.26181267769934e-10,0.949879170778578,0.25,0.083,2.29188605816474e-05,"Up_in_3D"
"SEC11C",6.33188456642206e-10,1.09874684111233,0.304,0.12,2.31753307015614e-05,"Up_in_3D"
"SEM1",6.67279433970915e-10,0.612778559077128,0.5,0.259,2.44230945627695e-05,"Up_in_3D"
"COX6B1",6.79765045673757e-10,0.618707146409956,0.654,0.387,2.48800804367052e-05,"Up_in_3D"
"LBP",7.12158152125288e-10,-1.59290327050752,0.215,0.406,2.60657005259377e-05,"Up_in_2D"
"CUTA",7.22778556264591e-10,0.72905872848565,0.381,0.165,2.64544179378403e-05,"Up_in_3D"
"DECR1",7.59754617835108e-10,1.46321687185695,0.282,0.107,2.78077787673828e-05,"Up_in_3D"
"STMP1",7.67817452105804e-10,0.597130160861547,0.343,0.143,2.81028865645245e-05,"Up_in_3D"
"RAB27B",8.05325116460854e-10,1.53020473490414,0.17,0.038,2.94757045875837e-05,"Up_in_3D"
"LSM3",9.02937107958619e-10,0.990210957427994,0.308,0.122,3.30484010883934e-05,"Up_in_3D"
"MRPS7",9.04120528973538e-10,1.12372843098636,0.26,0.092,3.30917154809604e-05,"Up_in_3D"
"COMMD4",9.21905638761541e-10,0.975368931394122,0.208,0.06,3.37426682843112e-05,"Up_in_3D"
"SNX3",9.28528900325035e-10,0.912053711637805,0.474,0.25,3.39850862807966e-05,"Up_in_3D"
"RBP5",9.46826642540449e-10,2.20330927972247,0.119,0.015,3.4654801943623e-05,"Up_in_3D"
"POLR2J",9.48798964511461e-10,1.15343101520605,0.276,0.103,3.4726990900084e-05,"Up_in_3D"
"UBE2J2",9.59406120766377e-10,1.65458187906568,0.176,0.043,3.51152234261702e-05,"Up_in_3D"
"PRELID1",9.69846163980037e-10,0.71729678719942,0.542,0.288,3.54973394478333e-05,"Up_in_3D"
"ALDH2",9.77807446634375e-10,1.16238698901841,0.298,0.118,3.57887303542648e-05,"Up_in_3D"
"PFDN4",9.879531415204e-10,1.23595304036661,0.234,0.075,3.61600729327882e-05,"Up_in_3D"
"C20orf27",1.0270490845418e-09,1.32950656258838,0.138,0.024,3.75910235433145e-05,"Up_in_3D"
"DTD1",1.06311333821786e-09,1.34772642147056,0.196,0.053,3.89110112921119e-05,"Up_in_3D"
"PFN1",1.3526264017243e-09,0.557979719141453,0.817,0.626,4.95074789295111e-05,"Up_in_3D"
"POMP",1.42111537988145e-09,0.444613688497245,0.635,0.37,5.20142440190408e-05,"Up_in_3D"
"SYAP1",1.46212493968339e-09,0.77719357613354,0.304,0.122,5.35152349173517e-05,"Up_in_3D"
"APOA1",1.55364087981778e-09,1.01466713143915,0.279,0.103,5.68648098422107e-05,"Up_in_3D"
"TPGS1",1.61936822655618e-09,1.30212961191611,0.196,0.056,5.92704964601828e-05,"Up_in_3D"
"RNH1",1.62528532169696e-09,0.722085145293909,0.375,0.173,5.94870680594306e-05,"Up_in_3D"
"NDUFA4",1.70495303083861e-09,0.543513296713299,0.721,0.455,6.24029858817241e-05,"Up_in_3D"
"NDUFS6",1.75101137014361e-09,0.691371519313298,0.452,0.222,6.40887671586264e-05,"Up_in_3D"
"PRDX1",1.84521820604524e-09,0.592420104300102,0.747,0.553,6.75368315594619e-05,"Up_in_3D"
"SNF8",1.86473981181017e-09,0.856948481691742,0.308,0.122,6.82513418520641e-05,"Up_in_3D"
"COPS9",1.87954134939719e-09,0.720268282070099,0.455,0.226,6.87930929292867e-05,"Up_in_3D"
"TWF2",1.92429063478881e-09,1.32803057651628,0.205,0.06,7.04309615239052e-05,"Up_in_3D"
"RIDA",1.95945613849569e-09,1.35698875952425,0.231,0.077,7.17180541250809e-05,"Up_in_3D"
"ATP5IF1",1.98238777374067e-09,0.704488910513092,0.503,0.265,7.25573749066822e-05,"Up_in_3D"
"LACTB2",1.99867941420477e-09,0.951365233181241,0.196,0.053,7.3153665239309e-05,"Up_in_3D"
"TOMM7",2.04848443044851e-09,0.558187880738473,0.587,0.329,7.4976578638846e-05,"Up_in_3D"
"MRPS11",2.05310544767951e-09,1.84197181840066,0.163,0.038,7.51457124905178e-05,"Up_in_3D"
"ARMC10",2.06022064534059e-09,1.68186148484607,0.176,0.045,7.54061358401108e-05,"Up_in_3D"
"PDCD6",2.06241389519269e-09,0.76860548087342,0.279,0.105,7.54864109779475e-05,"Up_in_3D"
"MRPL18",2.07947865266537e-09,1.12014661065225,0.253,0.09,7.6110998166205e-05,"Up_in_3D"
"PSD3",2.1040043848697e-09,1.18381532807436,0.269,0.1,7.7008664490616e-05,"Up_in_3D"
"GRHPR",2.12886612334213e-09,0.650366674797149,0.298,0.115,7.79186289804454e-05,"Up_in_3D"
"RPS24",2.1335241436695e-09,0.338767994664305,0.933,0.84,7.80891171824475e-05,"Up_in_3D"
"SNCG",2.15055035449212e-09,1.0923295831052,0.212,0.064,7.8712293524766e-05,"Up_in_3D"
"PDAP1",2.16512202695526e-09,0.582815663279099,0.356,0.154,7.92456313085894e-05,"Up_in_3D"
"RER1",2.20930066444663e-09,0.770421861287249,0.34,0.145,8.08626136194112e-05,"Up_in_3D"
"ETFB",2.23973027790357e-09,0.796491585815301,0.481,0.254,8.19763679015486e-05,"Up_in_3D"
"KLF4",2.31422170482904e-09,1.75363317240804,0.138,0.026,8.47028286184478e-05,"Up_in_3D"
"TXNL1",2.34376041023438e-09,0.694012113707181,0.301,0.118,8.57839747749887e-05,"Up_in_3D"
"UBE2I",2.43459238403105e-09,0.632880385263333,0.298,0.115,8.91085158479206e-05,"Up_in_3D"
"JPT1",2.45755155039708e-09,0.712268141313915,0.442,0.22,8.99488442960835e-05,"Up_in_3D"
"HAX1",2.49226966223198e-09,1.23585826708887,0.228,0.075,9.12195619073528e-05,"Up_in_3D"
"RNF7",2.52256235358487e-09,0.812345478080552,0.353,0.154,9.23283047035598e-05,"Up_in_3D"
"CAVIN3",2.55388257865783e-09,0.683493748064125,0.269,0.096,9.34746562614551e-05,"Up_in_3D"
